index,reaction_smiles,detected_reaction_types,product_motifs,rxn_match_count,reactant_1_motifs,reactant_2_motifs,reactant_3_motifs,reactant_4_motifs
411,CC(=O)O.N1CCCC1>>CC(=O)N1CCCC1,amide_coupling,Any-CONR2|Any-NR2|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Any-NHR|R-H,,
412,O=C(O)c1ccc(Br)cc1.N1CCOCC1>>O=C(N1CCOCC1)c1ccc(Br)cc1,"amide_coupling,halogenation_aromatic",Any-NR2|Any-OR|Ar-Br|Ar-CONR2|R-H,2,Any-OR|Ar-Br|Ar-CO2H,Any-H|Any-NHR|Any-OR|R-H,,
413,O=C(O)c1ccccc1.Nc1ccccc1>>O=C(Nc1ccccc1)c1ccccc1,amide_coupling,Any-H|Ar-CONHR|Ar-NHR,1,Any-OR|Ar-CO2H,Any-H|Ar-NH2,,
414,CC(C)(C)C(=O)O.NCc1ccccc1>>CC(C)(C)C(=O)NCc1ccccc1,amide_coupling,Any-CONHR|Any-H|Bn-NHR|R-H,1,Any-CO2H|Any-OR|R-H,Any-H|Bn-NH2|R-H,,
415,O=C(O)c1ccc(OC)cc1.NC1CCCCC1>>COc1ccc(C(=O)N1CCCCC1)cc1,,Alkenyl-H|Ar-Alkenyl|Ar-OR|R-H,0,Any-OR|Ar-CO2H|Ar-OR|R-H,Any-H|Any-NH2|R-H,,
416,CCBr.[C-]#N>>CCC#N,,Any-CN|R-H,0,R-Br|R-H,,,
417,CC(C)(C)Cl.O>>CC(C)(C)O,,Any-OR|R-H,0,R-Cl|R-H,Any-H,,
418,CCC(Br)C.CC(C)(C)[O-]>>CC=CC,,Alkenyl-H|R-H,0,R-Br|R-H,R-H,,
419,C=CC1=CC=CC=C1>>CCc1ccccc1,ring_closing_metathesis,R-H,1,Alkenyl-H|Ar-CHCH2,,,
420,CCCCCC=C>>CCCCCCO,ring_closing_metathesis,Any-OR|R-H,1,Alkenyl-H|Any-CHCH2|R-CHCH2|R-H,,,
421,C1=CCCCC1>>O1CCCCC1,ring_closing_metathesis,Any-OR|R-H,1,Alkenyl-H|R-H,,,
422,C1=CCCCC1>>OC1CCCCC1O,ring_closing_metathesis,Any-OR|R-H,1,Alkenyl-H|R-H,,,
423,CC(=O)C.C=O>>CC(=O)CCO,,Any-CO-R|Any-OR|R-H,0,Any-CO-R|R-H,Any-H,,
424,CC(=O)C.CC(=O)C>>CC(=O)C=C(C)C,,Alkenyl-H|Any-CO-R|R-H,0,Any-CO-R|R-H,Any-CO-R|R-H,,
425,O=CC1=CC=CC=C1.C[Mg]Br>>CC(O)c1ccccc1,,Any-OR|R-H,0,Any-CO-R,R-H|R-Mg,,
426,O=C1CCCCC1.CNC>>CNC1CCCCC1,reductive_amination,Any-H|Any-NHR|R-H,1,Any-CO-R|R-H,Any-H|Any-NHR|R-H,,
427,O=CC1=CC=CC=C1.Nc1ccccc1>>c1ccc(/C=N\c2ccccc2)cc1,,Ar-Imino,0,Any-CO-R,Any-H|Ar-NH2,,
428,O=CC1=CC=CC=C1.C=P(c1ccccc1)(c1ccccc1)c1ccccc1>>C=CC1=CC=CC=C1,,Alkenyl-H|Ar-CHCH2,0,Any-CO-R,Any-H,,
429,O=CC1=CC=CC=C1.CCOP(=O)(OCC)C=C(C(=O)OCC)[O-]>>CCOC(=O)C=CC1=CC=CC=C1,,Alkenyl-Ester|Alkenyl-H|Ar-Alkenyl|R-H,0,Any-CO-R,Alkenyl-Ester|Alkenyl-H|Any-OR|R-H,,
430,c1ccccc1.CC(C)(C)Cl>>CC(C)(C)c1ccccc1,,R-H,0,Ar-H,R-Cl|R-H,,
431,c1ccccc1.CC(=O)Cl>>CC(=O)c1ccccc1,,Any-CO-R|R-H,0,Ar-H,Any-CO-R|Any-COCl|R-H,,
432,c1ccccc1>>O=[N+]([O-])c1ccccc1,,Ar-NO2,0,Ar-H,,,
433,c1ccccc1>>Brc1ccccc1,halogenation_aromatic,Ar-Br,1,Ar-H,,,
434,Brc1ccccc1.C=C>>C=CC1=CC=CC=C1,"heck,ring_closing_metathesis",Alkenyl-H|Ar-CHCH2,2,Ar-Br,Alkenyl-H,,
435,Brc1ccccc1.C#C>>C#Cc1ccccc1,,Any-H|Ar-Alkyne|Ar-CCH,0,Ar-Br,Any-H,,
436,Brc1ccccc1.O1CCNCC1>>c1ccc(N2CCOCC2)cc1,buchwald_hartwig,Any-OR|Ar-NR2|R-H,1,Ar-Br,Any-H|Any-NHR|Any-OR|R-H,,
437,Brc1ccccc1.c1ccc(B(O)O)cc1>>c1ccc(-c2ccccc2)cc1,suzuki_miyaura,Ar-Ar,1,Ar-Br,Any-H|Any-OH|Ar-B(OH)2,,
438,Brc1ccccc1.CC[Zn]Br>>CCc1ccccc1,,R-H,0,Ar-Br,R-H|R-Zn,,
439,Brc1ccccc1.CC[Mg]Br>>CCc1ccccc1,,R-H,0,Ar-Br,R-H|R-Mg,,
440,Brc1ccccc1.C=C[Sn](C)(C)C>>C=CC1=CC=CC=C1,"heck,stille,ring_closing_metathesis",Alkenyl-H|Ar-CHCH2,3,Ar-Br,Alkenyl-H|Alkenyl-Sn|R-H,,
441,Nc1ccccc1.c1ccc(B(O)O)cc1>>c1ccc(Nc2ccccc2)cc1,chan_lam_cn,Any-H|Ar-NHR,1,Any-H|Ar-NH2,Any-H|Any-OH|Ar-B(OH)2,,
442,Ic1ccccc1.Nc1ccccc1>>c1ccc(Nc2ccccc2)cc1,buchwald_hartwig,Any-H|Ar-NHR,1,Ar-I,Any-H|Ar-NH2,,
443,C1=CC=CC1.C1(=O)OC(=O)C=CC1=O>>O=C1OC(=O)C2C=CC1C2,ring_closing_metathesis,Alkenyl-H|Any-Ester|R-H,1,Alkenyl-Alkenyl|Alkenyl-H|R-H,Alkenyl-Ester|Alkenyl-H|Any-CO-R|Any-Ester,,
444,C=CCOCC=C>>C1=CCOCC1,ring_closing_metathesis,Alkenyl-H|Any-OR|R-H,1,Alkenyl-H|Any-CHCH2|Any-OR|R-CHCH2|R-H,,,
445,CCCCO>>CCCC=O,,Any-CO-R|R-H,0,Any-OR|R-H,,,
446,CC(=O)c1ccccc1>>CC(O)c1ccccc1,,Any-OR|R-H,0,Any-CO-R|R-H,,,
447,CCOC(=O)c1ccccc1>>OCCc1ccccc1,,Any-OR|R-H,0,Ar-Ester|R-H,,,
448,C=CC1=CC=CC=C1>>O=CC1=CC=CC=C1.C=O,ring_closing_metathesis,"Any-CO-R,Any-H",1,Alkenyl-H|Ar-CHCH2,,,
