name,abbreviation,cas,smiles,formula,type,density,mw,bp,mp,volatile,viscose,role_1,family_1,tag_1,role_2,family_2,tag_2,,
5-(Aminomethyl)-2-chloropyridine,,97004-04-1,NCc1ccc(Cl)nc1,C6H7ClN2,liquid,1.244,142.586,254.2,28,0,0,organic_compound,,,,,,,
7-Amino-4-methylcoumarin,,26093-31-2,Cc1cc(=O)oc2cc(N)ccc12,C10H9NO2,powder,1.275,175.184,378.3,223,0,0,organic_compound,,,,,,,
Tranexamic acid,,1197-18-8,NCC1CCC(C(=O)O)CC1,C8H15NO2,powder,1.096,157.2102,300.201,300,0,0,organic_compound,,,,,,,
"(R)-(+)-2-amino-3-methyl-1,1-diphenyl-1-butanol hydrochloride",,56755-20-5,CC(C)C(N)C(O)(c1ccccc1)c1ccccc1,C17H22ClNO,liquid,,291.816,,,0,0,organic_compound,,,,,,,
"6'-Amino-3',4'-(methylenedioxy)acetophenone",,28657-75-2,CC(=O)c1cc2c(cc1N)OCO2,C9H9NO3,powder,1.332,179.1727,369,168,0,0,organic_compound,,,,,,,
(R)-(+)-2-Aminomethyl-1-ethylpyrrolidine,,22795-97-7,CCN1CCCC1CN,C7H16N2,liquid,0.902,128.2153,161.901,,0,0,organic_compound,,,,,,,
2-(aminomethyl)-4-fluorophenylboronic acid hydrochloride,,850568-02-4,NCc1cc(F)ccc1B(O)O,C7H10BClFNO2,liquid,,205.422,,,0,0,organic_compound,,,,,,,
2-(Aminomethyl)-5-fluorobenzeneboronic acid hydrochloride,,850568-03-5,NCc1ccc(F)cc1B(O)O,C7H10BClFNO2,liquid,,205.422,359.4,,0,0,organic_compound,,,,,,,
"1,5-Dimethylhexylamine",,543-82-8,CC(C)CCCC(C)N,C8H19N,liquid,,129.2432,155,,0,0,organic_compound,,,,,,,
1-methyl-1H-imidazol-2-amine,,6646-51-1,Cn1ccnc1N,C4H7N3,liquid,1.224,97.1185,255.146,,0,0,organic_compound,,,,,,,
1-methylindazol-3-amine,,60301-20-4,Cn1nc(N)c2ccccc21,C8H9N3,powder,1.273,147.1772,321.614,85,0,0,organic_compound,,,,,,,
(1H-indol-2-ylmethyl)amine,,21109-25-1,NCc1cc2ccccc2[nH]1,C9H10N2,liquid,1.199,146.1891,335.6,,0,0,organic_compound,,,,,,,
"1,4-dimethylpentylamine",,28292-43-5,CC(C)CCC(C)N,C7H17N,liquid,,115.2166,134.6,,0,0,organic_compound,,,,,,,
(1H-indol-4-ylmethyl)amine,,3468-18-6,NCc1cccc2[nH]ccc12,C9H10N2,liquid,0.5,146.1891,335.6,,0,0,organic_compound,,,,,,,
5-Amino-2-methylindole,,7570-49-2,Cc1cc2cc(N)ccc2[nH]1,C9H10N2,powder,1.213,146.1891,357.3,153,0,0,organic_compound,,,,,,,
1H-indol-6-ylmethanamine,,3468-17-5,NCc1ccc2cc[nH]c2c1,C9H10N2,liquid,1.2,146.1891,335.599,,0,0,organic_compound,,,,,,,
5-Amino-3-methylisoxazole,,14678-02-5,Cc1cc(N)on1,C4H6N2O,liquid,1.167,98.1032,231.3,,0,0,organic_compound,,,,,,,
2-Amino-3-methyl-5-nitropyridine,,18344-51-9,Cc1cc([N+](=O)[O-])cnc1N,C6H7N3O2,powder,,153.1387,363.5,249,0,0,organic_compound,,,,,,,
2-Amino-4-methyl-3-nitropyridine,,6635-86-5,Cc1ccnc(N)c1[N+](=O)[O-],C6H7N3O2,powder,,153.1387,306.8,136,0,0,organic_compound,,,,,,,
2-Amino-4-methyl-5-nitropyridine,,21901-40-6,Cc1cc(N)ncc1[N+](=O)[O-],C6H7N3O2,powder,,153.1387,351.9,220,0,0,organic_compound,,,,,,,
3-methyloxetan-3-amine,,874473-14-0,CC1(N)COC1,C4H9NO,liquid,,87.1204,,,0,0,organic_compound,,,,,,,
(S)-(-)-alpha-Allylalanine,,96886-55-4,C=CCC(C)(N)C(=O)O,C6H11NO2,liquid,1.067,129.157,226.2,,0,0,organic_compound,,,,,,,
2-Amino-p-cresol,,95-84-1,Cc1ccc(O)c(N)c1,C7H9NO,powder,,123.1525,,134,0,0,organic_compound,,,,,,,
6-Amino-m-cresol,,2835-98-5,Cc1ccc(N)c(O)c1,C7H9NO,powder,,123.1525,,156,0,0,organic_compound,,,,,,,
4-Amino-3-methylphenol,,2835-99-6,Cc1cc(O)ccc1N,C7H9NO,powder,0.955,123.1525,168,176,0,0,organic_compound,,,,,,,
"benzoic acid, 2-amino-5-(2-methylphenoxy)-",,885268-00-8,Cc1ccccc1Oc1ccc(N)c(C(=O)O)c1,C14H13NO3,liquid,,243.2579,,,0,0,organic_compound,,,,,,,
(3S)-3-amino-3-(2-methylphenyl)propanoic acid,,736131-48-9,Cc1ccccc1C(N)CC(=O)O,C10H13NO2,liquid,1.163,179.2157,326.3,,0,0,organic_compound,,,,,,,
1-Amino-2-naphthol Hydrochloride,,1198-27-2,Nc1c(O)ccc2ccccc12,C10H10ClNO,powder,,195.646,336.8,250,0,0,organic_compound,,,,,,,
4-Amino-1-naphthol hydrochloride,,5959-56-8,Nc1ccc(O)c2ccccc12,C10H10ClNO,powder,,195.646,386.8,273,0,0,organic_compound,,,,,,,
4-Naphthalen-1-Yl-Thiazol-2-Ylamine,,56503-96-9,Nc1nc(-c2cccc3ccccc23)cs1,C13H10N2S,powder,1.301,226.297,428.4,158,0,0,organic_compound,,,,,,,
4-Naphthalen-2-Yl-Thiazol-2-Ylamine,,21331-43-1,Nc1nc(-c2ccc3ccccc3c2)cs1,C13H10N2S,powder,1.301,226.297,443.9,153,0,0,organic_compound,,,,,,,
6-amino-N-hydroxypyridine-3-carboximidamide,,468068-28-2,NC(=NO)c1ccc(N)nc1,C6H8N4O,liquid,1.51,152.1539,426.036,,0,0,organic_compound,,,,,,,
2-Aminonicotinic acid,,5345-47-1,Nc1ncccc1C(=O)O,C6H6N2O2,powder,1.417,138.124,342.311,295,0,0,organic_compound,,,,,,,
4-Aminonicotinic acid,,7418-65-7,Nc1ccncc1C(=O)O,C6H6N2O2,powder,1.417,138.124,395.834,307,0,0,organic_compound,,,,,,,
6-Aminonicotinamide,,329-89-5,NC(=O)c1ccc(N)nc1,C6H7N3O,powder,1.323,137.1393,381.6,245,0,0,organic_compound,,,,,,,
6-Aminonicotinic acid,,3167-49-5,Nc1ccc(C(=O)O)cn1,C6H6N2O2,powder,1.417,138.124,373.6,300,0,0,organic_compound,,,,,,,
2-amino-1-(3-nitrophenyl)ethanone hydrochloride,,36765-84-1,NCC(=O)c1cccc([N+](=O)[O-])c1,C8H9ClN2O3,liquid,,216.622,299.1,,0,0,organic_compound,,,,,,,
4-amino-3-nitrobenzamide,,41263-65-4,NC(=O)c1ccc(N)c([N+](=O)[O-])c1,C7H7N3O3,liquid,,181.1488,,,0,0,organic_compound,,,,,,,
3-amino-5-nitrophenylboronic acid hydrochloride,,389621-79-8,Nc1cc(B(O)O)cc([N+](=O)[O-])c1,C6H8BClN2O4,powder,,218.403,484.1,136,0,0,organic_compound,,,,,,,
"3-nitro-5-(tetramethyl-1,3,2-dioxaborolan-2-yl)aniline",,871329-51-0,CC1(C)OB(c2cc(N)cc([N+](=O)[O-])c2)OC1(C)C,C12H17BN2O4,liquid,1.2,264.085,428.5,,0,0,organic_compound,,,,,,,
2-Amino-3-nitrobenzoic acid,,606-18-8,Nc1c(C(=O)O)cccc1[N+](=O)[O-],C7H6N2O4,powder,,182.1335,390.4,207,0,0,organic_compound,,,,,,,
3-Amino-5-nitrobenzoic acid,,618-84-8,Nc1cc(C(=O)O)cc([N+](=O)[O-])c1,C7H6N2O4,liquid,,182.1335,453.7,,0,0,organic_compound,,,,,,,
5-Amino-2-nitrobenzoic Acid,,13280-60-9,Nc1ccc([N+](=O)[O-])c(C(=O)O)c1,C7H6N2O4,powder,,182.1335,481.3,234,0,0,organic_compound,,,,,,,
2-Amino-5-nitrobenzonitrile,,17420-30-3,N#Cc1cc([N+](=O)[O-])ccc1N,C7H5N3O2,powder,,163.1335,,207,0,0,organic_compound,,,,,,,
4-Amino-3-nitrobenzoic Acid,,1588-83-6,Nc1ccc(C(=O)O)cc1[N+](=O)[O-],C7H6N2O4,powder,,182.1335,417.8,290,0,0,organic_compound,,,,,,,
4-Amino-3-nitrobenzonitrile,,6393-40-4,N#Cc1ccc(N)c([N+](=O)[O-])c1,C7H5N3O2,powder,1.41,163.1335,349.8,159,0,0,organic_compound,,,,,,,
4-Amino-3-nitrobenzophenone,,31431-19-3,Nc1ccc(C(=O)c2ccccc2)cc1[N+](=O)[O-],C13H10N2O3,powder,1.333,242.2301,449.7,140,0,0,organic_compound,,,,,,,
2-amino-5-nitrobenzophenone,,1775-95-7,Nc1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,C13H10N2O3,powder,1.333,242.2301,478.1,159,0,0,organic_compound,,,,,,,
2-Amino-3-nitrophenol,,603-85-0,Nc1c(O)cccc1[N+](=O)[O-],C6H6N2O3,powder,,154.1234,,212,0,0,organic_compound,,,,,,,
2-Amino-6-nitrobenzothiazole,,6285-57-0,Nc1nc2ccc([N+](=O)[O-])cc2s1,C7H5N3O2S,powder,1.621,195.199,411.7,247,0,0,organic_compound,,,,,,,
2-Amino-4-nitrophenol,,99-57-0,Nc1cc([N+](=O)[O-])ccc1O,C6H6N2O3,powder,1.511,154.1234,368.1,143,0,0,organic_compound,,,,,,,
2-Amino-5-nitrophenol,,121-88-0,Nc1ccc([N+](=O)[O-])cc1O,C6H6N2O3,powder,1.511,154.1234,364,198,0,0,organic_compound,,,,,,,
4-Amino-2-nitrophenol,,119-34-6,Nc1ccc(O)c([N+](=O)[O-])c1,C6H6N2O3,powder,1.511,154.1234,334.5,124,0,0,organic_compound,,,,,,,
3-(2-Nitrophenyl)-DL-?-alanine,,5678-48-8,NC(CC(=O)O)c1ccccc1[N+](=O)[O-],C9H10N2O4,powder,1.404,210.1867,423.8,218,0,0,organic_compound,,,,,,,
(S)-3-amino-3-(3-nitrophenyl)propionic acid,,734529-57-8,NC(CC(=O)O)c1cccc([N+](=O)[O-])c1,C9H10N2O4,liquid,1.404,210.1867,384.5,,0,0,organic_compound,,,,,,,
2-Amino-3-nitropyridine,,4214-75-9,Nc1ncccc1[N+](=O)[O-],C5H5N3O2,powder,,139.1121,299.1,164,0,0,organic_compound,,,,,,,
5-Nitropyridin-2-amine,,4214-76-0,Nc1ccc([N+](=O)[O-])cn1,C5H5N3O2,powder,,139.1121,351.3,186,0,0,organic_compound,,,,,,,
4-Amino-3-nitrophenol,,610-81-1,Nc1ccc(O)cc1[N+](=O)[O-],C6H6N2O3,powder,1.511,154.1234,374.4,150,0,0,organic_compound,,,,,,,
4-Amino-3-nitropyridine,,1681-37-4,Nc1ccncc1[N+](=O)[O-],C5H5N3O2,powder,,139.1121,350.4,195,0,0,organic_compound,,,,,,,
3-Amino-2-nitropyridine,,13269-19-7,Nc1cccnc1[N+](=O)[O-],C5H5N3O2,liquid,1.437,139.1121,382.3,,0,0,organic_compound,,,,,,,
2-Amino-5-nitropyrimidine,,3073-77-6,Nc1ncc([N+](=O)[O-])cn1,C4H4N4O2,powder,1.556,140.1002,402.4,234,0,0,organic_compound,,,,,,,
5-Amino-6-nitroquinoline,,35975-00-9,Nc1c([N+](=O)[O-])ccc2ncccc12,C9H7N3O2,powder,1.445,189.1708,409.4,272,0,0,organic_compound,,,,,,,
5-amino-2-[2-(4-nitro-2-sulfophenyl)ethenyl]benzenesulfonic acid,,119-72-2,Nc1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,C14H12N2O8S2,liquid,,400.384,,,0,0,organic_compound,,,,,,,
2-amino-5-nitrobenzenecarbothioamide,,25026-97-5,NC(=S)c1cc([N+](=O)[O-])ccc1N,C7H7N3O2S,liquid,1.515,197.214,442.1,,0,0,organic_compound,,,,,,,
(R)-2-Aminononane,,74069-74-2,CCCCCCCC(C)N,C9H21N,liquid,0.79,143.2697,191,,0,0,organic_compound,,,,,,,
(R)-2-Aminooctane,,34566-05-7,CCCCCCC(C)N,C8H19N,liquid,0.784,129.2432,164,,0,0,organic_compound,,,,,,,
2-Amino-5-nitrothiazole,,121-66-4,Nc1ncc([N+](=O)[O-])s1,C3H3N3O2S,powder,,145.14,,196,0,0,organic_compound,,,,,,,
8-Aminooctanoic acid,,1002-57-9,NCCCCCCCC(=O)O,C8H17NO2,powder,1.002,159.2261,286,194,0,0,organic_compound,,,,,,,
2-Aminoxazole,,4570-45-0,Nc1ncco1,C3H4N2O,liquid,1.241,84.0767,186.679,,0,0,organic_compound,,,,,,,
"3-amino-1,3-oxazolidin-2-one hydrochloride",,5567-67-9,NN1CCOC1=O,C3H7ClN2O2,liquid,,138.553,,,0,0,organic_compound,,,,,,,
oxetan-3-amine,,21635-88-1,NC1COC1,C3H7NO,liquid,1.05,73.0938,98.789,,0,0,organic_compound,,,,,,,
1-Amino-4-oxocyclohexanecarboxylic acid ethyleneketal,,54621-18-0,NC1(C(=O)O)CCC2(CC1)OCCO2,C9H15NO4,liquid,1.32,201.2197,372.1,,0,0,organic_compound,,,,,,,
"hydroxylamine, O-[11-(triethoxysilyl)undecyl]-",,870482-11-4,CCO[Si](CCCCCCCCCCCON)(OCC)OCC,C17H39NO4Si,liquid,,349.5814,,,0,0,organic_compound,,,,,,,
3-aminooxetane-3-carboxylic acid,,138650-24-5,NC1(C(=O)O)COC1,C4H7NO3,liquid,1.458,117.1033,282.4,,0,0,organic_compound,,,,,,,
"hydroxylamine, O-[11-(trimethoxysilyl)undecyl]-",,870482-12-5,CO[Si](CCCCCCCCCCCON)(OC)OC,C14H33NO4Si,liquid,,307.5016,,,0,0,organic_compound,,,,,,,
6-aminopenicillanic acid,,551-16-6,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,C8H12N2O3S,powder,1.52,216.257,460.2,197,0,0,organic_compound,,,,,,,
3-Aminopentane,,616-24-0,CCC(N)CC,C5H13N,liquid,0.748,87.1634,92.1,,0,0,organic_compound,,,,,,,
5-Aminopentan-1-ol,,2508-29-4,NCCCCCO,C5H13NO,powder,0.987,103.1628,222.4,33,0,0,organic_compound,,,,,,,
Luminol,,521-31-3,Nc1cccc2c(=O)[nH][nH]c(=O)c12,C8H7N3O2,powder,,177.1601,,319,0,0,organic_compound,,,,,,,
3-Aminophthalic acid hydrochloride,,6946-22-1,Nc1cccc(C(=O)O)c1C(=O)O,C8H8ClNO4,liquid,,217.606,436.4,,0,0,organic_compound,,,,,,,
4-Aminophthalic Acid,,5434-21-9,Nc1ccc(C(=O)O)c(C(=O)O)c1,C8H7NO4,powder,,181.1455,465.1,344,0,0,organic_compound,,,,,,,
6-AMINOPHTHALIDE,,57319-65-0,Nc1ccc2c(c1)C(=O)OC2,C8H7NO2,powder,1.376,149.1467,420.2,182,0,0,organic_compound,,,,,,,
N-Aminophthalimide,,1875-48-5,NN1C(=O)c2ccccc2C1=O,C8H6N2O2,powder,1.472,162.1454,348.6,200,0,0,organic_compound,,,,,,,
4-Aminophthalimide,,3676-85-5,Nc1ccc2c(c1)C(=O)NC2=O,C8H6N2O2,powder,1.476,162.1454,,290,0,0,organic_compound,,,,,,,
4-Aminopiperidine,,13035-19-3,NC1CCNCC1,C5H12N2,liquid,0.91,100.1622,158.9,,0,0,organic_compound,,,,,,,
3-Aminopiperidine dihydrochloride,,138060-07-8,NC1CCCNC1,C5H14Cl2N2,powder,,173.084,241.9,230,0,0,organic_compound,,,,,,,
4-Aminophthalonitrile,,56765-79-8,N#Cc1ccc(N)cc1C#N,C8H5N3,powder,1.26,143.1454,414.8,177,0,0,organic_compound,,,,,,,
"2-Amino-1,3-propanediol",,534-03-2,NC(CO)CO,C3H9NO2,powder,1.181,91.1091,266.7,52,0,0,organic_compound,,,,,,,
"(+/-)-3-Amino-1,2-propanediol",,616-30-8,NCC(O)CO,C3H9NO2,liquid,1.175,91.1091,266.7,,0,0,organic_compound,,,,,,,
3-Amino-1-propanesulfonic acid,,3687-18-1,NCCCS(=O)(=O)O,C3H9NO3S,powder,,139.173,,270,0,0,organic_compound,,,,,,,
DL-1-amino-2-propanol,,78-96-6,CC(O)CN,C3H9NO,liquid,1.075,75.1097,291.688,-2,0,1,organic_compound,,,,,,,
DL-Alaninol,,6168-72-5,CC(N)CO,C3H9NO,liquid,0.943,75.1097,174.5,8,0,0,organic_compound,,,,,,,
3-Aminopropionitrile,,151-18-8,N#CCCN,C3H6N2,liquid,0.933,70.0931,186.3,,0,0,organic_compound,,,,,,,
3-aminopropionitrile fumarate,,2079-89-2,N#CCCN.N#CCCN,C10H16N4O4,liquid,,256.2584,355.5,,0,0,organic_compound,,,,,,,
4-(2-aminopropan-2-yl)aniline,,878196-82-8,CC(C)(N)c1ccc(N)cc1,C9H14N2,liquid,,150.2209,,,0,0,organic_compound,,,,,,,
N-(3-Aminopropyl)cyclohexylamine,,3312-60-5,NCCCNC1CCCCC1,C9H20N2,liquid,0.91,156.2685,238.7,,0,0,organic_compound,,,,,,,
2-(2-aminopropan-2-yl)aniline,,229326-17-4,CC(C)(N)c1ccccc1N,C9H14N2,liquid,,150.2209,,,0,0,organic_compound,,,,,,,
3-Aminopropylmethyldiethoxysilane,,3179-76-8,CCO[Si](C)(CCCN)OCC,C8H21NO2Si,liquid,0.899,191.3433,214,,0,0,organic_compound,,,,,,,
N-(3-Aminopropyl)imidazole,,5036-48-6,NCCCn1ccnc1,C6H11N3,liquid,1.062,125.1716,287.6,-68,0,0,organic_compound,,,,,,,
5-propyl-1H-pyrazol-3-amine,,126748-58-1,CCCc1cc(N)[nH]n1,C6H11N3,powder,1.112,125.1716,316.818,37,0,0,organic_compound,,,,,,,
N-(3-Aminopropyl)pyrrolidine,,23159-07-1,NCCCN1CCCC1,C7H16N2,liquid,,128.2153,194.2,,0,0,organic_compound,,,,,,,
2-amino-5-propylsulphonylbenzimidazole,,80983-34-2,CCCS(=O)(=O)c1ccc2[nH]c(N)nc2c1,C10H13N3O2S,liquid,1.389,239.294,549.3,,0,0,organic_compound,,,,,,,
(3-Aminopropyl) trimethoxysilane,,13822-56-5,CO[Si](CCCN)(OC)OC,C6H17NO3Si,powder,0.962,179.2896,147.978,194,0,0,organic_compound,,,,,,,
pyrazin-2-amine,,5049-61-6,Nc1cnccn1,C4H5N3,powder,1.217,95.1026,250.905,117,0,0,organic_compound,,,,,,,
1H-Tetrazol-5-amine hydrate,,15454-54-3,Nc1nn[nH]n1,CH5N5O,liquid,,103.0833,488.8,,0,0,organic_compound,,,,,,,
"2-Amino-1,3,4-thiadiazole",,4005-51-0,Nc1nncs1,C2H3N3S,powder,,101.13,,187,0,0,organic_compound,,,,,,,
2-Aminothiazole,,96-50-4,Nc1nccs1,C3H4N2S,powder,17715,100.142,117,86,0,0,organic_compound,,,,,,,
2-Amino-4-thiazoleacetic acid,,29676-71-9,Nc1nc(CC(=O)O)cs1,C5H6N2O2S,powder,,158.178,399,117.5,0,0,organic_compound,,,,,,,
2-Aminothiazole-5-carbonitrile,,51640-52-9,N#Cc1cnc(N)s1,C4H3N3S,liquid,1.452,125.152,330.419,,0,0,organic_compound,,,,,,,
2-Amino-5-formylthiazole,,1003-61-8,Nc1ncc(C=O)s1,C4H4N2OS,powder,1.488,128.152,316.3,122,0,0,organic_compound,,,,,,,
2-Amino-2-thiazoline,,1779-81-3,N=C1NCCS1,C3H6N2S,powder,,102.158,221.8,79,0,0,organic_compound,,,,,,,
"Trifluoroacetic acid, ammonium salt",,3336-58-1,[NH4+].FC(F)(F)C(=O)[O-],C2H4F3NO2,powder,,131.0539,,123,0,0,organic_compound,,,,,,,
L-Arabitol,,7643-75-6,OCC(O)C(O)C(O)CO,C5H12O5,liquid,1.525,152.1458,494.5,,0,0,organic_compound,,,,,,,
Arachidic acid,,506-30-9,CCCCCCCCCCCCCCCCCCCC(=O)O,C20H40O2,powder,0.884,312.5304,376.4,74,0,0,organic_compound,,,,,,,
Arecaidine hydrochloride,,6018-28-6,CN1CCC=C(C(=O)O)C1,C7H12ClNO2,liquid,,177.629,266.7,,0,0,organic_compound,,,,,,,
arbutin,,497-76-7,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,C12H16O7,powder,1.556,272.2512,561.6,198,0,0,organic_compound,,,,,,,
DL-Arginine,,7200-25-1,N=C(N)NCCCC(N)C(=O)O,C6H14N4O2,powder,,174.201,,228,0,0,organic_compound,,,,,,,
H-Arg-Oet dihydrochloride,,36589-29-4,CCOC(=O)C(N)CCCN=C(N)N,C8H20Cl2N4O2,liquid,1.26,275.176,343.3,,0,0,organic_compound,,,,,,,
L-Arginine methyl ester dihydrochloride,,26340-89-6,COC(=O)C(N)CCCN=C(N)N,C7H18Cl2N4O2,powder,,261.149,329.9,190,0,0,organic_compound,,,,,,,
Arsanilic Acid,,98-50-0,Nc1ccc([As](=O)(O)O)cc1,C6H8AsNO3,powder,,217.0542,528.5,230,0,0,organic_compound,,,,,,,
"disodium 3,6-bis[2-(2-arsonophenyl)diazen-1-yl]-4,5-dihydroxynaphthalene-2,7-disulfonate",,62337-00-2,O=S(=O)(O)c1cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3[As](=O)(O)O)c(O)c2c(O)c1N=Nc1ccccc1[As](=O)(O)O,C22H16As2N4Na2O14S2,liquid,,820.334,,320,0,0,organic_compound,,,,,,,
Azocarmine G,,25641-18-3,O=S(=O)([O-])c1ccc2c(c1)c(Nc1ccc(S(=O)(=O)O)cc1)cc1c2nc2ccccc2[n+]1-c1ccccc1,C28H18N3NaO6S2,liquid,,579.579,,,0,0,organic_compound,,,,,,,
"4-Hydroxy-5-((2-hydroxybenzylidene)amino)naphthalene-2,7-disulfonic acid",,32266-60-7,O=S(=O)(O)c1cc(O)c2c(N=Cc3ccccc3O)cc(S(=O)(=O)O)cc2c1,C17H13NO8S2,liquid,,423.417,,,0,0,organic_compound,,,,,,,
azoxybenzene,,495-48-7,[O-][N+](=Nc1ccccc1)c1ccccc1,C12H10N2O,powder,,198.2206,,32,0,0,organic_compound,,,,,,,
"1,1'-(Azodicarbonyl)dipiperidine",,10465-81-3,O=C(N=NC(=O)N1CCCCC1)N1CCCCC1,C12H20N4O2,powder,1.29,252.3128,366.4,134,0,0,organic_compound,,,,,,,
Azulene,,275-51-4,c1ccc2cccc-2cc1,C10H8,powder,1.037,128.1705,220.7,99,0,0,organic_compound,,,,,,,
Azure B,,531-55-5,CNc1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,C15H16ClN3S,powder,,305.826,,205,0,0,organic_compound,,,,,,,
Azure II,,37247-10-2,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.CNc1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,C31H34Cl2N6S2,liquid,,625.678,,,0,0,organic_compound,,,,,,,
3-amino-7-dimethylaminophenothiazin-5-ium chloride,,531-53-3,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1,C14H14ClN3S,powder,,291.799,,290,0,0,organic_compound,,,,,,,
"1,2-Bis(2-aminophenoxy)-ethane-N,N,N'N'-tetraacetic acid",,85233-19-8,O=C(O)CN(CC(=O)O)c1ccccc1OCCOc1ccccc1N(CC(=O)O)CC(=O)O,C22H24N2O10,powder,,476.4334,766.6,177,0,0,organic_compound,,,,,,,
BAPTA tetraethyl ester,,73630-07-6,CCOC(=O)CN(CC(=O)OCC)c1ccccc1OCCOc1ccccc1N(CC(=O)OCC)CC(=O)OCC,C30H40N2O10,powder,1.21,588.646,657.4,98,0,0,organic_compound,,,,,,,
barbituric acid,,67-52-7,O=c1cc(O)[nH]c(=O)[nH]1,C4H4N2O3,powder,1.605,128.0862,603.6,248,0,0,organic_compound,,,,,,,
barium tetracyanoplatinate(II) tetrahydrate,,13755-32-3,[Ba+2].[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Pt+2],C4BaN4Pt,liquid,,436.481,,,0,0,metal_catalyst,,,,,,,
Barium thiocyanate trihydrate,,68016-36-4,N#C[S-].N#C[S-].[Ba+2],C2H6BaN2O3S2,liquid,2.2,307.538,,,0,0,organic_compound,,,,,,,
Benzo[c]cinnoline,,230-17-1,c1ccc2c(c1)nnc1ccccc12,C12H8N2,powder,1.25,180.2053,361.2,156,0,0,organic_compound,,,,,,,
Benzo[c]cinnoline N-oxide,,6141-98-6,[O-][n+]1nc2ccccc2c2ccccc21,C12H8N2O,powder,1.28,196.2047,409.3,139,0,0,organic_compound,,,,,,,
Benzo-15-crown-5,,14098-44-3,c1ccc2c(c1)OCCOCCOCCOCCO2,C14H20O5,powder,1.068,268.3056,399.2,79,0,0,organic_compound,,,,,,,
"1,4-Benzodioxan-6-amine",,22013-33-8,Nc1ccc2c(c1)OCCO2,C8H9NO2,liquid,1.253,151.1626,293.7,29,0,0,organic_compound,,,,,,,
"1,4-Benzodioxan",,493-09-4,c1ccc2c(c1)OCCO2,C8H8O2,liquid,1.15,136.1479,248.138,,0,0,organic_compound,,,,,,,
"1,4-Benzodioxane-6-boronic acid",,164014-95-3,OB(O)c1ccc2c(c1)OCCO2,C8H9BO4,powder,1.35,179.966,361,187,0,0,organic_compound,,,,,,,
"3,4-Ethylenedioxybenzaldehyde",,29668-44-8,O=Cc1ccc2c(c1)OCCO2,C9H8O3,powder,1.262,164.158,324.9,50,0,0,organic_compound,,,,,,,
Benzo-18-crown-6,,14098-24-9,c1ccc2c(c1)OCCOCCOCCOCCOCCO2,C16H24O6,powder,1.057,312.3582,451.8,40,0,0,organic_compound,,,,,,,
"2,3-Dihydro-benzo[1,4]dioxine-6-sulfonyl chloride",,63758-12-3,O=S(=O)(Cl)c1ccc2c(c1)OCCO2,C8H7ClO4S,powder,1.513,234.657,344.2,67,0,0,organic_compound,,,,,,,
"1,4-Benzodioxan-2-carboxylic acid",,3663-80-7,O=C(O)C1COc2ccccc2O1,C9H8O4,powder,,180.1574,347.2,125,0,0,organic_compound,,,,,,,
"2,3-dihydro-1,4-benzodioxine-2-carbothioamide",,147031-85-4,NC(=S)C1COc2ccccc2O1,C9H9NO2S,powder,1.349,195.238,338.7,180,0,0,organic_compound,,,,,,,
"Benzo[1,3]dioxole-5-sulfonyl chloride",,115010-10-1,O=S(=O)(Cl)c1ccc2c(c1)OCO2,C7H5ClO4S,powder,1.607,220.63,326.5,46,0,0,organic_compound,,,,,,,
"2-(2H-1,3-benzodioxol-5-yl)piperazine",,65709-24-2,c1cc2c(cc1C1CNCCN1)OCO2,C11H14N2O2,liquid,1.186,206.2411,348.3,,0,0,organic_compound,,,,,,,
3-Benzo[b]furylacetonitrile,,52407-43-9,N#CCc1coc2ccccc12,C10H7NO,powder,1.185,157.1687,291.4,38,0,0,organic_compound,,,,,,,
Benzofuran-2-boronic acid,,98437-24-2,OB(O)c1cc2ccccc2o1,C8H7BO3,powder,1.31,161.95,340.4,114,0,0,organic_compound,,,,,,,
Benzofuran-2-carboxaldehyde,,4265-16-1,O=Cc1cc2ccccc2o1,C9H6O2,liquid,1.238,146.1427,251.5,,0,0,organic_compound,,,,,,,
"3H-1,2-Benzodithiol-3-one 1,1-Dioxide",,66304-01-6,O=C1SS(=O)(=O)c2ccccc21,C7H4O3S2,powder,1.653,200.235,414.6,97,0,0,organic_compound,,,,,,,
Benzofuran-2-carboxylic acid,,496-41-3,O=C(O)c1cc2ccccc2o1,C9H6O3,powder,1.364,162.1421,313.379,195,0,0,organic_compound,,,,,,,
5-(dihydroxyboranyl)-1-benzofuran-2-ylboronic acid,,913835-69-5,OB(O)c1ccc2oc(B(O)O)cc2c1,C8H8B2O5,powder,1.46,205.768,505.2,293,0,0,organic_compound,,,,,,,
Benzofurazan,,273-09-6,c1ccc2nonc2c1,C6H4N2O,liquid,1.294,120.1088,186,,0,0,organic_compound,,,,,,,
