reaction_type,reaction_category,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive
Cn_Coupling,C-N Coupling,0.73,0,Ar-Br,R2CH-NHR,,No Ligand,KOH,"MeCN, water",
Cn_Coupling,C-N Coupling,3.82,-0.86,R-NHR,Ar-Cl,AlPhosPd G6 Br,AlPhos,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,0,-0.52,Ar-I,R-NHR,AlPhosPd G6 Br,AlPhos,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,0,-0.41,Ar-Br,AromN-H,BippyPhos Pd(allyl)OTf,BippyPhos,K2CO3,tAmOH,
Cn_Coupling,C-N Coupling,13.25,-0.12,R-NH2,Ar-Br,AlphosPd)2cod,AlPhos,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,0,-1.06,Ar-Cl,R-NHR,AlphosPd)2cod,AlPhos,NaOtBu,PhMe,
Cn_Coupling,C-N Coupling,0,-0.78,Ar-Cl,AromN-H,AlPhosPd G6 Br,AlPhos,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,26.17,2.01,Ar-NH2,Ar-I,AlPhosPd G6 Br,AlPhos,K3PO4,"MeCN, water",
Cyclization,,0,-0.49,R-CO2H,R-CO2H,,No Ligand,DIPEA,DCM,PyBrOP
Cn_Coupling,C-N Coupling,0,-0.47,Ar-NH2,Ar-Cl,AlPhosPd G6 Br,AlPhos,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,0.34,-0.44,Ar-NH2,Ar-Cl,(R)-BINAP Pd(allyl)Cl,BINAP,KHMDS,PhMe,
Amide_Formation,,17.27,-0.55,R2CH-NH2,R-CO2H,,No Ligand,DIPEA,DMI,EDC
Amide_Formation,,0,-1.41,R2CH-NH2,R-CO2H,,No Ligand,K3PO4,water,"HOPS, DIC"
Amide_Formation,,54.36,1.29,R2CH-NH2,R-CO2H,,No Ligand,K3PO4,water,"HOSu, DIC"
Cn_Coupling,C-N Coupling,6.53,-0.37,R-NH2,Ar-Br,CuI,trans-Hyp,K3PO4,"tAmOH, water",
Cn_Coupling,C-N Coupling,1.94,-0.43,Ar-Cl,R2CH-NH2,cBridP Pd(allyl)Cl,cBridP,K3PO4,"tAmOH, water",water
Cn_Coupling,C-N Coupling,0,-0.59,Ar-Cl,R2CH-NH2,bridged tBuPhosphinito PdCl2,tBuPhosphinito,K3PO4,"MeOH, water",water
Cn_Coupling,C-N Coupling,71.29,1.98,Ar-Cl,Ar-NH2,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOtPent,THF,
Cn_Coupling,C-N Coupling,50.26,1.13,Ar-Cl,Ar-NH2,Pd(OAc)2,"cBRIDP, Missing",KOAc,THF,
Cn_Coupling,C-N Coupling,89.63,1.3,Ar-NHR,Ar-Cl,(R)-BINAP Pd(allyl)Cl,BINAP,KOH,"PhMe, water",
Cn_Coupling,C-N Coupling,24.86,-0.77,Ar-Cl,Ar-NHR,(R)-BINAP Pd(allyl)Cl,BINAP,KOH,"DMAc, water",
Cn_Coupling,C-N Coupling,65.95,1.63,Ar-Cl,R2CH-NHR,GPhos Pd G6 TES,GPhos,Cs2CO3,MeTHF,
Cn_Coupling,C-N Coupling,1.36,-0.64,Ar-Cl,Ar-NH2,GPhos Pd G6 TES,GPhos,NaOtBu,PhMe,
Cn_Coupling,C-N Coupling,9.5,0.09,Ar-Cl,Ar-NH2,bridged tBuPhosphinito PdCl2,tBuPhosphinito,KOH,"tAmOH, water",
Cn_Coupling,C-N Coupling,52.51,1.99,R2CH-NH2,Ar-Cl,XantPhos Pd(allyl)Cl,XantPhos,KHMDS,PhMe,
Oxidation,,3.15,-1.03,R-H-acidic,alkyl-h-acidic,,No Ligand,,chlorobenzene,
Oxidation,,15,-0.65,R-H-acidic,alkyl-h-acidic,,No Ligand,K3PO4,"MeCN, water","Sodium octanoate, water"
C_H_Activation,C-H Activation,29.62,2.27,R-H,R-H,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,"Ag2CO3, K2CO3",o-Xylene,
Cyclization,,7.95,-0.77,R-NHR,R-NHR,,No Ligand,Tris(hydroxymethyl)aminomethane,TFE,ZnBr2
Cyclization,,35.8,0.26,R-NHR,R-NHR,,No Ligand,CsF,TFE,ZnCl2
Cn_Coupling,C-N Coupling,8.83,0.2,Ar-I,R-NHR,CuI,"4,7-(MeO)2-Phen",K3PO4,DMSO,
Cn_Coupling,C-N Coupling,81.51,1.85,Ar-NH2,Ar-Cl,AlphosPd)2cod,AlPhos,KOH,"tAmOH, water",
Cn_Coupling,C-N Coupling,0.1,-0.66,Ar-NH2,Ar-Cl,QPhos Pd(crotyl)Cl,QPhos,TMSOK,PhMe,
Suzuki_Miyaura,,28.83,-0.54,Ar-B(OR)2,Ar-Br,P(Cy)3 Pd(crotyl)Cl,P(Cy)3,Na2CO3,"PhMe, water",MeOH
Suzuki_Miyaura,,5.22,0.75,Ar-Cl,Ar-B(OR)2,AmPhos Pd(crotyl)Cl,AmPhos,NaHCO3,"Dioxane, water",
Suzuki_Miyaura,,0,-0.42,Ar-Cl,Ar-B(OR)2,SPhos Pd(tBuInd)Cl,SPhos,Cs2CO3,EtOH,
Cn_Coupling,C-N Coupling,53.58,0.57,Ar-Br,R2CH-NH2,CuI,BPMPO,DBU,tAmOH,
Miyaura_Borylation,,0.88,-0.39,Ar-Br,Ar-Br,XPhos Pd(crotyl)Cl,XPhos,Potassium 2-ethylhexanoate,"MEK, water",
Suzuki_Miyaura,,6.6,-0.83,Ar-Br,Ar-B(OH)2,meCgPPh Pd G3,meCgPPh,K3PO4,"Dioxane, water",
Cn_Coupling,C-N Coupling,0,-0.49,Ar-Br,R-NHR,CuI,BTMO,K3PO4,"tAmOH, water",
Alkylation,,27.5,-0.36,R-CONHR,R-Br,,No Ligand,K3PO4,Dioxane,TBAI
Cn_Coupling,C-N Coupling,56.56,3.72,R-SO2NHR,Ar-Br,CuI,Salicylaldoxime,K3PO4,"DMSO, water",
Cn_Coupling,C-N Coupling,37.62,1.78,Ar-Cl,Ar-NH2,GPhos Pd G6 Br,GPhos,LiHMDS,MeTHF,
Suzuki_Miyaura,,7.69,0.61,Ar-Cl,Ar-B(OH)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,"PhMe, water",MeOH
Cn_Coupling,C-N Coupling,1.78,-0.28,Ar-Br,R-NH2,(R)-BINAP Pd(allyl)Cl,BINAP,K3PO4,"Dioxane, water",
Negishi_In_Situ,,9.76,-1.15,Ar-Br,Ar-Br,XPhos Pd G4,XPhos,TMEDA,MeCN,"TBAB, TPGS-750M"
Sandmeyer,,0,-0.19,Ar-NH2,Ar-NH2,Cu(OTf)2,No Ligand,,Dioxane,"18-crown-6, amyl nitrite"
Suzuki_Miyaura,,51.3,0.37,Ar-Cl,Ar-B(OR)2,AmPhos Pd(crotyl)Cl,AmPhos,K2HPO4,CPME,water
Suzuki_Miyaura,,2.05,-1.46,Ar-Cl,Ar-B(OR)2,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,DIPEA,MeTHF,
Suzuki_Miyaura,,5.82,-1.32,Ar-Cl,Ar-B(OR)2,P(oTol)3 Pd(crotyl)Cl,P(oTol)3,K2CO3,"TBME, water",
Suzuki_Miyaura,,10.7,-1.14,Ar-Cl,Ar-B(OR)2,P(oTol)3 Pd(crotyl)Cl,P(oTol)3,K3PO4,"PhMe, water",LiCl
Suzuki_Miyaura,,21.83,-0.73,Ar-Cl,Ar-B(OR)2,PEPPSI-IPENT,IPENT,KOH,"CPME, water",LiCl
Amide_Formation,,6.27,-0.78,Ar-NH2,R-CO2H,,No Ligand,DIPEA,DCM,PyBrOP
Snar,,20.77,-1,R-NH2,Ar-F,,No Ligand,KOtBu,DMSO,
Arylation_Acidic_C_H,,0,-0.87,R-H-acidic,Ar-Br,Me4tBuXPhos Pd G3,Me4tBuXPhos,Li2CO3,iPrOH,
Arylation_Acidic_C_H,,0.69,-0.86,R-H-acidic,Ar-Br,RuPhos Pd(crotyl)Cl,RuPhos,NEt3,anisole,
Arylation_Acidic_C_H,,0.18,-0.87,R-H-acidic,Ar-Br,AmPhos Pd(crotyl)Cl,AmPhos,NEt3,DMI,
Arylation_Acidic_C_H,,98.44,1.73,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,THF,
Arylation_Acidic_C_H,,0,-0.87,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,THF,
Arylation_Acidic_C_H,,86.39,1.41,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,THF,
Arylation_Acidic_C_H,,46.8,0.37,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,100,1.78,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,THF,
Arylation_Acidic_C_H,,0,-0.87,R-H-acidic,Ar-Br,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,DBU,Dioxane,
Arylation_Acidic_C_H,,25.5,-0.2,R-H-acidic,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,THF,
Arylation_Acidic_C_H,,49.34,0.43,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,DMSO,
Arylation_Acidic_C_H,,52.39,0.51,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,DMSO,
Arylation_Acidic_C_H,,64.69,0.84,R-H-acidic,Ar-Br,AlphosPd)2cod,AlPhos,K2CO3,MeTHF,
Arylation_Acidic_C_H,,2.83,-0.88,R-H-acidic,Ar-Br,Me4tBuXPhos Pd G3,Me4tBuXPhos,Li2CO3,iPrOH,
Arylation_Acidic_C_H,,95.67,1.52,R-H-acidic,Ar-Br,[Pd(allyl)(Me4-tBu-XPhos)]OTf,Me4tBuXPhos,NEt3,"DMSO, Propionitrile",
Arylation_Acidic_C_H,,96.63,1.54,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,0,-0.95,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,4.81,-0.83,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,89.46,1.36,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,EtOH,
Arylation_Acidic_C_H,,94.91,1.5,R-H-acidic,Ar-Br,AdBrettPhosPd G6 Br,Ad-BrettPhos,,EtOH,
Arylation_Acidic_C_H,,71.62,0.89,R-H-acidic,Ar-Br,,No Ligand,NEt3,"DMI, NMI",
Arylation_Acidic_C_H,,91.08,1.4,R-H-acidic,Ar-Br,AlPhosPd G6 Br,AlPhos,NEt3,DMSO,
Arylation_Acidic_C_H,,69.91,0.85,R-H-acidic,Ar-Br,AlphosPd)2cod,AlPhos,DBU,EtOH,
Cn_Coupling,C-N Coupling,0,-0.27,Ar-Br,Any-Urea,XantPhos Pd(allyl)Cl,XantPhos,DBU,DMSO,
Cyanation,,0,-0.63,Ar-Br,Ar-Br,"CuI, Pd-PEPPSI-IPent Cl o-picoline",IPENT Cl,,Dioxane,ZnBr2
Cyanation,,0.47,-0.61,Ar-Br,Ar-Br,GPhos Pd G6 Br,GPhos,,Propionitrile,CuI
Cn_Coupling,C-N Coupling,38.23,0.7,Ar-Br,R-NH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,37.46,0.66,Ar-Br,R-NH2,(R)-BINAP Pd(allyl)Cl,BINAP,Cs2CO3,"MeCN, water",Brij 35
Cn_Coupling,C-N Coupling,0,-0.27,Ar-Cl,R2CH-NHR,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,DBU,PhMe,
Negishi,,1.64,-0.38,Ar-Cl,Ar-Cl,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,PhMe,
Negishi,,6.19,0.11,Ar-Cl,Ar-Cl,RuPhos Pd(crotyl)Cl,RuPhos,,PhMe,Me2Zn
Co_Coupling,,1.16,-0.58,Ar-Br,Ar-Br,TrixiePhos Pd G3,TrixiePhos,LiOtBu,MeTHF,
Cn_Coupling,C-N Coupling,8.46,-0.28,R-NHR,Ar-Cl,XantPhos Pd(allyl)Cl,XantPhos,DBU,DMSO,LiCl
Negishi_In_Situ,,0,-0.44,Ar-Cl,R-Br,P(tBu)3 Pd G6,P(tBu)3,,THF,Brij 35
Suzuki_Miyaura,,10.86,-0.31,Ar-I,Ar-B(OR)2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"Dioxane, water",
Suzuki_Miyaura,,11.84,0.01,Ar-I,Ar-B(OR)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,LiOH anh,tAmOH,TBAB
Co_Coupling,,0,-0.48,Ar-I,R2CH-OH,QPhos Pd(crotyl)Cl,QPhos,LiOtBu,MeTHF,
Cn_Coupling,C-N Coupling,0,-0.31,R-NH2,Ar-Cl,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,"MeCN, water",
Cn_Coupling,C-N Coupling,8.26,0.26,Ar-Cl,R-NHR,(R)-BINAP Pd(allyl)Cl,BINAP,NaOtBu,TBME,
Co_Coupling,,6.02,-0.59,RCH2-OH,Ar-Cl,(R)-BINAP Pd(allyl)Cl,BINAP,NaH,MeTHF,
Alkylation,,77.67,0.69,R2CH-NHR,R-Cl,,No Ligand,K3PO4,THF,NaI
Alkylation,,78.9,0.73,R2CH-NHR,R-Cl,,No Ligand,K3PO4,MEK,NaI
Cc_Coupling,,0,-0.34,Ar-Br,Ar-Br,RockPhos Pd G3,RockPhos,"K3PO4, Potassium 2-ethylhexanoate","MEK, water",
Suzuki_Miyaura,,99.16,0.76,Ar-B(OH)2,Ar-Cl,SPhos Pd(crotyl)Cl,SPhos,K2CO3,"THF, water",
Suzuki_Miyaura,,99.57,0.77,Ar-B(OH)2,Ar-Cl,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,"PhMe, water",MeOH
Suzuki_Miyaura,,53,0.18,Ar-B(OR)2,Ar-Cl,meCgPPh Pd G3,meCgPPh,Cs2CO3,"MeOH, water",
Suzuki_Miyaura,,85.33,1.18,Ar-B(OR)2,Ar-Cl,AmPhos Pd(crotyl)Cl,AmPhos,Na2CO3,"Dioxane, water",
Suzuki_Miyaura,,43.73,-0.11,Ar-B(OR)2,Ar-Cl,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,"PhMe, water",
Suzuki_Miyaura,,15.54,-0.48,Ar-B(OH)2,Ar-Br,AmPhos2PdCl2,AmPhos,K3PO4,"MeCN, water",
Amide_Formation,,7.58,1.13,Ar-NH2,R-CO2H,,No Ligand,NMI,MeCN,T3P
Cn_Coupling,C-N Coupling,1.32,-0.53,Ar-Cl,AromN-H,MorDalphos Pd G3,MorDalphos,Na2CO3,MeTHF,
Cn_Coupling,C-N Coupling,2.13,-0.18,Ar-NR2,Ar-Br,GPhos Pd G6 Br,GPhos,KOH,"MeTHF, water",
Cn_Coupling,C-N Coupling,30.37,3.5,Ar-NR2,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,TMSOK,DMAc,
Cn_Coupling,C-N Coupling,1.07,-0.32,Ar-NR2,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,LiHMDS,Ph2O,
Cn_Coupling,C-N Coupling,63.2,1.35,Ar-Br,Any-CONHR,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,Dioxane,
Cn_Coupling,C-N Coupling,93.87,1.28,R2CH-NH2,Ar-Br,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,"MeCN, water",water
Cn_Coupling,C-N Coupling,9.02,0.09,Ar-NH2,Ar-Cl,GPhos Pd G6 Br,GPhos,KOH,"PhMe, water",
Cn_Coupling,C-N Coupling,16.42,0.94,Ar-NH2,Ar-Cl,tBuXPhos Pd G3,tBuXPhos,TMSOK,Dioxane,
Suzuki_Miyaura,,2.38,-1.07,Ar-Cl,Ar-B(OR)2,DPEPhos Pd(allyl)Cl,DPEPhos,K3PO4,"tAmOH, water","Brij 35, TBAC"
Suzuki_Miyaura,,0.79,-1.11,Ar-Cl,Ar-B(OR)2,DPEPhos Pd(allyl)Cl,DPEPhos,TMSOK,iPrOH,
Suzuki_Miyaura,,98.53,1.55,Ar-Cl,Ar-B(OR)2,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,"tAmOH, water",TBAC
Cyclization,,5.33,-0.82,Ar-Br,Ar-Br,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,K3PO4,"MeCN, water",
Cyclization,,1.12,-1.01,Ar-Br,Ar-Br,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,LiOtBu,PhMe,TBAC
Cyclization,,62.33,1.79,Ar-Br,Ar-Br,AlPhosPd G6 Br,AlPhos,K3PO4,"PhMe, water",Brij 35
Cn_Coupling,C-N Coupling,26.94,1.05,Ar-Br,Any-Urea,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,DMSO,
Hydrolysis,,90.5,1.62,Ar-Br,Ar-Br,AlphosPd)2cod,AlPhos,K3PO4,"tAmOH, water",benzaldehyde oxime
Cn_Coupling,C-N Coupling,13.9,-0.54,R-NHR,Ar-Br,Jackie CPhos Pd G4,Jackie CPhos,NaOtBu,PhMe,
Co_Coupling,,0,-0.12,Ar-I,Ar-I,QPhos Pd(crotyl)Cl,QPhos,LiOtBu,MeTHF,
Cn_Coupling,C-N Coupling,0,-0.44,Ar-Br,R-NH2,(R)-BINAP Pd(allyl)Cl,BINAP,Cs2CO3,DMI,
Cn_Coupling,C-N Coupling,12.76,-0.51,R-NHR,Ar-I,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,CsF,PhCN,
Sonogashira,,0,-0.63,Ar-Br,R-CCH,"AmPhos2PdCl2, CuI",AmPhos,NEt3,PhMe,
Suzuki_Miyaura,,2.68,-1.25,Ar-Br,Ar-B(OR)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,"TBME, water",
Suzuki_Miyaura,,28.68,-0.49,Ar-Br,Ar-B(OR)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,K3PO4,"PhMe, water",
Suzuki_Miyaura,,3.81,1.16,Ar-Br,Ar-B(OH)2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"THF, water",
Suzuki_Miyaura,,1.2,-0.91,Ar-Cl,Ar-B(OR)2,XantPhos Pd(allyl)Cl,XantPhos,DIPEA,TBME,
Suzuki_Miyaura,,0,-0.94,Ar-Cl,Ar-B(OR)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,DIPEA,TBME,
Suzuki_Miyaura,,48.95,0.39,Ar-Cl,Ar-B(OR)2,CataCXiumA Pd(allyl)Cl,CataCXiumA,Cs2CO3,PhMe,MeOH
Cn_Coupling,C-N Coupling,31.12,0.24,Any-CONHR,Ar-Br,BippyPhos Pd(allyl)OTf,BippyPhos,Na2CO3,"Ph2O, water",
Cn_Coupling,C-N Coupling,39.47,0.57,Any-CONHR,Ar-Br,BippyPhos Pd(allyl)OTf,BippyPhos,Na2CO3,"Ph2O, water",
Cn_Coupling,C-N Coupling,36.01,0.43,Any-CONHR,Ar-Br,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaHCO3,"tAmOH, water",
Cn_Coupling,C-N Coupling,1.45,-0.69,Ar-NH2,Ar-Br,BippyPhos Pd(allyl)OTf,BippyPhos,CsOH.H2O,DMI,
Cn_Coupling,C-N Coupling,0,-0.76,Ar-NH2,Ar-Br,MorDalPhos Pd G6 Br,MorDalphos,Na2CO3,xylenes,
Cn_Coupling,C-N Coupling,72.64,1.49,R-CONHR,R-CONHR,CuI,"N,N-Dimethylethylenediamine",Cs2CO3,PhMe,
Mitsunobu,,0,-0.34,Ar-OH,Ar-OH,,No Ligand,,DCE,
Cn_Coupling,C-N Coupling,39.33,0.71,Ar-NHR,Ar-Br,cataCXiumA Pd G3,CataCXiumA,NaOtBu,TBME,
Cn_Coupling,C-N Coupling,5.48,-0.7,Ar-NHR,Ar-Br,GPhos Pd G6 Br,GPhos,KOH,"tAmOH, water",
Suzuki_Miyaura,,56.5,5.05,Ar-Br,Ar-B(OH)2,cataCXiumA Pd G6 Br)2,CataCXiumA,K3PO4,"PhMe, water",
Cyclization,,0,-0.34,Ar-Br,Ar-Br,CuI,BNMO,NEt3,PhMe,ZnCl2
Suzuki_Miyaura,,5.29,0.06,Ar-Cl,Ar-B(OR)2,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,"Dioxane, water",Potassium 2-ethylhexanoate
Cn_Coupling,C-N Coupling,6.05,-0.01,Ar-Br,R2CH-NH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,MeCN,
Suzuki_Miyaura,,0,-0.76,Ar-B(OR)2,Ar-Br,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water
Miyaura_Borylation,,9.25,-0.25,Ar-Br,Ar-Br,PPh3)2PdCl2,PPh3,Potassium 2-ethylhexanoate,PhMe,
Miyaura_Borylation,,0,-0.71,Ar-Br,Ar-Br,Pd(OAc)2,"Missing, TPAP",Cs2CO3,Dioxane,
Miyaura_Borylation,,0,-0.71,Ar-Br,Ar-Br,cataCXiumA Pd G6 Br)2,CataCXiumA,K3PO4,iPrOAc,
Miyaura_Borylation,,0,-0.41,Ar-Br,Ar-Br,cataCXiumA Pd G6 Br)2,CataCXiumA,K3PO4,iPrOAc,
Suzuki_Miyaura,,0.95,-1.05,Ar-Cl,Ar-B(OR)2,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,"Dioxane, water",Potassium 2-ethylhexanoate
Suzuki_Miyaura,,77.43,2.05,Ar-Cl,Ar-B(OR)2,dtbpfPdCl2,dtbpf,K3PO4,"Dioxane, water",
Co_Coupling,,0,-0.47,Ar-Br,R2CH-OH,CuI,NN-Dibenzyloxamide,Cs2CO3,MeTHF,
Co_Coupling,,3.12,0.15,Ar-OH,Ar-Br,CuI,NN-Dibenzyloxamide,Cs2CO3,MeTHF,
Activation,,0,-0.63,R2CH-OH,R2CH-OH,,No Ligand,,MeCN,PEP-K
Activation,,0.91,-0.58,R2CH-OH,R2CH-OH,,No Ligand,,MeCN,TrichloroACN
C_H_Activation,C-H Activation,4.65,0.48,R-CONHR,R-CONHR,Pd(OAc)2,Missing,AgOAc,PhMe,
Cn_Coupling,C-N Coupling,15.21,-0.47,Ar-Br,Any-Urea,dppf Pd G3,dppf,K3PO4,PhMe,
Cn_Coupling,C-N Coupling,82.01,2.21,Ar-Br,Any-Urea,dppdtbpf)PdCl2,dppdtbpf,KHMDS,PhMe,
Cn_Coupling,C-N Coupling,9.79,-0.69,Ar-Br,Any-Urea,dppfPdCl2,dppf,KHMDS,iPrOAc,
Amide_Formation,,51,0.02,R-CO2H,R2CH-NH2,,No Ligand,NMI,THF,"HOSu, DIC"
Amide_Formation,,1.34,-1.4,R-CO2H,R2CH-NH2,,No Ligand,,TPGS-750M,"DMAP, DIC"
Amide_Formation,,45.74,-0.13,R-CO2H,R2CH-NH2,,No Ligand,,MeCN,DIC
Suzuki_Miyaura,,65.78,3.61,Ar-B(OR)2,Ar-Br,XPhos Pd(crotyl)Cl,XPhos,KOH,"tAmOH, water",
Suzuki_Miyaura,,53.78,0.53,Ar-Cl,Ar-BF3K,XPhos Pd(crotyl)Cl,XPhos,KOH,"tAmOH, water",
Miyaura_Borylation,,0,-0.71,Ar-Br,Ar-Br,PPh3)2PdCl2,PPh3,KOAc,THF,
Miyaura_Borylation,,0,-0.71,Ar-Br,Ar-Br,CataCXiumA Pd(allyl)Cl,CataCXiumA,Cs2CO3,Dioxane,
Condensation,,0,-0.81,Ar-NH2,rso2f,,No Ligand,,PhMe,
Cn_Coupling,C-N Coupling,1.54,-1.18,Ar-NHR,Ar-Br,GPhos Pd G6 Br,GPhos,Na2CO3,DMAc,
Cn_Coupling,C-N Coupling,77.94,0.75,Ar-NHR,Ar-Br,AlphosPd)2cod,AlPhos,NaOtBu,Dioxane,
Cn_Coupling,C-N Coupling,0,-0.41,R2CH-NH2,Ar-I,tBu)PhCPhos Pd G3,t-Bu)PhCPhos,NaOtBu,tAmOH,
Cyclization,,77.17,1.59,Ar-Br,Ar-Br,,No Ligand,NMM,THF,T3P
Cyclization,,25.1,-0.26,Ar-Br,Ar-Br,,No Ligand,NEt3,THF,T3P
Cyclization,,88.96,2.01,Ar-Br,Ar-Br,,No Ligand,NEt3,THF,T3P
Suzuki_Miyaura,,42.67,0.7,Ar-B(OR)2,Ar-Br,XPhos Pd(crotyl)Cl,XPhos,KOH,"EtOH, water",
Co_Coupling,,4.4,-0.74,Ar-Br,Ar-Br,AlphosPd)2cod,AlPhos,K3PO4,"tAmOH, water",benzaldehyde oxime
Co_Coupling,,0,-0.87,Ar-Br,Ar-Br,BrettPhos Pd(crotyl)OTf,BrettPhos,CsOH.H2O,"anisole, water",
Co_Coupling,,67.98,1.1,Ar-Br,Ar-Br,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,CsOH.H2O,tAmOH,benzaldehyde oxime
Suzuki_Miyaura,,79.63,0.42,Ar-Cl,Ar-B(OR)2,PEPPSI-IPENT,IPENT,Na2CO3,"CPME, water",
Miyaura_Borylation,,18.91,0.3,Ar-Br,Ar-Br,CataCXiumA Pd(allyl)Cl,CataCXiumA,Potassium 2-ethylhexanoate,PhMe,TBAB
Miyaura_Borylation,,2.3,-0.67,Ar-Br,Ar-Br,AmPhos2PdCl2,AmPhos,Potassium 2-ethylhexanoate,xylenes,
Suzuki_Miyaura,,76.09,2.37,Ar-B(OR)2,Ar-Cl,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,Brij 35,
Suzuki_Miyaura,,93.7,2.69,Ar-Cl,Ar-B(OH)2,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,Brij 35,
Suzuki_Miyaura,,35.03,-0.44,Ar-BF3K,Ar-Cl,XPhos Pd(crotyl)Cl,XPhos,K3PO4,"EtOH, water",Brij 35
Cn_Coupling,C-N Coupling,25.58,-0.75,Ar-Cl,Ar-NH2,XantPhosPdCl2,XantPhos,KHMDS,tAmOH,
Cyclization,,0,-0.39,Ar-OH,Ar-OH,,No Ligand,NEt3,THF,T3P
Salt_Formation,,0,-1.21,R-NR2,R-NR2,,No Ligand,,MeCN,
Salt_Formation,,0,-1.21,R-NR2,R-NR2,,No Ligand,,CPME,
Arylation_Acidic_C_H,,3.97,-0.59,Ar-Br,R-H-acidic,Me3(OMe)tBuXPhos Pd G3,Me3(OMe)-tBuXPhos,DBU,DMSO,
Arylation_Acidic_C_H,,53.32,1.38,Ar-Br,R-H-acidic,XPhos Pd(crotyl)Cl,XPhos,KOH,anisole,
Arylation_Acidic_C_H,,25.6,0.27,Ar-Br,R-H-acidic,XPhos Pd G2,XPhos,Cs2CO3,"CPME, water",
Amide_Formation,,49.69,-0.43,R-CO2H,R2CH-NH2,,No Ligand,NMM,iPrOH,"HOSu, DIC"
Amide_Formation,,45.62,-0.62,R-CO2H,R2CH-NH2,,No Ligand,DBU,THF,"HOSu, DIC"
Arylation_Acidic_C_H,,0,-0.79,Ar-Br,R-H-acidic,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,CPME,
