source_reaction_type,reactive_site_1_normalized_label,reactive_site_2_normalized_label,reactive_site_1_display_label,reactive_site_2_display_label,yield_pct,z_score,catalyst,ligand,base,primary_solvent,secondary_solvent,tertiary_solvent,additive,coupling_reagent,procedure_text,reactive_site_1_source_label,reactive_site_1_signature,reactive_site_1_center_class,reactive_site_1_attachment_class,reactive_site_1_alpha_branched,reactive_site_1_qualifier_scope,reactive_site_1_mapping_status,reactive_site_2_source_label,reactive_site_2_signature,reactive_site_2_center_class,reactive_site_2_attachment_class,reactive_site_2_alpha_branched,reactive_site_2_qualifier_scope,reactive_site_2_mapping_status
CN-Coupling,Ar-Br,R-NH2,Ar–Br,R–NH₂,0,-0.5,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,K3PO4,PhMe,water,,,,,ArBr,LG|Ar|Br,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
CN-Coupling,R-NH2,Ar-Br,R–NH₂,Ar–Br,19.26,0.82,Copper(I) thiophene-2-carboxylate,MNBO,DBU,DMSO,,,,,3 h at 105 °C,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
CN-Coupling,Ar-Br,AromN-H,Ar–Br,AromN–H,0,-0.42,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,Cs2CO3,tAmOH,,,,,,ArBr,LG|Ar|Br,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,40.69,-0.03,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,PhMe,,,MeOH,,"3 h at 60 °C, then 15 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,48.65,0.27,CX31,SIPr,K3PO4,MeTHF,water,,,,"4 h at 60 °C, then 12 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,12.77,-1.06,TrixiePhos Pd G3,TrixiePhos,K3PO4,PhMe,water,,Brij 35,,"4 h at 60 °C, then 41 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,58.71,0.64,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,MeTHF,water,,,,4 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,39.5,-0.07,PPh3)2PdCl2,PPh3,K3PO4,PhMe,water,,Potassium 2-ethylhexanoate,,47 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,58.07,0.62,dtbpfPdCl2,dtbpf,K3PO4,PhMe,water,,TBAC,,21.5 h at 100 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,0.44,-0.99,,No Ligand,DBU,MeCN,,,,PyClOP,2 h at 40 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
SNAr,R-NH2,Ar-F,R–NH₂,Ar–F,66.36,1.27,,No Ligand,DBU,tAmOH,,,LiBF4,,"5.5 h at 0 °C, then 12.5 h at 40 °C",RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArF,LG|Ar|F,,,,,canonical
Suzuki-Miyaura,Ar-B(OH)2,Ar-Br,Ar–B(OH)₂,Ar–Br,2.01,-0.26,(CyMPhos)PdCl2,CyMPhos,DIPEA,tAmOH,,,,,3 h at 60 °C,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.87,Jackie CPhos Pd G4,Jackie CPhos,DBU,DMSO,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0.79,-0.85,DPEPhos Pd(allyl)Cl,DPEPhos,K3PO4,MeTHF,water,,,,"3 h at 60 °C, then 19.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0.09,-0.87,[Pd(allyl)(Ph-DavePhos)]OTf,Ph-DavePhos,K3PO4,DMI,,,,,"3 h at 60 °C, then 19 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0.36,-0.87,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,THF,,,,,3 h at 60 °C,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,97.11,1.7,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,THF,,,,,"3 h at 60 °C, then 19 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,100,1.78,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,THF,,,,,"3 h at 60 °C, then 2 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.87,AlphosPd)2cod,AlPhos,K2CO3,THF,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.87,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,THF,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,33.68,0.02,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,DMSO,,,,,"3 h at 60 °C, then 3 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,100,1.78,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,THF,,,,,"3.5 h at 60 °C, then 2.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,91.04,1.54,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,THF,,,,,"3 h at 60 °C, then 3 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,75.8,1.13,RockPhos Pd G3,RockPhos,K2CO3,THF,,,,,"3 h at 60 °C, then 16 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.95,Jackie CPhos Pd G4,Jackie CPhos,DBU,DMSO,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,60.86,0.62,AlphosPd)2cod,AlPhos,NEt3,DMSO,,,LiCl,,"3 h at 60 °C, then 20 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,99.47,1.61,AlphosPd)2cod,AlPhos,NEt3,EtOH,,,,,"3 h at 60 °C, then 69.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,4.51,-0.84,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,DMSO,EtOH,,,,48 h at 80 °C,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,97.03,1.55,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,DMSO,EtOH,,,,3 h at 60 °C,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,90.97,1.39,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,DMSO,EtOH,,,,"3 h at 60 °C, then 16.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.95,AlphosPd)2cod,AlPhos,NEt3,DMSO,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.95,AdBrettPhosPd G6 Br,Ad-BrettPhos,NEt3,DMSO,EtOH,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,91.19,1.4,AdBrettPhosPd G6 Br,Ad-BrettPhos,,DMSO,EtOH,,,,"3.5 h at 60 °C, then 2.5 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,51.54,0.38,AlphosPd)2cod,AlPhos,NEt3,EtOH,,,,,"3 h at 60 °C, then 18 h at 80 °C",Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,5.59,-0.81,,No Ligand,NMM,AcOH,ethylene glycol,,,,21 h at 60 °C,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
"Arylation, acidic C-H",Alkyl-H acidic,Ar-Br,Alkyl-H acidic,Ar–Br,0,-0.95,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,DBU,DMSO,,,,,,Alkyl-H acidic,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
CH-Activation,Ar-Br,Ar-H,Ar–Br,Ar-H,46.08,0.34,PPh3)2PdCl2,PPh3,K2CO3,DMI,,,KOPiv,,15 h at 90 °C,ArBr,LG|Ar|Br,,,,,canonical,Ar-H,,,,,,unresolved
CH-Activation,Ar-H,Ar-Br,Ar-H,Ar–Br,21.13,1.08,PPh3)2PdCl2,PPh3,K2CO3,DMI,,,KOPiv,,56 h at 90 °C,Ar-H,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
CH-Activation,Ar-H,Ar-Br,Ar-H,Ar–Br,20.49,1.01,(CyMPhos)PdCl2,CyMPhos,K2CO3,nBuOAc,,,AdCOOH,,24 h at 130 °C,Ar-H,,,,,,unresolved,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Br,Urea,Ar–Br,Urea,0,-0.27,P(tBu)3 Pd G6,P(tBu)3,K3PO4,MeCN,water,,,,,ArBr,LG|Ar|Br,,,,,canonical,Urea,,,,,,unresolved
Buchwald-Hartwig,Ar-Br,Urea,Ar–Br,Urea,0,-0.27,CuI,trans-NN-Dimethylcyclohexane-12-diamine,TMSOK,PhMe,,,,,,ArBr,LG|Ar|Br,,,,,canonical,Urea,,,,,,unresolved
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂,0.88,-1.11,GPhos Pd G6 Br,GPhos,KHMDS,MeTHF,,,,,"2.5 h at 45 °C, then 3 h at 80 °C",ArBr,LG|Ar|Br,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂,5,-0.91,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,ethylene glycol,water,,,,22.5 h at 60 °C,ArBr,LG|Ar|Br,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH (≥1 α-C branched),0,-0.27,(R)-BINAP Pd(allyl)Cl,BINAP,Cs2CO3,tAmOH,,,,,,ArCl,LG|Ar|Cl,,,,,canonical,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified
Buchwald-Hartwig,R1R2-NH,Ar-Cl,R¹R²–NH,Ar–Cl,10.81,-0.13,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,Propionitrile,,,,,"5 h at 80 °C, then 17 h at 100 °C",R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
"Negishi, in-situ",Ar-Cl,R-Br,Ar–Cl,R–Br,0,-0.44,NiI2,Weix 2-pyridyl-N-cyanocarboxamidine,,THF,,,Brij 35,,,ArCl,LG|Ar|Cl,,,,,canonical,Alkyl-Br,LG|Alkyl|Br,,,,,canonical
Suzuki-Miyaura,Ar-I,Ar-B(OR)2,Ar–I,Ar–B(OR)₂,10.3,-0.49,XPhos Pd(crotyl)Cl,XPhos,K2CO3,DMI,,,,,3 h at 60 °C,ArI,LG|Ar|I,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-I,Ar-B(OR)2,Ar–I,Ar–B(OR)₂,11.47,-0.11,(CyMPhos)PdCl2,CyMPhos,Cs2CO3,tAmOH,,,,,"3 h at 30 °C, then 3.5 h at 50 °C",ArI,LG|Ar|I,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
CO-Coupling,Ar-I,R-OH,Ar–I,R–OH (α-C branched),0,-0.48,Cu(MeCN)4BF4,trans-NN-Dimethylcyclohexane-12-diamine,K3PO4,PhMe,water,,,,,ArI,LG|Ar|I,,,,,canonical,Alkyl-OH a-branch,XH|O|H1|Alkyl,,,true,attached_alkyl,qualified
CO-Coupling,Ar-I,R-OH,Ar–I,R–OH (α-C branched),22.77,1.02,CuI,NFO,NaOtBu,PhMe,,,,,24 h at 80 °C,ArI,LG|Ar|I,,,,,canonical,Alkyl-OH a-branch,XH|O|H1|Alkyl,,,true,attached_alkyl,qualified
Buchwald-Hartwig,R-NH2,Ar-Cl,R–NH₂,Ar–Cl,0,-0.31,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,PhMe,water,,,,,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-Cl,R1R2-NH,Ar–Cl,R¹R²–NH,7.04,0.11,SPhos Pd(allyl)OTf,SPhos,K3PO4,PhMe,water,,,,"7 h at 60 °C, then 15.5 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical
CO-Coupling,R-OH,Ar-Cl,RCH₂–OH,Ar–Cl,5.26,-0.65,SPhos Pd(allyl)OTf,SPhos,DBU,PhMe,,,,,5.5 h at 80 °C,alkyl-OH primary,XH|O|H1|Alkyl,,primary,false,attached_alkyl,qualified,ArCl,LG|Ar|Cl,,,,,canonical
Alkylation,R1R2-NH,R-Cl,R¹R²–NH (≥1 α-C branched),R–Cl,85.84,0.93,,No Ligand,DBU,DMF,,,,,4 h at 20 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,Alkyl-Cl,LG|Alkyl|Cl,,,,,canonical
Alkylation,R1R2-NH,R-Cl,R¹R²–NH (≥1 α-C branched),R–Cl,86.35,0.94,,No Ligand,NaHCO3,DMPU,,,LiI,,23 h at 45 °C,R2NH a-branch,"XH|N|H1|Alkyl,Alkyl",secondary,,true,any_attached_alkyl,qualified,Alkyl-Cl,LG|Alkyl|Cl,,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-B(OR)2,Ar–Br,Ar–B(OR)₂,8.71,-0.64,XPhos Pd(crotyl)Cl,XPhos,K3PO4,MeOH,PhMe,water,,,3 h at 25 °C,ArBr,LG|Ar|Br,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-B(OH)2,Ar-Br,Ar–B(OH)₂,Ar–Br,0,-0.45,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2HPO4,Brij 35,,,TBAC,,,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Suzuki-Miyaura,Ar-Br,Ar-B(OH)2,Ar–Br,Ar–B(OH)₂,25.88,-0.1,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,K2HPO4,Brij 35,,,TBAC,,"3 h at 60 °C, then 5 h at 80 °C",ArBr,LG|Ar|Br,,,,,canonical,ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical
Suzuki-Miyaura,Ar-B(OH)2,Ar-Cl,Ar–B(OH)₂,Ar–Cl,69.44,-0.15,dppfPdCl2,dppf,K3PO4,EtOH,water,,,,"2.5 h at 60 °C, then 15.5 h at 80 °C",ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-B(OH)2,Ar-Cl,Ar–B(OH)₂,Ar–Cl,96.35,0.67,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,tAmOH,water,,water,,"4 h at 60 °C, then 18 h at 80 °C",ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-B(OR)2,Ar-Cl,Ar–B(OR)₂,Ar–Cl,66.37,0.59,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,MeCN,water,,,,3 h at 60 °C,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-B(OR)2,Ar-Cl,Ar–B(OR)₂,Ar–Cl,5.42,-1.29,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,PhMe,water,,MeOH,,"5 h at 60 °C, then 19 h at 80 °C",ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-B(OR)2,Ar-Cl,Ar–B(OR)₂,Ar–Cl,73.67,0.82,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,tAmOH,water,,,,"3.5 h at 60 °C, then 3 h at 80 °C",ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-B(OH)2,Ar-Br,Ar–B(OH)₂,Ar–Br,34.32,0.11,PPh3)2PdCl2,PPh3,Cs2CO3,EtOH,water,,,,"3 h at 60 °C, then 4.5 h at 80 °C",ArB(OH)2,TM|Ar|B(OH)2,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,0,-0.66,,No Ligand,DMAP,MeCN,,,,PyBrOP,,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
Amide coupling,Ar-NH2,RCO2H or M,Ar–NH₂,RCO2H or M,0.54,-0.53,,No Ligand,NEt3,DMSO,,,LiCl,BOP-Cl,1 h at 25 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,RCO2H or M,,,,,,unresolved
Buchwald-Hartwig,Ar-Cl,AromN-H,Ar–Cl,AromN–H,0,-0.67,meCgPPh Pd G3,meCgPPh,KOH,PhMe,water,,,,,ArCl,LG|Ar|Cl,,,,,canonical,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical
Buchwald-Hartwig,Ar1Ar2-NH,Ar-Br,Ar¹Ar²–NH,Ar–Br,0.06,-0.45,meCgPPh Pd G3,meCgPPh,Na2CO3,DMAc,,,,,18 h at 80 °C,Ar2NH,"XH|N|H1|Ar,Ar",secondary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar1Ar2-NH,Ar-Br,Ar¹Ar²–NH,Ar–Br,0.37,-0.41,AmPhos Pd(crotyl)Cl,AmPhos,KHMDS,PhMe,,,,,"2 h at 60 °C, then 16 h at 80 °C",Ar2NH,"XH|N|H1|Ar,Ar",secondary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar1Ar2-NH,Ar-Br,Ar¹Ar²–NH,Ar–Br,0,-0.45,XPhos Pd G2,XPhos,NaOtBu,anisole,,,,,,Ar2NH,"XH|N|H1|Ar,Ar",secondary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Br,Lactam,Ar–Br,Lactam,28.71,0.21,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,DBU,Dioxane,,,,,3.5 h at 60 °C,ArBr,LG|Ar|Br,,,,,canonical,Lactam,,,,,,unresolved
Buchwald-Hartwig,R-NH2,Ar-Br,R–NH₂ (α-C branched),Ar–Br,89.52,1.12,Pd(OAc)2,"Missing, Xantphos",Cs2CO3,MeCN,water,,,,4 h at 80 °C,RNH2 a-branch,XH|N|H2|Alkyl,primary,,true,attached_alkyl,qualified,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,0,-0.94,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,LiHMDS,PhMe,,,,,,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Buchwald-Hartwig,Ar-NH2,Ar-Cl,Ar–NH₂,Ar–Cl,2.09,-0.7,AlphosPd)2cod,AlPhos,K3PO4,tAmOH,,,,,4 h at 60 °C,ArNH2,XH|N|H2|Ar,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,21.77,-0.54,AmPhos2PdCl2,AmPhos,K3PO4,EtOH,water,,TBAC,,23 h at 60 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,95.28,1.46,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,"TBAC, TPGS-750M",,"3 h at 60 °C, then 15 h at 80 °C",ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,67.35,0.7,dtbpfPdCl2,dtbpf,K3PO4,tAmOH,water,,,,20 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Suzuki-Miyaura,Ar-Cl,Ar-B(OR)2,Ar–Cl,Ar–B(OR)₂,92.32,1.38,dcypfPdCl2,dcypf,K3PO4,iPrOAc,water,,,,18 h at 80 °C,ArCl,LG|Ar|Cl,,,,,canonical,ArB(OR)2,TM|Ar|B(OR)2,,,,,canonical
Buchwald-Hartwig,AromN-H,Ar-Br,AromN–H,Ar–Br,0,-0.2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,NaOtBu,PhMe,,,,,,arom. NH,XH|N_aromatic|H1|HeteroAr,,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Br,Urea,Ar–Br,Urea,0,-0.54,CataCXiumA Pd(allyl)Cl,CataCXiumA,DBU,PhMe,,,Sodium trifluoroacetate,,,ArBr,LG|Ar|Br,,,,,canonical,Urea,,,,,,unresolved
Buchwald-Hartwig,R1R2-NH,Ar-Br,R¹R²–NH,Ar–Br,0,-1.02,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,K3PO4,PhMe,water,,TBAC,,,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,ArBr,LG|Ar|Br,,,,,canonical
Buchwald-Hartwig,Ar-Br,R-NH2,Ar–Br,R–NH₂,59.89,2.74,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,PhMe,,,,,2 h at 80 °C,ArBr,LG|Ar|Br,,,,,canonical,RNH2,XH|N|H2|Alkyl,primary,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-I,R¹R²–NH,Ar–I,10.78,-0.61,(R)-BINAP Pd(allyl)Cl,BINAP,K3PO4,o-Xylene,water,,,,2.5 h at 120 °C,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,ArI,LG|Ar|I,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-I,R¹R²–NH,Ar–I,0,-1.14,XantPhos Pd(allyl)Cl,XantPhos,Cs2CO3,DMSO,water,,,,,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,ArI,LG|Ar|I,,,,,canonical
Buchwald-Hartwig,R1R2-NH,Ar-I,R¹R²–NH,Ar–I,0,-1.14,DPEPhosPdCl2,DPEPhos,CsF,PhCN,,,,,,R2NH,"XH|N|H1|Alkyl,Alkyl",secondary,,,,canonical,ArI,LG|Ar|I,,,,,canonical
Sonogashira,Ar-Br,alkyne,Ar–Br,alkyne,9.99,0.17,"Cu(MeCN)4BF4, PPh3)2PdCl2",PPh3,NEt3,PhMe,,,,,"2 h at 50 °C, then 20 h at 70 °C",ArBr,LG|Ar|Br,,,,,canonical,alkyne,,,,,,unresolved
Buchwald-Hartwig,R-NH2,Ar-Cl,R–NH₂,Ar–Cl,0,-0.72,MorDalPhos Pd G6 Br,MorDalphos,NaOtBu,PhMe,,,,,,RNH2,XH|N|H2|Alkyl,primary,,,,canonical,ArCl,LG|Ar|Cl,,,,,canonical
