reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-046-CAS-3822845,31-046-CAS-3822845,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,100,,,BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23,ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl,BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23>>ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl,"Photochemical bromination of 5,6-dibromoacenaphthene","Usachenko, V. G.; Petrenko, G. P.","Ukrainskii Khimicheskii Zhurnal (Russian Edition) (1975), 41(6), 663","Photochemical bromination of 5,6-dibromoacenaphthene | Usachenko, V. G.; Petrenko, G. P. | Ukrainskii Khimicheskii Zhurnal (Russian Edition) (1975), 41(6), 663",56564-74-0,56564-75-1,7782-50-5,,,,,,,,,1,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""56564-74-0"", ""smiles"": ""BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23""}]","[{""index"": 1, ""cas_rn"": ""56564-75-1"", ""yield_pct"": ""100"", ""smiles"": ""ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl""}]","[{""index"": 1, ""cas_rn"": ""7782-50-5""}]",[],[],,
31-268-CAS-9703262,31-268-CAS-9703262,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,93,,,C(#Cc1ccccc1)c1ccccc1,Br/C(=C(/Br)c1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1>>Br/C(=C(/Br)c1ccccc1)c1ccccc1,Selective aerobic oxidative dibromination of alkenes with aqueous HBr and sodium nitrite as a catalyst,"Podgorsek, Ajda; Eissen, Marco; Fleckenstein, Jens; Stavber, Stojan; Zupan, Marko; Iskra, Jernej","Green Chemistry (2009), 11(1), 120-126","Selective aerobic oxidative dibromination of alkenes with aqueous HBr and sodium nitrite as a catalyst | Podgorsek, Ajda; Eissen, Marco; Fleckenstein, Jens; Stavber, Stojan; Zupan, Marko; Iskra, Jernej | Green Chemistry (2009), 11(1), 120-126",501-65-5,20432-10-4,"10035-10-6, 144-55-8, 7631-90-5",7632-00-0,"75-05-8, 7732-18-5",,,,,,,2,1,93,,,,,,,"{""1"": 93}","[{""index"": 1, ""cas_rn"": ""501-65-5"", ""smiles"": ""C(#Cc1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""20432-10-4"", ""yield_pct"": ""93"", ""smiles"": ""Br/C(=C(/Br)c1ccccc1)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}, {""index"": 2, ""cas_rn"": ""144-55-8""}, {""index"": 3, ""cas_rn"": ""7631-90-5""}]","[{""index"": 1, ""cas_rn"": ""7632-00-0""}]","[{""index"": 1, ""cas_rn"": ""75-05-8""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry, stereoselective",
31-268-CAS-9715649,31-268-CAS-9715649,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,76,,,C#CCCCC,CCCC/C(Br)=C\Br,C#CCCCC>>CCCC/C(Br)=C\Br,"Magnetic-Nanoparticle-Supported 2,2'-Bis[3-(triethoxysilyl)propyl]imidazolium-Substituted Diethyl Ether Bis(tribromide): A Convenient Recyclable Reagent for Bromination","Wu, Liqiang; Yin, Zhikui","European Journal of Inorganic Chemistry (2013), 2013(36), 6156-6163","Magnetic-Nanoparticle-Supported 2,2'-Bis[3-(triethoxysilyl)propyl]imidazolium-Substituted Diethyl Ether Bis(tribromide): A Convenient Recyclable Reagent for Bromination | Wu, Liqiang; Yin, Zhikui | European Journal of Inorganic Chemistry (2013), 2013(36), 6156-6163",693-02-7,49677-13-6,"1501945-11-4, 7726-95-6",,"67-56-1, 75-09-2",,,surface tied to magnetic γ-hematite,,,,2,1,76,,,,,,,"{""1"": 76}","[{""index"": 1, ""cas_rn"": ""693-02-7"", ""smiles"": ""C#CCCCC""}]","[{""index"": 1, ""cas_rn"": ""49677-13-6"", ""yield_pct"": ""76"", ""smiles"": ""CCCC/C(Br)=C\\Br""}]","[{""index"": 1, ""cas_rn"": ""1501945-11-4"", ""amd"": ""surface tied to magnetic γ-hematite""}, {""index"": 2, ""cas_rn"": ""7726-95-6""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""75-09-2""}]","regioselective, solid-supported reagent, stereoselective, magnetic-nanoparticles-supported 2,2-bis(3-triethoxysilyl)propyl)imidazolium-substituted diethyl ether bis(tribromide) prepared and used as reagent, reagent recyclable",
31-268-CAS-9717332,31-268-CAS-9717332,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,94,,,C=CCc1ccccc1,BrCC(Br)Cc1ccccc1,C=CCc1ccccc1>>BrCC(Br)Cc1ccccc1,Vanadium-catalyzed oxidative bromination promoted by Bronsted acid or Lewis acid,"Kikushima, Kotaro; Moriuchi, Toshiyuki; Hirao, Toshikazu","Tetrahedron (2010), 66(34), 6906-6911","Vanadium-catalyzed oxidative bromination promoted by Bronsted acid or Lewis acid | Kikushima, Kotaro; Moriuchi, Toshiyuki; Hirao, Toshikazu | Tetrahedron (2010), 66(34), 6906-6911",300-57-2,1586-98-7,"76-05-1, 1643-19-2, 7782-44-7, 7647-01-0",7803-55-6,"123-91-1, 7732-18-5",,,,,,,2,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""300-57-2"", ""smiles"": ""C=CCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""1586-98-7"", ""yield_pct"": ""94"", ""smiles"": ""BrCC(Br)Cc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""76-05-1""}, {""index"": 2, ""cas_rn"": ""1643-19-2""}, {""index"": 3, ""cas_rn"": ""7782-44-7""}, {""index"": 4, ""cas_rn"": ""7647-01-0""}]","[{""index"": 1, ""cas_rn"": ""7803-55-6""}]","[{""index"": 1, ""cas_rn"": ""123-91-1""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]","green chemistry-reagent, other conditions gave similar yield",
31-268-CAS-9722182,31-268-CAS-9722182,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,100,,,C=CC#CC[N+](C)(C)CC=CC[N+](C)(C)CC#CC=C.[Br-],C[N+](C)(CC=CC[N+](C)(C)CC(Br)=C(Br)C(Br)CBr)CC(Br)=C(Br)C(Br)CBr.[Br-],C=CC#CC[N+](C)(C)CC=CC[N+](C)(C)CC#CC=C.[Br-]>>C[N+](C)(CC=CC[N+](C)(C)CC(Br)=C(Br)C(Br)CBr)CC(Br)=C(Br)C(Br)CBr.[Br-],"Synthesis of 1,4-bis[dialkyl(2,3,4,5-tetrabromo-2-pentenyl)ammonio]-2-butene dibromides","Gyul'nazaryan, A. Kh.; Saakyan, T. A.; Kocharyan, S. T.; Panosyan, G. A.","Russian Journal of General Chemistry (Translation of Zhurnal Obshchei Khimii) (1999), 69(12), 1939-1941","Synthesis of 1,4-bis[dialkyl(2,3,4,5-tetrabromo-2-pentenyl)ammonio]-2-butene dibromides | Gyul'nazaryan, A. Kh.; Saakyan, T. A.; Kocharyan, S. T.; Panosyan, G. A. | Russian Journal of General Chemistry (Translation of Zhurnal Obshchei Khimii) (1999), 69(12), 1939-1941",287097-97-6,287098-01-5,"7726-95-6, 67-64-1",,7732-18-5,,,,,,"1,4-Bis[dialkyl(2,3,4,5-tetrabromo-2-pentenyl)-ammonio]-2-butene dibromides IIIa-IIId. A tenfold molar excess of bromine was added dropwise with continuous stirring at room temperature to an aqueous solution of 0.03 mol of Ia-Id. After 4 h the resulting complex was washed with five 50-ml portions of water and dried. Decomposition of the complexes with acetone (chemically pure grade) yielded compounds IIIa-IIId, which were recrystallized from diethyl ether. Compound IIIa mp: 128-129 °C; R f: 0.48; IR spectrum, ν, cm-1: 570, 1605, 1615; UV spectrum, λmax,nm: 233; Formula: C18H28Br10N2; 1H NMR spectrum, δ, ppm (J, Hz)a: 3.31 s and 3.34 s (12H, NCH3), 3.94 m and 3.97 m (4H, CH2Br), 4.48 br.d (4H, CH2CH=, J -5.5), 4.71 and 4.90 d.d (4H, CH2CBr=, Jgem15.0), 5.80 d.d (2H, CHBr, J 1 10.8, J 2 5.7), 6.60 br.t (2H, CH=CH, J -5.5).",2,1,100,,,,,,,"{""1"": 100}","[{""index"": 1, ""cas_rn"": ""287097-97-6"", ""smiles"": ""C=CC#CC[N+](C)(C)CC=CC[N+](C)(C)CC#CC=C.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""287098-01-5"", ""yield_pct"": ""100"", ""smiles"": ""C[N+](C)(CC=CC[N+](C)(C)CC(Br)=C(Br)C(Br)CBr)CC(Br)=C(Br)C(Br)CBr.[Br-]""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}, {""index"": 2, ""cas_rn"": ""67-64-1""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,
31-268-CAS-9749980,31-268-CAS-9749980,Reaction_20251110_1707.rdf,Addition of Halogens to Double or Triple Bonds,98,,,CC1=CC(=O)C(Cl)=CC1=NOC(=O)c1ccccc1,CC1=CC(=O)C(Cl)(Cl)C(Cl)/C1=N\OC(=O)c1ccccc1,CC1=CC(=O)C(Cl)=CC1=NOC(=O)c1ccccc1>>CC1=CC(=O)C(Cl)(Cl)C(Cl)/C1=N\OC(=O)c1ccccc1,"Halogenation of N-Substituted p-Quinonimines and p-Quinone Oxime Esters: I. Chlorination and Bromination of 4-Aroyloxyimino- and Arylsulfonyloxyimino-2,5-cyclohexadienones","Avdeenko, A. P.; Shishkina, S. V.; Shishkin, O. V.; Glinyanaya, N. M.; Konovalova, S. A.; Goncharova, S. A.","Russian Journal of Organic Chemistry (Translation of Zhurnal Organicheskoi Khimii) (2002), 38(5), 683-691","Halogenation of N-Substituted p-Quinonimines and p-Quinone Oxime Esters: I. Chlorination and Bromination of 4-Aroyloxyimino- and Arylsulfonyloxyimino-2,5-cyclohexadienones | Avdeenko, A. P.; Shishkina, S. V.; Shishkin, O. V.; Glinyanaya, N. M.; Konovalova, S. A.; Goncharova, S. A. | Russian Journal of Organic Chemistry (Translation of Zhurnal Organicheskoi Khimii) (2002), 38(5), 683-691",491572-25-9,491572-27-1,7782-50-5,,64-17-5,,,,,,"Chlorination of 4-aroyl(arylsulfonyl)oxyimino-2-chloro-5-methyl-2,5-cyclohexadienones IVa-IVg and IVi. Gaseous chlorine was passed at a rate of 15-20 ml/min through a solution of 0.4 g of compound IVa-IVg or IVi in 3 ml of EtOH, DMF, or DMF-AcOH (1: 1 or 5:1), heated to 70°C, until saturation. The mixture was diluted with water, and the precipitate was filtered off and recrystallized. The following products was obtained: in EtOH: VIa(98%). Mp (solvent: AcOH): 147-148°C; Formula: C14H10Cl3NO3.",1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""491572-25-9"", ""smiles"": ""CC1=CC(=O)C(Cl)=CC1=NOC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""491572-27-1"", ""yield_pct"": ""98"", ""smiles"": ""CC1=CC(=O)C(Cl)(Cl)C(Cl)/C1=N\\OC(=O)c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""7782-50-5""}]",[],"[{""index"": 1, ""cas_rn"": ""64-17-5""}]","regioselective, Cl gas used at flow rate of 15-20mL/min.",
31-268-CAS-9771985,31-268-CAS-9771985,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,82,,,CC1=CC(=NS(=O)(=O)c2ccc(C)cc2)C(C)=CC1=O,CC1=CC(=O)C(C)(Cl)C(Cl)C1=NS(=O)(=O)c1ccc(C)cc1,CC1=CC(=NS(=O)(=O)c2ccc(C)cc2)C(C)=CC1=O>>CC1=CC(=O)C(C)(Cl)C(Cl)C1=NS(=O)(=O)c1ccc(C)cc1,"Halogenation of N-substituted para-quinone monoimine and para-quinone monooxime esters: V. Chlorination and bromination of N-arylsulfonyl-1,4-benzoquinone monoimines dialkyl-substituted in the quinoid ring","Avdeenko, A. P.; Konovalova, S. A.","Russian Journal of Organic Chemistry (2006), 42(5), 669-682","Halogenation of N-substituted para-quinone monoimine and para-quinone monooxime esters: V. Chlorination and bromination of N-arylsulfonyl-1,4-benzoquinone monoimines dialkyl-substituted in the quinoid ring | Avdeenko, A. P.; Konovalova, S. A. | Russian Journal of Organic Chemistry (2006), 42(5), 669-682",307553-87-3,326006-06-8,7782-50-5,,,,,,,,"General/Typical Procedure: Chlorination of quinone imines Ia-Ic-IIIa-IIIc, XXXIIIa , XXXIIIb , XXXIVa, XXXIVb , and aminophenol s XIIa-XIIc-XIVa-XIVc , XLIVa, XLIVb, XLIXa, and XLIXb. Through a solution of 2 mmol of compounds under study in 3 ml of CHCl3, AcOH, DMF or a mixture DMF-AcOH, 1:5, was passed a steam of dry chlorine at a rate 15-20 ml/min at 25 -30°C. The ratio initial substance-chlorine was controlled by the weight gain, and it was varied in the range 1 : 1 -1:3. In several hours the reaction products were filtered off. All compounds obtained were recrystallized from acetic acid. 3,6-Dimethyl-4-tosylimino-5,6-dichloro-2-cyclohexen-1-one (IVb). Yield 82%. mp 108-109°C. 1H NMR spectrum, δ, ppm: 6.51 q (1H, H 2 ), 6.26 s (1H, H 5 ), 2.06 d (3H, Me 3 ),1.91 s [3H, Me 6 t(H2 , Me 3 ) 1.2 Hz], 7.37-7.94 d.d (4H in Ts), 2.47C (3H, Me in Ts). Found, %: Cl 19.68, 19.75. C15H15Cl2NO3S. Calculated, %: Cl 19.68.",1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""307553-87-3"", ""smiles"": ""CC1=CC(=NS(=O)(=O)c2ccc(C)cc2)C(C)=CC1=O""}]","[{""index"": 1, ""cas_rn"": ""326006-06-8"", ""yield_pct"": ""82"", ""smiles"": ""CC1=CC(=O)C(C)(Cl)C(Cl)C1=NS(=O)(=O)c1ccc(C)cc1""}]","[{""index"": 1, ""cas_rn"": ""7782-50-5""}]",[],[],no experimental detail,
31-268-CAS-9791444,31-268-CAS-9791444,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,79,,,C1=CCCCC1,Br[C@@H]1CCCC[C@H]1Br,C1=CCCCC1>>Br[C@@H]1CCCC[C@H]1Br,Manganese-mediated novel dibromination of olefins with tetradecyltrimethylammonium permanganate and trimethylbromosilane,"Hazra, Braja G.; Chordia, Mahendra D.; Bahule, Bharat B.; Pore, Vandana S.; Basu; Sourav, Basu","Journal of the Chemical Society, Perkin Transactions 1: Organic and Bio-Organic Chemistry (1972-1999) (1994), (13), 1667-9","Manganese-mediated novel dibromination of olefins with tetradecyltrimethylammonium permanganate and trimethylbromosilane | Hazra, Braja G.; Chordia, Mahendra D.; Bahule, Bharat B.; Pore, Vandana S.; Basu; Sourav, Basu | Journal of the Chemical Society, Perkin Transactions 1: Organic and Bio-Organic Chemistry (1972-1999) (1994), (13), 1667-9",110-83-8,7429-37-0,"2857-97-8, 158225-86-6",,75-09-2,,,,,,,1,1,79,,,,,,,"{""1"": 79}","[{""index"": 1, ""cas_rn"": ""110-83-8"", ""smiles"": ""C1=CCCCC1""}]","[{""index"": 1, ""cas_rn"": ""7429-37-0"", ""yield_pct"": ""79"", ""smiles"": ""Br[C@@H]1CCCC[C@H]1Br""}]","[{""index"": 1, ""cas_rn"": ""2857-97-8""}, {""index"": 2, ""cas_rn"": ""158225-86-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]",stereoselective,
31-268-CAS-9816902,31-268-CAS-9816902,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,83,,,CC(=O)OC1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)CC[C@@H]32)C1,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(C)=O)CC[C@H]4[C@@H]3C[C@@H](Cl)[C@@]2(Cl)C1,CC(=O)OC1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)CC[C@@H]32)C1>>CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(C)=O)CC[C@H]4[C@@H]3C[C@@H](Cl)[C@@]2(Cl)C1,"Syntheses of hormones from 5,6-dichloro steroids. I. Addition of chlorine to pregnenolone acetate","Cutler, Frank A. Jr.; Mandell, Leon; Shew, Daniel; Fisher, James F.; Chemerda, John M.","Journal of Organic Chemistry (1959), 241621-5","Syntheses of hormones from 5,6-dichloro steroids. I. Addition of chlorine to pregnenolone acetate | Cutler, Frank A. Jr.; Mandell, Leon; Shew, Daniel; Fisher, James F.; Chemerda, John M. | Journal of Organic Chemistry (1959), 241621-5",97414-58-9,983-54-0,"110-86-1, 7782-50-5",,71-43-2,,,,,,,1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""97414-58-9"", ""smiles"": ""CC(=O)OC1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)CC[C@@H]32)C1""}]","[{""index"": 1, ""cas_rn"": ""983-54-0"", ""yield_pct"": ""83"", ""smiles"": ""CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(C)=O)CC[C@H]4[C@@H]3C[C@@H](Cl)[C@@]2(Cl)C1""}]","[{""index"": 1, ""cas_rn"": ""110-86-1""}, {""index"": 2, ""cas_rn"": ""7782-50-5""}]",[],"[{""index"": 1, ""cas_rn"": ""71-43-2""}]","Classification: ""1,2-Addition""; Chemoselective; Diastereoselective; Chlorination; # Conditions: Cl2 pyridine benzene; 20 deg",
31-268-CAS-9823229,31-268-CAS-9823229,Reaction_20251110_1707 (2).rdf,Addition of Halogens to Double or Triple Bonds,70,,,CCCN(CC#CCN(CCC)CCC)CCC,Br.CCCN(CCC)CC(Br)=C(Br)CN(CCC)CCC,CCCN(CC#CCN(CCC)CCC)CCC>>Br.CCCN(CCC)CC(Br)=C(Br)CN(CCC)CCC,"Synthesis and certain transformations of 2,3-dibromobut-2-ene-1,4-diylbis(dialkylamines)","Saakyan, T. A.; Gyul'nazaryan, A. Kh.; Markaryan, N. O.","Russian Journal of General Chemistry (2007), 77(9), 1519-1521","Synthesis and certain transformations of 2,3-dibromobut-2-ene-1,4-diylbis(dialkylamines) | Saakyan, T. A.; Gyul'nazaryan, A. Kh.; Markaryan, N. O. | Russian Journal of General Chemistry (2007), 77(9), 1519-1521",1048376-99-3,1048377-01-0,"10035-10-6, 7726-95-6, 67-64-1",,7732-18-5,,,,,,"General/Typical Procedure: 2,3-Dibromobut-2-ene-1,4-diylbis(dialkylamines) IIa-IIc. Aqueous HBr (40%, 21 ml) was added drop-wise to 0.05 mol of but-2-yne-1,4-diylbis(alkylamine). The resulting salt was treated in situ at room temperature and vigorous stirring with 16 g of bromine, and the complex of bromine with the corresponding amine hydrobromide was filtered off. The UV spectra of all the complexes contain absorption bands at 220 and 270 nm (in the parent compounds, at 205 nm), characteristic for such complexes. The complexes were decomposed with acetone (chemical grade). Compound: Ib, Yield: 70%. Mp: 175-176 °C, Rf: 0.42, 1HNMR spectra, δ, ppm (J, Hz): 0.99 t (12H, CH2CH3, J7.5), 1.68 m (8H, CH2CH3), 3.40 m (8H, CH2C2H5), 4.40 s (4H, ═CBrCH2), 9.60 br.s (2H, HBr). Formula: C16H34Br4N2, Found, %:Br: 27.05, N: 4.79, Calculated, %: Br: 27.87, N: 4.85, M: found: 580 , calculated: 584.",3,1,70,,,,,,,"{""1"": 70}","[{""index"": 1, ""cas_rn"": ""1048376-99-3"", ""smiles"": ""CCCN(CC#CCN(CCC)CCC)CCC""}]","[{""index"": 1, ""cas_rn"": ""1048377-01-0"", ""yield_pct"": ""70"", ""smiles"": ""Br.CCCN(CCC)CC(Br)=C(Br)CN(CCC)CCC""}]","[{""index"": 1, ""cas_rn"": ""10035-10-6""}, {""index"": 2, ""cas_rn"": ""7726-95-6""}, {""index"": 3, ""cas_rn"": ""67-64-1""}]",[],"[{""index"": 1, ""cas_rn"": ""7732-18-5""}]",,
31-268-CAS-9830321,31-268-CAS-9830321,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,83,,,C=CCC(=O)O,O=C(O)CC(Br)CBr,C=CCC(=O)O>>O=C(O)CC(Br)CBr,Phase-Vanishing Reactions with PTFE (Teflon) as a Phase Screen,"Van Zee, Nathan J.; Dragojlovic, Veljko","Organic Letters (2009), 11(15), 3190-3193","Phase-Vanishing Reactions with PTFE (Teflon) as a Phase Screen | Van Zee, Nathan J.; Dragojlovic, Veljko | Organic Letters (2009), 11(15), 3190-3193",625-38-7,16507-32-7,7726-95-6,,75-09-2,,,,,,"3,4-Dibromobutanoic acid (5). A stirring bar, 0.175 g (2.0 mmol) of vinylacetic acid and 2.0 mL of dichloromethane were placed into a 4 mL vial. A PTFE sealed tube filled with 0.12 mL (2.4 mmol) of bromine was inserted into the solution. Dichloromethane solution was quickly drawn into the tube. Discoloration of bromine was completed within 5 minutes. Evaporation of ethyl acetate under reduced pressure gave 0.408 g (83%) of 3,4-dibromobutanoic acid (5). The crude product gave a satisfactory 1H NMR spectrum. 3,4-Dibromobutanoic acid (5), yield 0.408 g (83%) 1H NMR (400 MHz, CDCl3) δ 2.90 (dd, 1H, J = 16.8, 9.2), 3.28 (dd, 1H, J = 16.8, 4.0), 3.88 (dd, 1H, J = 10.4, 8.0), 3.97 (dd, J = 10.4, 4.8), 4.56 (m, 1H).",1,1,83,,,,,,,"{""1"": 83}","[{""index"": 1, ""cas_rn"": ""625-38-7"", ""smiles"": ""C=CCC(=O)O""}]","[{""index"": 1, ""cas_rn"": ""16507-32-7"", ""yield_pct"": ""83"", ""smiles"": ""O=C(O)CC(Br)CBr""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],"[{""index"": 1, ""cas_rn"": ""75-09-2""}]","phase-vanishing reaction conditions, PFTE tape (teflon tape) used",
31-268-CAS-9839586,31-268-CAS-9839586,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,82,,,C=CCCCC,CCCCC(Br)CBr,C=CCCCC>>CCCCC(Br)CBr,An efficient bromination of alkenes using cerium(IV) ammonium nitrate (CAN) and potassium bromide,"Nair, V.; Panicker, S. B.; Augustine, A.; George, T. G.; Thomas, S.; Vairamani, M.","Tetrahedron (2001), 57(34), 7417-7422","An efficient bromination of alkenes using cerium(IV) ammonium nitrate (CAN) and potassium bromide | Nair, V.; Panicker, S. B.; Augustine, A.; George, T. G.; Thomas, S.; Vairamani, M. | Tetrahedron (2001), 57(34), 7417-7422",592-41-6,624-20-4,10139-51-2,7758-02-3,"75-09-2, 7732-18-5",,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""592-41-6"", ""smiles"": ""C=CCCCC""}]","[{""index"": 1, ""cas_rn"": ""624-20-4"", ""yield_pct"": ""82"", ""smiles"": ""CCCCC(Br)CBr""}]","[{""index"": 1, ""cas_rn"": ""10139-51-2""}]","[{""index"": 1, ""cas_rn"": ""7758-02-3""}]","[{""index"": 1, ""cas_rn"": ""75-09-2""}, {""index"": 2, ""cas_rn"": ""7732-18-5""}]",,
31-268-CAS-9846090,31-268-CAS-9846090,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,82,,,C=CO[Si](C)(C)OCC,CCO[Si](C)(C)OC(Br)CBr,C=CO[Si](C)(C)OCC>>CCO[Si](C)(C)OC(Br)CBr,Reaction of vinyloxyorganosilanes with halogens,"Komarov, N. V.; Lisovin, E. G.","Zhurnal Obshchei Khimii (1978), 48(9), 2136-7","Reaction of vinyloxyorganosilanes with halogens | Komarov, N. V.; Lisovin, E. G. | Zhurnal Obshchei Khimii (1978), 48(9), 2136-7",64487-39-4,68490-40-4,7726-95-6,,,,,,,,,1,1,82,,,,,,,"{""1"": 82}","[{""index"": 1, ""cas_rn"": ""64487-39-4"", ""smiles"": ""C=CO[Si](C)(C)OCC""}]","[{""index"": 1, ""cas_rn"": ""68490-40-4"", ""yield_pct"": ""82"", ""smiles"": ""CCO[Si](C)(C)OC(Br)CBr""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}]",[],[],,
31-268-CAS-9878084,31-268-CAS-9878084,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,86,,,C=CCc1cc(OC)c(OC)cc1Cl,COc1cc(Cl)c(CC(Br)CBr)cc1OC,C=CCc1cc(OC)c(OC)cc1Cl>>COc1cc(Cl)c(CC(Br)CBr)cc1OC,"Metal-Free, Regio- and Stereoselective Synthesis of Linear (E)-Allylic Compounds Using C, N, O, and S Nucleophiles","Huang, Xiaojun; Fulton, Brandon; White, Kana; Bugarin, Alejandro","Organic Letters (2015), 17(11), 2594-2597","Metal-Free, Regio- and Stereoselective Synthesis of Linear (E)-Allylic Compounds Using C, N, O, and S Nucleophiles | Huang, Xiaojun; Fulton, Brandon; White, Kana; Bugarin, Alejandro | Organic Letters (2015), 17(11), 2594-2597",1774353-71-7,1774353-86-4,"7726-95-6, 7782-44-7",,67-66-3,,,,,,,1,1,86,,,,,,,"{""1"": 86}","[{""index"": 1, ""cas_rn"": ""1774353-71-7"", ""smiles"": ""C=CCc1cc(OC)c(OC)cc1Cl""}]","[{""index"": 1, ""cas_rn"": ""1774353-86-4"", ""yield_pct"": ""86"", ""smiles"": ""COc1cc(Cl)c(CC(Br)CBr)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""7726-95-6""}, {""index"": 2, ""cas_rn"": ""7782-44-7""}]",[],"[{""index"": 1, ""cas_rn"": ""67-66-3""}]",,
31-268-CAS-9879801,31-268-CAS-9879801,Reaction_20251110_1707 (1).rdf,Addition of Halogens to Double or Triple Bonds,84,,,C#CCCCCCC,CCCCCC/C(Cl)=C\Cl,C#CCCCCCC>>CCCCCC/C(Cl)=C\Cl,"Selective 1,2-dihalogenation and oxy-1,1-dihalogenation of alkynes by N-halosuccinimides","Liu, Jinhua; Li, Wenjuan; Wang, Chao; Li, Yao; Li, Zhiping","Tetrahedron Letters (2011), 52(33), 4320-4323","Selective 1,2-dihalogenation and oxy-1,1-dihalogenation of alkynes by N-halosuccinimides | Liu, Jinhua; Li, Wenjuan; Wang, Chao; Li, Yao; Li, Zhiping | Tetrahedron Letters (2011), 52(33), 4320-4323",629-05-0,59697-52-8,128-09-6,,109-99-9,,,,,,,1,1,84,,,,,,,"{""1"": 84}","[{""index"": 1, ""cas_rn"": ""629-05-0"", ""smiles"": ""C#CCCCCCC""}]","[{""index"": 1, ""cas_rn"": ""59697-52-8"", ""yield_pct"": ""84"", ""smiles"": ""CCCCCC/C(Cl)=C\\Cl""}]","[{""index"": 1, ""cas_rn"": ""128-09-6""}]",[],"[{""index"": 1, ""cas_rn"": ""109-99-9""}]",stereoselective,
