reaction_id,duplicate_reaction_ids,source_files,reaction_type,yield_pct,temperature_c,time_h,reactant_smiles,product_smiles,reaction_smiles,title,authors,citation,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,product_yields_json,reactants_json,products_json,reagents_json,catalysts_json,solvents_json,notes,structure_warnings
31-244-CAS-20634429,31-244-CAS-20634429,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,96,,,Cc1ccc(S(=O)(=O)/C(=C/c2cccc([N+](=O)[O-])c2)C(=O)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)[C@H](Cc2cccc([N+](=O)[O-])c2)[C@H](O)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)/C(=C/c2cccc([N+](=O)[O-])c2)C(=O)c2ccccc2)cc1>>Cc1ccc(S(=O)(=O)[C@H](Cc2cccc([N+](=O)[O-])c2)[C@H](O)c2ccccc2)cc1,Synthesis of 2-Sulfonyl Indenes and Indanes,"Chang, Meng-Yang; Wu, Yan-Shin; Tsai, Yu-Lin; Chen, Hsing-Yin","Journal of Organic Chemistry (2019), 84(18), 11699-11723","Synthesis of 2-Sulfonyl Indenes and Indanes | Chang, Meng-Yang; Wu, Yan-Shin; Tsai, Yu-Lin; Chen, Hsing-Yin | Journal of Organic Chemistry (2019), 84(18), 11699-11723",2376381-99-4,2376381-64-3,16940-66-2,,"67-56-1, 109-99-9",,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""2376381-99-4"", ""smiles"": ""Cc1ccc(S(=O)(=O)/C(=C/c2cccc([N+](=O)[O-])c2)C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2376381-64-3"", ""yield_pct"": ""96"", ""smiles"": ""Cc1ccc(S(=O)(=O)[C@H](Cc2cccc([N+](=O)[O-])c2)[C@H](O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]",stereoselective,
31-244-CAS-20634442,31-244-CAS-20634442,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,96,,,Cc1ccc(S(=O)(=O)/C(=C/c2cccnc2)C(=O)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)[C@H](Cc2cccnc2)[C@H](O)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)/C(=C/c2cccnc2)C(=O)c2ccccc2)cc1>>Cc1ccc(S(=O)(=O)[C@H](Cc2cccnc2)[C@H](O)c2ccccc2)cc1,Synthesis of 2-Sulfonyl Indenes and Indanes,"Chang, Meng-Yang; Wu, Yan-Shin; Tsai, Yu-Lin; Chen, Hsing-Yin","Journal of Organic Chemistry (2019), 84(18), 11699-11723","Synthesis of 2-Sulfonyl Indenes and Indanes | Chang, Meng-Yang; Wu, Yan-Shin; Tsai, Yu-Lin; Chen, Hsing-Yin | Journal of Organic Chemistry (2019), 84(18), 11699-11723",2376382-04-4,2376381-69-8,16940-66-2,,"67-56-1, 109-99-9",,,,,,,1,1,96,,,,,,,"{""1"": 96}","[{""index"": 1, ""cas_rn"": ""2376382-04-4"", ""smiles"": ""Cc1ccc(S(=O)(=O)/C(=C/c2cccnc2)C(=O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""2376381-69-8"", ""yield_pct"": ""96"", ""smiles"": ""Cc1ccc(S(=O)(=O)[C@H](Cc2cccnc2)[C@H](O)c2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]",stereoselective,
31-244-CAS-20634455,31-244-CAS-20634455,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,98,,,COc1ccc(/C=C(\C(=O)c2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC,COc1ccc(C[C@H]([C@H](O)c2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC,COc1ccc(/C=C(\C(=O)c2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC>>COc1ccc(C[C@H]([C@H](O)c2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC,Synthesis of 2-Sulfonyl Indenes and Indanes,"Chang, Meng-Yang; Wu, Yan-Shin; Tsai, Yu-Lin; Chen, Hsing-Yin","Journal of Organic Chemistry (2019), 84(18), 11699-11723","Synthesis of 2-Sulfonyl Indenes and Indanes | Chang, Meng-Yang; Wu, Yan-Shin; Tsai, Yu-Lin; Chen, Hsing-Yin | Journal of Organic Chemistry (2019), 84(18), 11699-11723",2376382-09-9,2376381-74-5,16940-66-2,,"67-56-1, 109-99-9",,,,,,,1,1,98,,,,,,,"{""1"": 98}","[{""index"": 1, ""cas_rn"": ""2376382-09-9"", ""smiles"": ""COc1ccc(/C=C(\\C(=O)c2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""2376381-74-5"", ""yield_pct"": ""98"", ""smiles"": ""COc1ccc(C[C@H]([C@H](O)c2ccc(C(F)(F)F)cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]",stereoselective,
31-244-CAS-20634456,31-244-CAS-20634456,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,94,,,COc1ccc(/C=C(\C(=O)c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC,COc1ccc(C[C@H]([C@H](O)c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC,COc1ccc(/C=C(\C(=O)c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC>>COc1ccc(C[C@H]([C@H](O)c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC,Synthesis of 2-Sulfonyl Indenes and Indanes,"Chang, Meng-Yang; Wu, Yan-Shin; Tsai, Yu-Lin; Chen, Hsing-Yin","Journal of Organic Chemistry (2019), 84(18), 11699-11723","Synthesis of 2-Sulfonyl Indenes and Indanes | Chang, Meng-Yang; Wu, Yan-Shin; Tsai, Yu-Lin; Chen, Hsing-Yin | Journal of Organic Chemistry (2019), 84(18), 11699-11723",2376382-10-2,2376381-75-6,16940-66-2,,"67-56-1, 109-99-9",,,,,,,1,1,94,,,,,,,"{""1"": 94}","[{""index"": 1, ""cas_rn"": ""2376382-10-2"", ""smiles"": ""COc1ccc(/C=C(\\C(=O)c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""2376381-75-6"", ""yield_pct"": ""94"", ""smiles"": ""COc1ccc(C[C@H]([C@H](O)c2ccc([N+](=O)[O-])cc2)S(=O)(=O)c2ccc(C)cc2)cc1OC""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]",[],"[{""index"": 1, ""cas_rn"": ""67-56-1""}, {""index"": 2, ""cas_rn"": ""109-99-9""}]",stereoselective,
31-244-CAS-23891579,31-244-CAS-23891579,Reaction_20251106_1651 (1).rdf,NaBH4 carbonyl reductions,95,,,C[C@@H]1OC(C)(C)O[C@H]1/C=C/C(=O)c1ccco1,C[C@@H]1OC(C)(C)O[C@H]1CC[C@H](O)c1ccco1,C[C@@H]1OC(C)(C)O[C@H]1/C=C/C(=O)c1ccco1>>C[C@@H]1OC(C)(C)O[C@H]1CC[C@H](O)c1ccco1,Synthesis and direct comparison of the anticancer activities of phomopsolides D and E and two 7-oxa-/7-aza-analogues,"Aljahdali, Alhanouf Z.; Freedman, Seth A.; Scott, Jana; Li, Miaosheng; O'Doherty, George A.","MedChemComm (2019), 10(7), 1205-1211","Synthesis and direct comparison of the anticancer activities of phomopsolides D and E and two 7-oxa-/7-aza-analogues | Aljahdali, Alhanouf Z.; Freedman, Seth A.; Scott, Jana; Li, Miaosheng; O'Doherty, George A. | MedChemComm (2019), 10(7), 1205-1211",763102-46-1,763102-49-4,15077-13-1,174813-81-1,,,,,,,,1,1,95,,,,,,,"{""1"": 95}","[{""index"": 1, ""cas_rn"": ""763102-46-1"", ""smiles"": ""C[C@@H]1OC(C)(C)O[C@H]1/C=C/C(=O)c1ccco1""}]","[{""index"": 1, ""cas_rn"": ""763102-49-4"", ""yield_pct"": ""95"", ""smiles"": ""C[C@@H]1OC(C)(C)O[C@H]1CC[C@H](O)c1ccco1""}]","[{""index"": 1, ""cas_rn"": ""15077-13-1""}]","[{""index"": 1, ""cas_rn"": ""174813-81-1""}]",[],,
31-244-CAS-6650754,31-244-CAS-6650754,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,1,,,CC(=O)/C=C/c1ccccc1,CC(O)CCc1ccccc1.CC(=O)CCc1ccccc1.CC(O)/C=C/c1ccccc1,CC(=O)/C=C/c1ccccc1>>CC(O)CCc1ccccc1.CC(=O)CCc1ccccc1.CC(O)/C=C/c1ccccc1,Probing the effect of heterocycle-bonding in PNX-type ruthenium pre-catalysts for reactions involving H2,"Xu, W.; Langer, R.","Dalton Transactions (2015), 44(38), 16785-16790","Probing the effect of heterocycle-bonding in PNX-type ruthenium pre-catalysts for reactions involving H2 | Xu, W.; Langer, R. | Dalton Transactions (2015), 44(38), 16785-16790",1896-62-4,"2344-70-9, 2550-26-7, 36004-04-3","865-47-4, 1333-74-0",1388712-91-1,67-63-0,,,,,,,1,1,1,,99,,,,,"{""1"": 1, ""3"": 99}","[{""index"": 1, ""cas_rn"": ""1896-62-4"", ""smiles"": ""CC(=O)/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""2344-70-9"", ""yield_pct"": ""1"", ""smiles"": ""CC(O)CCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""2550-26-7"", ""smiles"": ""CC(=O)CCc1ccccc1""}, {""index"": 3, ""cas_rn"": ""36004-04-3"", ""yield_pct"": ""99"", ""smiles"": ""CC(O)/C=C/c1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""865-47-4""}, {""index"": 2, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""1388712-91-1""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]",alternative preparation gave lower yield,
31-313-CAS-20685786,31-313-CAS-20685786,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,8,,,Nc1ccccc1.O=Cc1ccc2ccccc2n1,OC[C@@H]1CCc2ccccc2N1.c1ccc(NC[C@@H]2CCc3ccccc3N2)cc1,Nc1ccccc1.O=Cc1ccc2ccccc2n1>>OC[C@@H]1CCc2ccccc2N1.c1ccc(NC[C@@H]2CCc3ccccc3N2)cc1,Consecutive Intermolecular Reductive Amination/Asymmetric Hydrogenation: Facile Access to Sterically Tunable Chiral Vicinal Diamines and N-Heterocyclic Carbenes,"Chen, Ya; Pan, Yixiao; He, Yan-Mei; Fan, Qing-Hua","Angewandte Chemie, International Edition (2019), 58(47), 16831-16834","Consecutive Intermolecular Reductive Amination/Asymmetric Hydrogenation: Facile Access to Sterically Tunable Chiral Vicinal Diamines and N-Heterocyclic Carbenes | Chen, Ya; Pan, Yixiao; He, Yan-Mei; Fan, Qing-Hua | Angewandte Chemie, International Edition (2019), 58(47), 16831-16834","62-53-3, 5470-96-2","63430-96-6, 2379832-30-9",1333-74-0,2379832-71-8,67-63-0,,,,,,,1,1,8,92,,,,,,"{""1"": 8, ""2"": 92}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""5470-96-2"", ""smiles"": ""O=Cc1ccc2ccccc2n1""}]","[{""index"": 1, ""cas_rn"": ""63430-96-6"", ""yield_pct"": ""8"", ""smiles"": ""OC[C@@H]1CCc2ccccc2N1""}, {""index"": 2, ""cas_rn"": ""2379832-30-9"", ""yield_pct"": ""92"", ""smiles"": ""c1ccc(NC[C@@H]2CCc3ccccc3N2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""2379832-71-8""}]","[{""index"": 1, ""cas_rn"": ""67-63-0""}]","high pressure, stereoselective, glove box used, autoclave used, alternate reaction conditions also shown, %ee of product (with 92% yield) = 95%",
31-313-CAS-20685788,31-313-CAS-20685788,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,11,,,Nc1ccccc1.O=Cc1ccc2ccccc2n1,OCc1ccc2ccccc2n1.c1ccc(NCc2ccc3ccccc3n2)cc1,Nc1ccccc1.O=Cc1ccc2ccccc2n1>>OCc1ccc2ccccc2n1.c1ccc(NCc2ccc3ccccc3n2)cc1,Consecutive Intermolecular Reductive Amination/Asymmetric Hydrogenation: Facile Access to Sterically Tunable Chiral Vicinal Diamines and N-Heterocyclic Carbenes,"Chen, Ya; Pan, Yixiao; He, Yan-Mei; Fan, Qing-Hua","Angewandte Chemie, International Edition (2019), 58(47), 16831-16834","Consecutive Intermolecular Reductive Amination/Asymmetric Hydrogenation: Facile Access to Sterically Tunable Chiral Vicinal Diamines and N-Heterocyclic Carbenes | Chen, Ya; Pan, Yixiao; He, Yan-Mei; Fan, Qing-Hua | Angewandte Chemie, International Edition (2019), 58(47), 16831-16834","62-53-3, 5470-96-2","1780-17-2, 27114-21-2",1333-74-0,1095282-31-7,67-56-1,,,,,,,1,1,11,89,,,,,,"{""1"": 11, ""2"": 89}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""5470-96-2"", ""smiles"": ""O=Cc1ccc2ccccc2n1""}]","[{""index"": 1, ""cas_rn"": ""1780-17-2"", ""yield_pct"": ""11"", ""smiles"": ""OCc1ccc2ccccc2n1""}, {""index"": 2, ""cas_rn"": ""27114-21-2"", ""yield_pct"": ""89"", ""smiles"": ""c1ccc(NCc2ccc3ccccc3n2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""1095282-31-7""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}]","stereoselective, glove box used, autoclave used, alternate reaction conditions also shown, conversion is greater than 99%",
31-313-CAS-20685789,31-313-CAS-20685789,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,12,,,Nc1ccccc1.O=Cc1ccc2ccccc2n1,OCc1ccc2ccccc2n1.c1ccc(NCc2ccc3ccccc3n2)cc1.c1ccc(NC[C@@H]2CCc3ccccc3N2)cc1,Nc1ccccc1.O=Cc1ccc2ccccc2n1>>OCc1ccc2ccccc2n1.c1ccc(NCc2ccc3ccccc3n2)cc1.c1ccc(NC[C@@H]2CCc3ccccc3N2)cc1,Consecutive Intermolecular Reductive Amination/Asymmetric Hydrogenation: Facile Access to Sterically Tunable Chiral Vicinal Diamines and N-Heterocyclic Carbenes,"Chen, Ya; Pan, Yixiao; He, Yan-Mei; Fan, Qing-Hua","Angewandte Chemie, International Edition (2019), 58(47), 16831-16834","Consecutive Intermolecular Reductive Amination/Asymmetric Hydrogenation: Facile Access to Sterically Tunable Chiral Vicinal Diamines and N-Heterocyclic Carbenes | Chen, Ya; Pan, Yixiao; He, Yan-Mei; Fan, Qing-Hua | Angewandte Chemie, International Edition (2019), 58(47), 16831-16834","62-53-3, 5470-96-2","1780-17-2, 27114-21-2, 2379832-30-9",1333-74-0,1095282-31-7,67-56-1,,,,,,,1,1,12,81,7,,,,,"{""1"": 12, ""2"": 81, ""3"": 7}","[{""index"": 1, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}, {""index"": 2, ""cas_rn"": ""5470-96-2"", ""smiles"": ""O=Cc1ccc2ccccc2n1""}]","[{""index"": 1, ""cas_rn"": ""1780-17-2"", ""yield_pct"": ""12"", ""smiles"": ""OCc1ccc2ccccc2n1""}, {""index"": 2, ""cas_rn"": ""27114-21-2"", ""yield_pct"": ""81"", ""smiles"": ""c1ccc(NCc2ccc3ccccc3n2)cc1""}, {""index"": 3, ""cas_rn"": ""2379832-30-9"", ""yield_pct"": ""7"", ""smiles"": ""c1ccc(NC[C@@H]2CCc3ccccc3N2)cc1""}]","[{""index"": 1, ""cas_rn"": ""1333-74-0""}]","[{""index"": 1, ""cas_rn"": ""1095282-31-7""}]","[{""index"": 1, ""cas_rn"": ""67-56-1""}]","stereoselective, glove box used, autoclave used, alternate reaction conditions also shown, conversion is greater than 99%, %ee of product (with 38% yield) = 97%",
31-313-CAS-21352737,31-313-CAS-21352737,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,86,,,O=Cc1ccccc1.Nc1ccccc1,OCc1ccccc1.c1ccc(CNc2ccccc2)cc1,O=Cc1ccccc1.Nc1ccccc1>>OCc1ccccc1.c1ccc(CNc2ccccc2)cc1,Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride,"Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano","European Journal of Organic Chemistry (2020), 2020(2), 162-168","Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride | Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano | European Journal of Organic Chemistry (2020), 2020(2), 162-168","100-52-7, 62-53-3","100-51-6, 103-32-2",16940-66-2,2408683-14-5,"5614-37-9, 67-56-1",,,,,,,3,1,,86,,,,,,"{""2"": 86}","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""smiles"": ""O=Cc1ccccc1""}, {""index"": 2, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""103-32-2"", ""yield_pct"": ""86"", ""smiles"": ""c1ccc(CNc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""2408683-14-5""}]","[{""index"": 1, ""cas_rn"": ""5614-37-9""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, green chemistry, green chemistry-solvent, 91% selectivity toward amine, alternative reaction conditions shown",
31-313-CAS-21352746,31-313-CAS-21352746,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,85,,,O=Cc1ccccc1.NCCc1ccccc1,OCc1ccccc1.c1ccc(CCNCc2ccccc2)cc1,O=Cc1ccccc1.NCCc1ccccc1>>OCc1ccccc1.c1ccc(CCNCc2ccccc2)cc1,Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride,"Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano","European Journal of Organic Chemistry (2020), 2020(2), 162-168","Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride | Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano | European Journal of Organic Chemistry (2020), 2020(2), 162-168","100-52-7, 64-04-0","100-51-6, 3647-71-0",16940-66-2,2408683-14-5,"5614-37-9, 67-56-1",,,,,,,3,1,,85,,,,,,"{""2"": 85}","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""smiles"": ""O=Cc1ccccc1""}, {""index"": 2, ""cas_rn"": ""64-04-0"", ""smiles"": ""NCCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""3647-71-0"", ""yield_pct"": ""85"", ""smiles"": ""c1ccc(CCNCc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""2408683-14-5""}]","[{""index"": 1, ""cas_rn"": ""5614-37-9""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, green chemistry, green chemistry-solvent, 90% selectivity toward amine",
31-313-CAS-21352750,31-313-CAS-21352750,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,84,,,O=Cc1ccccc1.C1CCNCC1,OCc1ccccc1.c1ccc(CN2CCCCC2)cc1,O=Cc1ccccc1.C1CCNCC1>>OCc1ccccc1.c1ccc(CN2CCCCC2)cc1,Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride,"Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano","European Journal of Organic Chemistry (2020), 2020(2), 162-168","Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride | Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano | European Journal of Organic Chemistry (2020), 2020(2), 162-168","100-52-7, 110-89-4","100-51-6, 2905-56-8",16940-66-2,2408683-14-5,"99-87-6, 67-56-1",,,,,,,3,1,,84,,,,,,"{""2"": 84}","[{""index"": 1, ""cas_rn"": ""100-52-7"", ""smiles"": ""O=Cc1ccccc1""}, {""index"": 2, ""cas_rn"": ""110-89-4"", ""smiles"": ""C1CCNCC1""}]","[{""index"": 1, ""cas_rn"": ""100-51-6"", ""smiles"": ""OCc1ccccc1""}, {""index"": 2, ""cas_rn"": ""2905-56-8"", ""yield_pct"": ""84"", ""smiles"": ""c1ccc(CN2CCCCC2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""2408683-14-5""}]","[{""index"": 1, ""cas_rn"": ""99-87-6""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, green chemistry, green chemistry-solvent, 91% selectivity toward amine",
31-313-CAS-21352758,31-313-CAS-21352758,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,82,,,COc1ccccc1C=O.Nc1ccccc1,COc1ccccc1CO.COc1ccccc1CNc1ccccc1,COc1ccccc1C=O.Nc1ccccc1>>COc1ccccc1CO.COc1ccccc1CNc1ccccc1,Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride,"Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano","European Journal of Organic Chemistry (2020), 2020(2), 162-168","Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride | Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano | European Journal of Organic Chemistry (2020), 2020(2), 162-168","135-02-4, 62-53-3","612-16-8, 77664-18-7",16940-66-2,2408683-14-5,"5614-37-9, 67-56-1",,,,,,,3,1,,82,,,,,,"{""2"": 82}","[{""index"": 1, ""cas_rn"": ""135-02-4"", ""smiles"": ""COc1ccccc1C=O""}, {""index"": 2, ""cas_rn"": ""62-53-3"", ""smiles"": ""Nc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""612-16-8"", ""smiles"": ""COc1ccccc1CO""}, {""index"": 2, ""cas_rn"": ""77664-18-7"", ""yield_pct"": ""82"", ""smiles"": ""COc1ccccc1CNc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""2408683-14-5""}]","[{""index"": 1, ""cas_rn"": ""5614-37-9""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, green chemistry, green chemistry-solvent, 88% selectivity toward amine",
31-313-CAS-21352767,31-313-CAS-21352767,Reaction_20251106_1651.rdf,NaBH4 carbonyl reductions,81,,,COc1ccc(C=O)cc1.NCc1ccccc1,COc1ccc(CO)cc1.COc1ccc(CNCc2ccccc2)cc1,COc1ccc(C=O)cc1.NCc1ccccc1>>COc1ccc(CO)cc1.COc1ccc(CNCc2ccccc2)cc1,Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride,"Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano","European Journal of Organic Chemistry (2020), 2020(2), 162-168","Efficient One-Pot Reductive Aminations of Carbonyl Compounds with Aquivion-Fe as a Recyclable Catalyst and Sodium Borohydride | Airoldi, Veronica; Piccolo, Oreste; Roda, Gabriella; Appiani, Rebecca; Bavo, Francesco; Tassini, Riccardo; Paganelli, Stefano; Arnoldi, Sebastiano; Pallavicini, Marco; Bolchi, Cristiano | European Journal of Organic Chemistry (2020), 2020(2), 162-168","123-11-5, 100-46-9","105-13-5, 14429-02-8",16940-66-2,2408683-14-5,"5614-37-9, 67-56-1",,,,,,,3,1,,81,,,,,,"{""2"": 81}","[{""index"": 1, ""cas_rn"": ""123-11-5"", ""smiles"": ""COc1ccc(C=O)cc1""}, {""index"": 2, ""cas_rn"": ""100-46-9"", ""smiles"": ""NCc1ccccc1""}]","[{""index"": 1, ""cas_rn"": ""105-13-5"", ""smiles"": ""COc1ccc(CO)cc1""}, {""index"": 2, ""cas_rn"": ""14429-02-8"", ""yield_pct"": ""81"", ""smiles"": ""COc1ccc(CNCc2ccccc2)cc1""}]","[{""index"": 1, ""cas_rn"": ""16940-66-2""}]","[{""index"": 1, ""cas_rn"": ""2408683-14-5""}]","[{""index"": 1, ""cas_rn"": ""5614-37-9""}, {""index"": 2, ""cas_rn"": ""67-56-1""}]","chemoselective, green chemistry, green chemistry-solvent, 83% selectivity toward amine",
