Reaction_Type_Standardized,Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,Reactant_Types_Key,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-Imino|Ar-R|Thiophene,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-Imino|Ar-R|Thiophene,False,"Ar-R,Ar-B(OH)2,Any-B(OH)2","H-NR2,Any-NHR,Ar-Imino,Any-Imino,Thiophene","Ar-R,Ar-NR2,Any-NR2,Ar-Imino,Any-Imino,Thiophene",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-Imino|Ar-R|Thiophene,Any-B(OH)2|Any-Imino|Any-NHR|Ar-B(OH)2|Ar-Imino|Ar-R|H-NR2|Thiophene,Any-Imino|Any-NR2|Ar-Imino|Ar-NR2|Ar-R|Thiophene,48.0,Cc1ccccc1B(O)O.c1csc(C2=NCCN2)c1>>Cc1ccccc1N1CCN=C1c1cccs1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,-0.7071067811865476
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-F|Ar-Imino|Ar-X,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-F|Ar-Imino|Ar-X,False,"Ar-F,Ar-X,Ar-B(OH)2,Any-B(OH)2","H-NR2,Any-NHR,Ar-Imino,Any-Imino","Ar-F,Ar-X,Ar-NR2,Any-NR2,Ar-Imino,Any-Imino",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-F|Ar-Imino|Ar-X,Any-B(OH)2|Any-Imino|Any-NHR|Ar-B(OH)2|Ar-F|Ar-Imino|Ar-X|H-NR2,Any-Imino|Any-NR2|Ar-F|Ar-Imino|Ar-NR2|Ar-X,79.0,OB(O)c1ccc(F)cc1.c1ccc2c(C3=NCCN3)cccc2c1>>Fc1ccc(N2CCN=C2c2cccc3ccccc23)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|Ar-R|R-OR,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|Ar-R|R-OR,False,"Ar-OR,Any-OR,R-OR,H-NR2,Any-NHR,Ar-Imino,Any-Imino","Ar-R,Ar-B(OH)2,Any-B(OH)2","Ar-R,Ar-NR2,Any-NR2,Ar-OR,Any-OR,R-OR,Ar-Imino,Any-Imino",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|Ar-R|R-OR,Any-B(OH)2|Any-Imino|Any-NHR|Any-OR|Ar-B(OH)2|Ar-Imino|Ar-OR|Ar-R|H-NR2|R-OR,Any-Imino|Any-NR2|Any-OR|Ar-Imino|Ar-NR2|Ar-OR|Ar-R|R-OR,24.0,COc1ccc(C2=NCCN2)cc1.Cc1ccccc1B(O)O>>COc1ccc(C2=NCCN2c2ccccc2C)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|R-OR,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|R-OR,False,"Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-OR,Any-OR,R-OR,H-NR2,Any-NHR,Ar-Imino,Any-Imino","Ar-NR2,Any-NR2,Ar-OR,Any-OR,R-OR,Ar-Imino,Any-Imino",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|R-OR,Any-B(OH)2|Any-Imino|Any-NHR|Any-OR|Ar-B(OH)2|Ar-Imino|Ar-OR|H-NR2|R-OR,Any-Imino|Any-NR2|Any-OR|Ar-Imino|Ar-NR2|Ar-OR|R-OR,46.0,COc1ccc(B(O)O)cc1OC.COc1cc(C2=NCCN2)cc(OC)c1OC>>COc1ccc(N2CCN=C2c2cc(OC)c(OC)c(OC)c2)cc1OC,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,-0.7071067811865476
Ar-B(OH)2|Ar-SO2NH2 -> H-Sulfonamide || Any-NH2|H-NHR,Ar-B(OH)2|Ar-SO2NH2 -> H-Sulfonamide || Any-NH2|H-NHR,False,"H-NHR,Any-NH2,Ar-SO2NH2,Any-SO2NH2,Any-SO2R","Ar-B(OH)2,Any-B(OH)2","H-NHR,Any-NH2,H-Sulfonamide,Any-Sulfonamide",Ar-B(OH)2|Ar-SO2NH2 -> H-Sulfonamide || Any-NH2|H-NHR,Any-B(OH)2|Any-NH2|Any-SO2NH2|Any-SO2R|Ar-B(OH)2|Ar-SO2NH2|H-NHR,Any-NH2|Any-Sulfonamide|H-NHR|H-Sulfonamide,47.0,Nc1ccccc1S(N)(=O)=O.OB(O)c1ccc2ccccc2c1>>Nc1ccccc1S(=O)(=O)Nc1ccc2ccccc2c1,7758-89-6,,Et3N,"1,4-Dioxane",,,,-0.9468132429494547
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|Pyridine|R-OR,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|Pyridine|R-OR,False,"Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","H-NR2,Any-NHR,Ar-Imino,Any-Imino,Pyridine","Ar-NR2,Any-NR2,Ar-OR,Any-OR,R-OR,Ar-Imino,Any-Imino,Pyridine",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|Pyridine|R-OR,Any-B(OH)2|Any-Imino|Any-NHR|Any-OR|Ar-B(OH)2|Ar-Imino|Ar-OR|H-NR2|Pyridine|R-OR,Any-Imino|Any-NR2|Any-OR|Ar-Imino|Ar-NR2|Ar-OR|Pyridine|R-OR,83.0,COc1ccc(B(O)O)cc1.c1cncc(C2=NCCN2)c1>>COc1ccc(N2CCN=C2c2cccnc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-F|Ar-X,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-F|Ar-X,False,"Ar-F,Ar-X,Ar-B(OH)2,Any-B(OH)2","H-NR2,Any-NHR,Any-Imino","Ar-F,Ar-X,Ar-NR2,Any-NR2,Any-Imino",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-F|Ar-X,Any-B(OH)2|Any-Imino|Any-NHR|Ar-B(OH)2|Ar-F|Ar-X|H-NR2,Any-Imino|Any-NR2|Ar-F|Ar-NR2|Ar-X,55.0,OB(O)c1ccc(F)cc1.C1CCC(C2=NCCN2)CC1>>Fc1ccc(N2CCN=C2C2CCCCC2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|R-OR|Thiophene,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|R-OR|Thiophene,False,"Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","H-NR2,Any-NHR,Ar-Imino,Any-Imino,Thiophene","Ar-NR2,Any-NR2,Ar-OR,Any-OR,R-OR,Ar-Imino,Any-Imino,Thiophene",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-OR|Ar-Imino|Ar-OR|R-OR|Thiophene,Any-B(OH)2|Any-Imino|Any-NHR|Any-OR|Ar-B(OH)2|Ar-Imino|Ar-OR|H-NR2|R-OR|Thiophene,Any-Imino|Any-NR2|Any-OR|Ar-Imino|Ar-NR2|Ar-OR|R-OR|Thiophene,85.0,COc1ccc(B(O)O)cc1.c1csc(C2=NCCN2)c1>>COc1ccc(N2CCN=C2c2cccs2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-NO2|Any-OR|Ar-Imino|Ar-NO2|Ar-OR|R-OR,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-NO2|Any-OR|Ar-Imino|Ar-NO2|Ar-OR|R-OR,False,"Ar-NO2,Any-NO2,H-NR2,Any-NHR,Ar-Imino,Any-Imino","Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-NO2,Any-NO2,Ar-NR2,Any-NR2,Ar-OR,Any-OR,R-OR,Ar-Imino,Any-Imino",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Any-NO2|Any-OR|Ar-Imino|Ar-NO2|Ar-OR|R-OR,Any-B(OH)2|Any-Imino|Any-NHR|Any-NO2|Any-OR|Ar-B(OH)2|Ar-Imino|Ar-NO2|Ar-OR|H-NR2|R-OR,Any-Imino|Any-NO2|Any-NR2|Any-OR|Ar-Imino|Ar-NO2|Ar-NR2|Ar-OR|R-OR,45.0,O=[N+]([O-])c1cccc(C2=NCCN2)c1.COc1ccc(B(O)O)cc1OC>>COc1ccc(N2CCN=C2c2cccc([N+](=O)[O-])c2)cc1OC,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-Imino|Furan,Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-Imino|Furan,False,"Ar-B(OH)2,Any-B(OH)2","H-NR2,Any-NHR,Ar-Imino,Any-Imino,Furan","Ar-NR2,Any-NR2,Ar-Imino,Any-Imino,Furan",Ar-B(OH)2|H-NR2 -> Ar-NR2 || Any-Imino|Ar-Imino|Furan,Any-B(OH)2|Any-Imino|Any-NHR|Ar-B(OH)2|Ar-Imino|Furan|H-NR2,Any-Imino|Any-NR2|Ar-Imino|Ar-NR2|Furan,86.0,OB(O)c1ccccc1.c1coc(C2=NCCN2)c1>>c1ccc(N2CCN=C2c2ccco2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Cl|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Cl|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-Cl,Ar-X,Ar-F,Ar-B(OH)2,Any-B(OH)2","Ar-Cl,Ar-X,Ar-F,Ar-NHAr,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Cl|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Any-NH2|Ar-B(OH)2|Ar-Cl|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN|H-NHR,Ar-Cl|Ar-F|Ar-NHAr|Ar-X|AromN-H|Benzimidazole|H-AromN,78.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(F)c(Cl)c1>>Fc1ccc(Nc2nc3ccccc3[nH]2)cc1Cl,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Ar|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Ar|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-Ar,Ar-F,Ar-X,Ar-B(OH)2,Any-B(OH)2","Ar-Ar,Ar-F,Ar-X,Ar-NHAr,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-Ar|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Any-NH2|Ar-Ar|Ar-B(OH)2|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN|H-NHR,Ar-Ar|Ar-F|Ar-NHAr|Ar-X|AromN-H|Benzimidazole|H-AromN,87.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(-c2ccccc2)c(F)c1>>Fc1cc(Nc2nc3ccccc3[nH]2)ccc1-c1ccccc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-F|Ar-X|AromN-H|Benzimidazole|Bn-OR|H-AromN,Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-F|Ar-X|AromN-H|Benzimidazole|Bn-OR|H-AromN,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-F,Ar-X,Ar-B(OH)2,Any-B(OH)2,Bn-OR","Ar-F,Ar-X,Ar-NHAr,H-AromN,AromN-H,Bn-OR,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || Ar-F|Ar-X|AromN-H|Benzimidazole|Bn-OR|H-AromN,Any-B(OH)2|Any-NH2|Ar-B(OH)2|Ar-F|Ar-X|AromN-H|Benzimidazole|Bn-OR|H-AromN|H-NHR,Ar-F|Ar-NHAr|Ar-X|AromN-H|Benzimidazole|Bn-OR|H-AromN,90.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(OCc2ccc(F)cc2)cc1>>Fc1ccc(COc2ccc(Nc3nc4ccccc4[nH]3)cc2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|Ar-R|AromN-H|Benzimidazole|H-AromN|R-OR,Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|Ar-R|AromN-H|Benzimidazole|H-AromN|R-OR,False,"Ar-R,Ar-B(OH)2,Any-B(OH)2","H-NHR,Any-NH2,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H,Benzimidazole","Ar-R,Ar-NHAr,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|Ar-R|AromN-H|Benzimidazole|H-AromN|R-OR,Any-B(OH)2|Any-NH2|Any-OR|Ar-B(OH)2|Ar-OR|Ar-R|AromN-H|Benzimidazole|H-AromN|H-NHR|R-OR,Any-OR|Ar-NHAr|Ar-OR|Ar-R|AromN-H|Benzimidazole|H-AromN|R-OR,81.0,Cc1ccc(B(O)O)cc1.COc1ccc2[nH]c(N)nc2c1>>COc1ccc2[nH]c(Nc3ccc(C)cc3)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN|Thiophene,Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN|Thiophene,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Thiophene","Ar-NHAr,H-AromN,AromN-H,Benzimidazole,Thiophene",Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN|Thiophene,Any-B(OH)2|Any-NH2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN|H-NHR|Thiophene,Ar-NHAr|AromN-H|Benzimidazole|H-AromN|Thiophene,70.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccsc1>>c1ccc2[nH]c(Nc3ccsc3)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR|RCH2-OR,Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR|RCH2-OR,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR,RCH2-OR","Ar-NHAr,Ar-OR,Any-OR,R-OR,RCH2-OR,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR|RCH2-OR,Any-B(OH)2|Any-NH2|Any-OR|Ar-B(OH)2|Ar-OR|AromN-H|Benzimidazole|H-AromN|H-NHR|R-OR|RCH2-OR,Any-OR|Ar-NHAr|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR|RCH2-OR,80.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc2c(c1)OCCO2>>c1ccc2[nH]c(Nc3ccc4c(c3)OCCO4)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-0.5773502691896274
Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2","Ar-NHAr,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Any-NH2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN|H-NHR,Ar-NHAr|AromN-H|Benzimidazole|H-AromN,87.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc2ccccc2c1>>c1ccc2cc(Nc3nc4ccccc4[nH]3)ccc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.5619514869490164
Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-F|Ar-OR|Ar-X|AromN-H|Benzimidazole|H-AromN|R-OR,Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-F|Ar-OR|Ar-X|AromN-H|Benzimidazole|H-AromN|R-OR,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-F,Ar-X,Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-F,Ar-X,Ar-NHAr,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-F|Ar-OR|Ar-X|AromN-H|Benzimidazole|H-AromN|R-OR,Any-B(OH)2|Any-NH2|Any-OR|Ar-B(OH)2|Ar-F|Ar-OR|Ar-X|AromN-H|Benzimidazole|H-AromN|H-NHR|R-OR,Any-OR|Ar-F|Ar-NHAr|Ar-OR|Ar-X|AromN-H|Benzimidazole|H-AromN|R-OR,82.0,Nc1nc2ccccc2[nH]1.COc1ccc(F)cc1B(O)O>>COc1ccc(F)cc1Nc1nc2ccccc2[nH]1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR|RCH2-OR,Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR|RCH2-OR,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR,RCH2-OR","Ar-NHAr,Ar-OR,Any-OR,R-OR,RCH2-OR,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR|RCH2-OR,Any-B(OH)2|Any-NH2|Any-OR|Ar-B(OH)2|Ar-OR|AromN-H|Benzimidazole|H-AromN|H-NHR|R-OR|RCH2-OR,Any-OR|Ar-NHAr|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR|RCH2-OR,85.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc2c(c1)OCO2>>c1ccc2[nH]c(Nc3ccc4c(c3)OCO4)nc2c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,1.15470053837925
Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-CN|Ar-CN|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-CN|Ar-CN|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,False,"H-NHR,Any-NH2,H-AromN,AromN-H,Benzimidazole","Ar-F,Ar-X,Ar-B(OH)2,Any-B(OH)2,Ar-CN,Any-CN","Ar-F,Ar-X,Ar-CN,Any-CN,Ar-NHAr,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-NHR -> Ar-NHAr || Any-CN|Ar-CN|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Any-CN|Any-NH2|Ar-B(OH)2|Ar-CN|Ar-F|Ar-X|AromN-H|Benzimidazole|H-AromN|H-NHR,Any-CN|Ar-CN|Ar-F|Ar-NHAr|Ar-X|AromN-H|Benzimidazole|H-AromN,80.0,Nc1nc2ccccc2[nH]1.N#Cc1ccc(B(O)O)cc1F>>N#Cc1ccc(Nc2nc3ccccc3[nH]2)cc1F,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-SO2NH2 -> H-Sulfonamide || Any-NH2|Ar-F|Ar-X|H-NHR,Ar-B(OH)2|Ar-SO2NH2 -> H-Sulfonamide || Any-NH2|Ar-F|Ar-X|H-NHR,False,"H-NHR,Any-NH2,Ar-SO2NH2,Any-SO2NH2,Any-SO2R","Ar-F,Ar-X,Ar-B(OH)2,Any-B(OH)2","Ar-F,Ar-X,H-NHR,Any-NH2,H-Sulfonamide,Any-Sulfonamide",Ar-B(OH)2|Ar-SO2NH2 -> H-Sulfonamide || Any-NH2|Ar-F|Ar-X|H-NHR,Any-B(OH)2|Any-NH2|Any-SO2NH2|Any-SO2R|Ar-B(OH)2|Ar-F|Ar-SO2NH2|Ar-X|H-NHR,Any-NH2|Any-Sulfonamide|Ar-F|Ar-X|H-NHR|H-Sulfonamide,60.0,Nc1ccc(S(N)(=O)=O)cc1.OB(O)c1ccc(F)cc1>>Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1,7758-89-6,,KOtBu,MeOH,,,,-0.4543694673976518
Ar-B(OH)2|H-AromN -> Ar-AromN || AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-AromN -> Ar-AromN || AromN-H|Benzimidazole|H-AromN,False,"Ar-B(OH)2,Any-B(OH)2","H-AromN,AromN-H,Benzimidazole","Ar-AromN,Any-AromN,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-AromN -> Ar-AromN || AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Ar-B(OH)2|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN|AromN-H|Benzimidazole|H-AromN,40.0,OB(O)c1ccccc1.O=c1[nH]c2ccccc2[nH]1>>O=c1[nH]c2ccccc2n1-c1ccccc1.O=c1n(-c2ccccc2)c2ccccc2n1-c1ccccc1,TMEDA,22205-45-4,,DMF,,,,-0.7071067811865476
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-NO2|Ar-NO2|AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-NO2|Ar-NO2|AromN-H|Benzimidazole|H-AromN,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-AromN,Any-AromN,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-NO2|Ar-NO2|AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Any-NO2|Ar-B(OH)2|Ar-NO2|AromN-H|Benzimidazole|H-AromN,Any-AromN|Any-NO2|Ar-AromN|Ar-NO2|AromN-H|Benzimidazole|H-AromN,48.0,O=c1[nH]c2ccccc2[nH]1.O=[N+]([O-])c1ccc(B(O)O)cc1>>O=c1[nH]c2ccccc2n1-c1ccc([N+](=O)[O-])cc1,TMEDA,22205-45-4,,DMF,,,,0.0
Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR,Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR,False,"H-AromN,AromN-H,Benzimidazole","Ar-B(OH)2,Any-B(OH)2,Ar-OR,Any-OR,R-OR","Ar-AromN,Any-AromN,Ar-OR,Any-OR,R-OR,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-AromN -> Ar-AromN || Any-OR|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR,Any-B(OH)2|Any-OR|Ar-B(OH)2|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR,Any-AromN|Any-OR|Ar-AromN|Ar-OR|AromN-H|Benzimidazole|H-AromN|R-OR,41.0,O=c1[nH]c2ccccc2[nH]1.COc1ccc(B(O)O)cc1>>COc1ccc(-n2c(=O)[nH]c3ccccc32)cc1.COc1ccc(-n2c(=O)n(-c3ccc(OC)cc3)c3ccccc32)cc1,TMEDA,22205-45-4,,DMF,,,,0.25982792098465285
Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-CF3|AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-CF3|AromN-H|Benzimidazole|H-AromN,False,"H-AromN,AromN-H,Benzimidazole","Ar-CF3,Ar-B(OH)2,Any-B(OH)2","Ar-CF3,Ar-AromN,Any-AromN,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-CF3|AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Ar-B(OH)2|Ar-CF3|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN|Ar-CF3|AromN-H|Benzimidazole|H-AromN,41.0,O=c1[nH]c2ccccc2[nH]1.OB(O)c1ccc(C(F)(F)F)cc1>>O=c1[nH]c2ccccc2n1-c1ccc(C(F)(F)F)cc1,TMEDA,22205-45-4,,DMF,,,,0.0
Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-R|AromN-H|Benzimidazole|H-AromN,Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-R|AromN-H|Benzimidazole|H-AromN,False,"H-AromN,AromN-H,Benzimidazole","Ar-R,Ar-B(OH)2,Any-B(OH)2","Ar-R,Ar-AromN,Any-AromN,H-AromN,AromN-H,Benzimidazole",Ar-B(OH)2|H-AromN -> Ar-AromN || Ar-R|AromN-H|Benzimidazole|H-AromN,Any-B(OH)2|Ar-B(OH)2|Ar-R|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN|Ar-R|AromN-H|Benzimidazole|H-AromN,60.0,O=c1[nH]c2ccccc2[nH]1.Cc1cccc(C)c1B(O)O>>Cc1cccc(C)c1-n1c(=O)[nH]c2ccccc21,TMEDA,22205-45-4,,DMF,,,,0.0
