Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-Br|H-Amide -> Ar-Amide || Alkyl-H-acidic|Any-Amide|Ar-R,False,"Alkyl-H-acidic,H-Amide,Any-Amide","Ar-R,Ar-Br,Ar-X","Alkyl-H-acidic,Ar-R,Ar-Amide,Any-Amide",Alkyl-H-acidic|Any-Amide|Ar-Br|Ar-R|Ar-X|H-Amide,Alkyl-H-acidic|Any-Amide|Ar-Amide|Ar-R,78.0,O=C1CCCCCN1.Cc1cccc(Br)c1>>Cc1cccc(N2CCCCCC2=O)c1,CuSO4,59-01-8,K2CO3,water,,,,0.0
Ar-Br|RCH2-CONH2 -> H-Amide || Alkyl-H-acidic|Ar-R,False,"Alkyl-H-acidic,Ar-R,RCH2-CONH2,Alkyl-CONH2","Ar-R,Ar-Br,Ar-X","Alkyl-H-acidic,Ar-R,H-Amide,Any-Amide",Alkyl-CONH2|Alkyl-H-acidic|Ar-Br|Ar-R|Ar-X|RCH2-CONH2,Alkyl-H-acidic|Any-Amide|Ar-R|H-Amide,78.0,NC(=O)CCc1ccccc1.Cc1cccc(Br)c1>>Cc1cccc(NC(=O)CCc2ccccc2)c1,CuSO4,59-01-8,K2CO3,water,,,,0.0
Ar-Br|H-NR2 -> Ar-NR2 || Alkyl-OR|Any-OR|Ar-R|RCH2-OR,False,"H-NR2,Any-NHR,RCH2-OR,Alkyl-OR,Any-OR","Ar-R,Ar-Br,Ar-X","Ar-R,Ar-NR2,Any-NR2,RCH2-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-NHR|Any-OR|Ar-Br|Ar-R|Ar-X|H-NR2|RCH2-OR,Alkyl-OR|Any-NR2|Any-OR|Ar-NR2|Ar-R|RCH2-OR,82.0,C1COCCN1.Cc1cccc(Br)c1>>Cc1cccc(N2CCOCC2)c1,CuSO4,59-01-8,K2CO3,water,,,,0.0
Ar-Br|H-NR2 -> Ar-NR2 || Ar-R,False,"H-NR2,Any-NHR","Ar-R,Ar-Br,Ar-X","Ar-R,Ar-NR2,Any-NR2",Any-NHR|Ar-Br|Ar-R|Ar-X|H-NR2,Any-NR2|Ar-NR2|Ar-R,76.0,C1CCNCC1.Cc1cccc(Br)c1>>Cc1cccc(N2CCCCC2)c1,CuSO4,59-01-8,K2CO3,water,,,,-0.7071067811865476
Ar-Br|H-NHR -> Ar-NHAr || AromN-H|H-AromN|Indole,False,"H-NHR,Any-NH2","Ar-Br,Ar-X,H-AromN,AromN-H,Indole","Ar-NHAr,H-AromN,AromN-H,Indole",Any-NH2|Ar-Br|Ar-X|AromN-H|H-AromN|H-NHR|Indole,Ar-NHAr|AromN-H|H-AromN|Indole,79.0,Nc1ccccc1.Brc1cc2[nH]c3c(c2cc1Br)c1[nH]c2cc(Br)c(Br)cc2c1c1[nH]c2cc(Br)c(Br)cc2c31>>c1ccc(Nc2cc3[nH]c4c(c3cc2Nc2ccccc2)c2[nH]c3cc(Nc5ccccc5)c(Nc5ccccc5)cc3c2c2[nH]c3cc(Nc5ccccc5)c(Nc5ccccc5)cc3c42)cc1,CuSO4,59-01-8,K2CO3,water,,,,0.0
Ar-Br|H-NR2 -> Ar-NR2 || Alkyl-F|Alkyl-Si|Alkyl-X|Any-OR|Any-Si|Any-X|Ar-R|R2CH-OR|RCH2-OR,False,"Ar-R,Ar-Br,Ar-X,Alkyl-F,Alkyl-X,Any-X","Alkyl-Si,Any-Si,H-NR2,Any-NHR,R2CH-OR,RCH2-OR,Any-OR","Ar-R,Alkyl-Si,Any-Si,Ar-NR2,Any-NR2,R2CH-OR,RCH2-OR,Any-OR,Alkyl-F,Alkyl-X,Any-X",Alkyl-F|Alkyl-Si|Alkyl-X|Any-NHR|Any-OR|Any-Si|Any-X|Ar-Br|Ar-R|Ar-X|H-NR2|R2CH-OR|RCH2-OR,Alkyl-F|Alkyl-Si|Alkyl-X|Any-NR2|Any-OR|Any-Si|Any-X|Ar-NR2|Ar-R|R2CH-OR|RCH2-OR,89.0,FC(F)c1ccc(Br)cc1.CC(C)(C)[Si](C)(C)OCC1CNCCO1>>CC(C)(C)[Si](C)(C)OCC1CN(c2ccc(C(F)F)cc2)CCO1,CuSO4,59-01-8,K2CO3,water,,,,0.0
Ar-Br|H-NR2 -> Ar-NR2 || Alkyl-OR|Any-OR|Ar-OR|Ar-R|AromN-H|H-AromN|Indole,False,"Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-R,H-NR2,Any-NHR,H-AromN,AromN-H,Indole","Ar-R,Ar-NR2,Any-NR2,Ar-OR,Alkyl-OR,Any-OR,H-AromN,AromN-H,Indole",Alkyl-OR|Any-NHR|Any-OR|Ar-Br|Ar-OR|Ar-R|Ar-X|AromN-H|H-AromN|H-NR2|Indole,Alkyl-OR|Any-NR2|Any-OR|Ar-NR2|Ar-OR|Ar-R|AromN-H|H-AromN|Indole,92.0,COc1cccc(Br)c1.c1ccc2c3c([nH]c2c1)CNCC3>>COc1cccc(N2CCc3c([nH]c4ccccc34)C2)c1,CuSO4,59-01-8,K2CO3,water,,,,0.0
Any-CONH2|Ar-I -> H-Amide || Any-CO2R|Ar-R,False,"Ar-R,Ar-I,Ar-X","Any-CO2R,Any-CONH2","Ar-R,H-Amide,Any-Amide,Any-CO2R",Any-CO2R|Any-CONH2|Ar-I|Ar-R|Ar-X,Any-Amide|Any-CO2R|Ar-R|H-Amide,71.0,Cc1cc(C)cc(I)c1.CCC(C)(C)OC(=O)C(N)=O>>CCC(C)(C)OC(=O)C(=O)Nc1cc(C)cc(C)c1,CuI,TMCD,K3PO4,EDC,,,,-0.6418610677607646
Any-CONH2|Ar-I -> H-Amide || Any-CO2R|Ar-R,False,"Ar-R,Ar-I,Ar-X","Any-CO2R,Any-CONH2","Ar-R,H-Amide,Any-Amide,Any-CO2R",Any-CO2R|Any-CONH2|Ar-I|Ar-R|Ar-X,Any-Amide|Any-CO2R|Ar-R|H-Amide,75.0,Cc1cc(C)cc(I)c1.CCC(C)(CC)OC(=O)C(N)=O>>CCC(C)(CC)OC(=O)C(=O)Nc1cc(C)cc(C)c1,CuI,TMCD,K3PO4,EDC,,,,-0.28773082347896345
Any-CONH2|Ar-I -> H-Amide || Any-CO2R,False,"Ar-I,Ar-X","Any-CO2R,Any-CONH2","H-Amide,Any-Amide,Any-CO2R",Any-CO2R|Any-CONH2|Ar-I|Ar-X,Any-Amide|Any-CO2R|H-Amide,70.0,Ic1ccccc1.CCC(C)(CC)OC(=O)C(N)=O>>CCC(C)(CC)OC(=O)C(=O)Nc1ccccc1,CuI,TMCD,K3PO4,EDC,,,,0.0
Any-CONH2|Ar-I -> H-Amide || Alkyl-OR|Any-CO2R|Any-OR|Ar-OR,False,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Any-CO2R,Any-CONH2","Ar-OR,Alkyl-OR,Any-OR,H-Amide,Any-Amide,Any-CO2R",Alkyl-OR|Any-CO2R|Any-CONH2|Any-OR|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-Amide|Any-CO2R|Any-OR|Ar-OR|H-Amide,95.0,COc1cccc(I)c1.CCC(C)(CC)OC(=O)C(N)=O>>CCC(C)(CC)OC(=O)C(=O)Nc1cccc(OC)c1,CuI,TMCD,K3PO4,EDC,,,,1.7151356822004118
Any-CONH2|Ar-I -> H-Amide || Alkyl-OR|Any-CO2R|Any-OR|Ar-OR,False,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Any-CO2R,Any-CONH2","Ar-OR,Alkyl-OR,Any-OR,H-Amide,Any-Amide,Any-CO2R",Alkyl-OR|Any-CO2R|Any-CONH2|Any-OR|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-Amide|Any-CO2R|Any-OR|Ar-OR|H-Amide,78.0,COc1cccc(I)c1.CCC(C)(C)OC(=O)C(N)=O>>CCC(C)(C)OC(=O)C(=O)Nc1cccc(OC)c1,CuI,TMCD,K3PO4,EDC,,,,0.05847053462046805
Any-CONH2|Ar-I -> H-Amide || Any-CO2R|Ar-R,False,"Ar-R,Ar-I,Ar-X","Any-CO2R,Any-CONH2","Ar-R,H-Amide,Any-Amide,Any-CO2R",Any-CO2R|Any-CONH2|Ar-I|Ar-R|Ar-X,Any-Amide|Any-CO2R|Ar-R|H-Amide,95.0,CC(C)(C)c1ccc(I)cc1.CCC(C)(CC)OC(=O)C(N)=O>>CCC(C)(CC)OC(=O)C(=O)Nc1ccc(C(C)(C)C)cc1,CuI,TMCD,K3PO4,EDC,,,,1.4829203979300423
Any-CONH2|Ar-I -> H-Amide || Any-CO2R|Ar-R,False,"Ar-R,Ar-I,Ar-X","Any-CO2R,Any-CONH2","Ar-R,H-Amide,Any-Amide,Any-CO2R",Any-CO2R|Any-CONH2|Ar-I|Ar-R|Ar-X,Any-Amide|Any-CO2R|Ar-R|H-Amide,72.0,CC(C)(C)c1ccc(I)cc1.CCC(C)(C)OC(=O)C(N)=O>>CCC(C)(C)OC(=O)C(=O)Nc1ccc(C(C)(C)C)cc1,CuI,TMCD,K3PO4,EDC,,,,-0.5533285066903143
Any-CONH2|Ar-I -> H-Amide || Any-CO2R|Ar-CO2R,False,"Ar-I,Ar-X,Ar-CO2R,Any-CO2R","Any-CO2R,Any-CONH2","Ar-CO2R,Any-CO2R,H-Amide,Any-Amide",Any-CO2R|Any-CONH2|Ar-CO2R|Ar-I|Ar-X,Any-Amide|Any-CO2R|Ar-CO2R|H-Amide,75.0,CCOC(=O)c1ccc(I)cc1.CCC(C)(CC)OC(=O)C(N)=O>>CCOC(=O)c1ccc(NC(=O)C(=O)OC(C)(CC)CC)cc1,CuI,TMCD,K3PO4,EDC,,,,0.0
Any-CONH2|Ar-I -> H-Amide || Alkyl-OR|Any-CO2R|Any-OR|Ar-OR,False,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Any-CO2R,Any-CONH2","Ar-OR,Alkyl-OR,Any-OR,H-Amide,Any-Amide,Any-CO2R",Alkyl-OR|Any-CO2R|Any-CONH2|Any-OR|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-Amide|Any-CO2R|Any-OR|Ar-OR|H-Amide,71.0,COc1ccc(I)cc1.CCC(C)(C)OC(=O)C(N)=O>>CCC(C)(C)OC(=O)C(=O)Nc1ccc(OC)cc1,CuI,TMCD,K3PO4,EDC,,,,-0.6236857026183323
Any-CONH2|Ar-I -> H-Amide || Alkyl-OR|Any-CO2R|Any-OR|Ar-OR,False,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Any-CO2R,Any-CONH2","Ar-OR,Alkyl-OR,Any-OR,H-Amide,Any-Amide,Any-CO2R",Alkyl-OR|Any-CO2R|Any-CONH2|Any-OR|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-Amide|Any-CO2R|Any-OR|Ar-OR|H-Amide,71.0,COc1ccc(I)cc1.CCC(C)(CC)OC(=O)C(N)=O>>CCC(C)(CC)OC(=O)C(=O)Nc1ccc(OC)cc1,CuI,TMCD,K3PO4,EDC,,,,-0.6236857026183323
Any-CONH2|Ar-I -> H-Amide || Any-CO2R|Ar-CF3,False,"Ar-I,Ar-X,Ar-CF3","Any-CO2R,Any-CONH2","Ar-CF3,H-Amide,Any-Amide,Any-CO2R",Any-CO2R|Any-CONH2|Ar-CF3|Ar-I|Ar-X,Any-Amide|Any-CO2R|Ar-CF3|H-Amide,75.0,FC(F)(F)c1ccc(I)cc1.CCC(C)(C)OC(=O)C(N)=O>>CCC(C)(C)OC(=O)C(=O)Nc1ccc(C(F)(F)F)cc1,CuI,TMCD,K3PO4,EDC,,,,0.0
Any-CONH2|Ar-I -> H-Amide || Any-CO2R|Ar-CO2R,False,"Ar-I,Ar-X,Ar-CO2R,Any-CO2R","Any-CO2R,Any-CONH2","Ar-CO2R,Any-CO2R,H-Amide,Any-Amide",Any-CO2R|Any-CONH2|Ar-CO2R|Ar-I|Ar-X,Any-Amide|Any-CO2R|Ar-CO2R|H-Amide,75.0,COC(=O)c1ccccc1I.CCC(C)(CC)OC(=O)C(N)=O>>CCC(C)(CC)OC(=O)C(=O)Nc1ccccc1C(=O)OC,CuI,TMCD,K3PO4,EDC,,,,0.0
Any-CONH2|Ar-I -> H-Amide || Alkyl-OR|Any-CO2R|Any-OR|Ar-OR,False,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Any-CO2R,Any-CONH2","Ar-OR,Alkyl-OR,Any-OR,H-Amide,Any-Amide,Any-CO2R",Alkyl-OR|Any-CO2R|Any-CONH2|Any-OR|Ar-I|Ar-OR|Ar-X,Alkyl-OR|Any-Amide|Any-CO2R|Any-OR|Ar-OR|H-Amide,72.0,COc1ccccc1I.CCC(C)(CC)OC(=O)C(N)=O>>CCC(C)(CC)OC(=O)C(=O)Nc1ccccc1OC,CuI,TMCD,K3PO4,EDC,,,,-0.526234811584218
Any-CONH2|Ar-I -> H-Amide || Any-CO2R|Thiophene,False,"Ar-I,Ar-X,Thiophene","Any-CO2R,Any-CONH2","H-Amide,Any-Amide,Any-CO2R,Thiophene",Any-CO2R|Any-CONH2|Ar-I|Ar-X|Thiophene,Any-Amide|Any-CO2R|H-Amide|Thiophene,73.0,Ic1cccs1.CCC(C)(C)OC(=O)C(N)=O>>CCC(C)(C)OC(=O)C(=O)Nc1cccs1,CuI,TMCD,K3PO4,EDC,,,,0.0
Ar-Br|Ar-NHAr -> Ar-NAr2 || Any-C=CH2|Ar-C=CH2|Ar-SAr|Ar-SR,False,"Ar-NHAr,Ar-SAr,Ar-SR","Ar-Br,Ar-X,Ar-C=CH2,Any-C=CH2","Ar-NAr2,Ar-SAr,Ar-SR,Ar-C=CH2,Any-C=CH2",Any-C=CH2|Ar-Br|Ar-C=CH2|Ar-NHAr|Ar-SAr|Ar-SR|Ar-X,Any-C=CH2|Ar-C=CH2|Ar-NAr2|Ar-SAr|Ar-SR,96.0,c1ccc2c(c1)Nc1ccccc1S2.C=Cc1ccc(Br)cc1>>C=Cc1ccc(N2c3ccccc3Sc3ccccc32)cc1,Pd2(dba)3,SPhos,KOtBu,"1,4-Dioxane",,,,0.0
Ar-I -> Ar-Amide || Alkyl-OR|Any-Amide|Any-OR|Ar-OR|Quinoline,True,"Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR,H-Amide,Any-Amide,Quinoline",,"Ar-OR,Alkyl-OR,Any-OR,Ar-Amide,Any-Amide,Quinoline",Alkyl-OR|Any-Amide|Any-OR|Ar-I|Ar-OR|Ar-X|H-Amide|Quinoline,Alkyl-OR|Any-Amide|Any-OR|Ar-Amide|Ar-OR|Quinoline,95.0,CNC(=O)c1ccnc2c1c(I)c(OC)c1ccccc12>>COc1c2c3c(ccnc3c3ccccc13)C(=O)N2C,CuI,,CsOAc,DMSO / PhMe,,,,0.0
Alkyl-H-acidic|Ar-I|Ar-X -> Alkenyl-NR2 || Ar-Cl|Ar-X,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-Cl,Ar-X,Any-NCS","Ar-Cl,Ar-X,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Ar-Cl|Ar-I|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NR2|Ar-Cl|Ar-NR2|Ar-X,88.0,N#CCC#N.S=C=Nc1ccc(Cl)cc1.Ic1ccccc1I>>N#CC(C#N)=C1Sc2ccccc2N1c1ccc(Cl)cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.9045340337332909
Alkyl-H-acidic|Ar-Br|Ar-X -> Alkenyl-NR2 || Ar-Cl|Ar-X,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-Cl,Ar-X,Any-NCS","Ar-Cl,Ar-X,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Ar-Br|Ar-Cl|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NR2|Ar-Cl|Ar-NR2|Ar-X,79.0,N#CCC#N.S=C=Nc1cccc(Cl)c1.Brc1ccccc1Br>>N#CC(C#N)=C1Sc2ccccc2N1c1cccc(Cl)c1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.699558603250821
Alkyl-H-acidic|Ar-I|Ar-X -> Alkenyl-NR2 || Ar-Cl|Ar-X,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-Cl,Ar-X,Any-NCS","Ar-Cl,Ar-X,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Ar-Cl|Ar-I|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NR2|Ar-Cl|Ar-NR2|Ar-X,85.0,N#CCC#N.S=C=Nc1ccccc1Cl.Ic1ccccc1I>>N#CC(C#N)=C1Sc2ccccc2N1c1ccccc1Cl,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.0
Alkyl-H-acidic|Any-NCS|Ar-Br -> Alkenyl-NR2 || None,False,Any-NCS,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Ar-Br|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NR2|Ar-NR2,76.0,S=C=Nc1ccccc1.N#CCC#N.Brc1ccccc1Br>>N#CC(C#N)=C1Sc2ccccc2N1c1ccccc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.0
Alkyl-H-acidic|Any-NCS|Ar-I -> Alkenyl-NR2 || Any-NO2|Ar-NO2,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-NO2,Any-NO2,Any-NCS","Ar-NO2,Any-NO2,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Any-NO2|Ar-I|Ar-NO2|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NO2|Any-NR2|Ar-NO2|Ar-NR2,93.0,N#CCC#N.O=[N+]([O-])c1ccc(N=C=S)cc1.Ic1ccccc1I>>N#CC(C#N)=C1Sc2ccccc2N1c1ccc([N+](=O)[O-])cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.0
Alkyl-H-acidic|Ar-I|Ar-X -> Alkenyl-NR2 || Ar-Br|Ar-X,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-Br,Ar-X,Any-NCS","Ar-Br,Ar-X,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Ar-Br|Ar-I|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NR2|Ar-Br|Ar-NR2|Ar-X,87.0,N#CCC#N.S=C=Nc1ccc(Br)cc1.Ic1ccccc1I>>N#CC(C#N)=C1Sc2ccccc2N1c1ccc(Br)cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,-0.7071067811865475
Alkyl-H-acidic|Any-NCS|Ar-Br -> Alkenyl-NR2 || Ar-R,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-R,Any-NCS","Ar-R,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Ar-Br|Ar-R|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NR2|Ar-NR2|Ar-R,75.0,N#CCC#N.Cc1cccc(N=C=S)c1.Brc1ccccc1Br>>Cc1cccc(N2C(=C(C#N)C#N)Sc3ccccc32)c1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,1.0
Alkyl-H-acidic|Any-NCS|Ar-Br -> Alkenyl-NR2 || Ar-R,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-R,Any-NCS","Ar-R,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Ar-Br|Ar-R|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NR2|Ar-NR2|Ar-R,74.0,N#CCC#N.Cc1ccc(N=C=S)cc1.Brc1ccccc1Br>>Cc1ccc(N2C(=C(C#N)C#N)Sc3ccccc32)cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.0
Alkyl-H-acidic|Ar-H|Ar-I -> Alkenyl-NR2 || None,False,Ar-H,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-OR,Any-EnolEther",Alkyl-CN|Alkyl-H-acidic|Any-CN|Ar-H|Ar-I|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-OR|Any-C=C|Any-EnolEther|Any-NR2|Ar-NR2,85.0,O=C=Nc1ccccc1.N#CCC#N.Ic1ccccc1I>>N#CC(C#N)=C1Oc2ccccc2N1c1ccccc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,-0.7071067811865476
Alkyl-H-acidic|Any-NCS|Ar-I -> Alkenyl-NR2 || Alkyl-OR|Any-OR|Ar-OR,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-OR,Alkyl-OR,Any-OR,Any-NCS","Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Ar-OR,Alkyl-OR,Any-OR,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Alkyl-OR|Any-CN|Any-NCS|Any-OR|Ar-I|Ar-OR|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Alkyl-OR|Any-C=C|Any-NR2|Any-OR|Ar-NR2|Ar-OR,82.0,N#CCC#N.COc1ccc(N=C=S)cc1.Ic1ccccc1I>>COc1ccc(N2C(=C(C#N)C#N)Sc3ccccc32)cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.0
Alkyl-H-acidic|Ar-Br|Ar-X -> Alkenyl-NR2 || Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X","Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-Cl,Ar-X,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-OR,Any-EnolEther",Alkyl-CN|Alkyl-H-acidic|Any-CN|Ar-Br|Ar-Cl|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-OR|Any-C=C|Any-EnolEther|Any-NR2|Ar-Cl|Ar-NR2|Ar-X,74.0,O=C=Nc1ccc(Cl)cc1.N#CCC#N.Brc1ccccc1Br>>N#CC(C#N)=C1Oc2ccccc2N1c1ccc(Cl)cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,-0.376685401750442
Alkyl-H-acidic|Ar-Br -> Alkenyl-NR2 || Ar-R,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN",Ar-R,"Ar-R,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-OR,Any-EnolEther",Alkyl-CN|Alkyl-H-acidic|Any-CN|Ar-Br|Ar-R|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-OR|Any-C=C|Any-EnolEther|Any-NR2|Ar-NR2|Ar-R,71.0,N#CCC#N.Cc1cccc(N=C=O)c1.Brc1ccccc1Br>>Cc1cccc(N2C(=C(C#N)C#N)Oc3ccccc32)c1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.0
Alkyl-H-acidic|Ar-I -> Alkenyl-NR2 || Alkyl-OR|Any-OR|Ar-OR,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-OR,Alkyl-OR,Any-OR","Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Ar-OR,Alkyl-OR,Any-OR,Alkenyl-CN,Alkenyl-OR,Any-EnolEther",Alkyl-CN|Alkyl-H-acidic|Alkyl-OR|Any-CN|Any-OR|Ar-I|Ar-OR|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-OR|Alkyl-OR|Any-C=C|Any-EnolEther|Any-NR2|Any-OR|Ar-NR2|Ar-OR,80.0,N#CCC#N.COc1ccc(N=C=O)cc1.Ic1ccccc1I>>COc1ccc(N2C(=C(C#N)C#N)Oc3ccccc32)cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.0
Alkyl-H-acidic|Ar-I|Ar-X -> Alkenyl-NR2 || Ar-Br|Ar-X,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-Br,Ar-X","Ar-Br,Ar-X,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-OR,Any-EnolEther",Alkyl-CN|Alkyl-H-acidic|Any-CN|Ar-Br|Ar-I|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-OR|Any-C=C|Any-EnolEther|Any-NR2|Ar-Br|Ar-NR2|Ar-X,89.0,N#CCC#N.O=C=Nc1ccc(Br)cc1.Ic1ccccc1I>>N#CC(C#N)=C1Oc2ccccc2N1c1ccc(Br)cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.7071067811865475
Alkyl-H-acidic|Ar-Br|Ar-X -> Alkenyl-NR2 || Ar-Cl|Ar-X,False,"Alkyl-H-acidic,RCH2-CN,Alkyl-CN,Any-CN","Ar-Cl,Ar-X,Any-NCS","Ar-Cl,Ar-X,Alkenyl-NR2,Any-C=C,Ar-NR2,Any-NR2,Alkenyl-CN,Alkenyl-SR",Alkyl-CN|Alkyl-H-acidic|Any-CN|Any-NCS|Ar-Br|Ar-Cl|Ar-X|RCH2-CN,Alkenyl-CN|Alkenyl-NR2|Alkenyl-SR|Any-C=C|Any-NR2|Ar-Cl|Ar-NR2|Ar-X,80.0,N#CCC#N.S=C=Nc1ccc(Cl)cc1.Brc1ccccc1Br>>N#CC(C#N)=C1Sc2ccccc2N1c1ccc(Cl)cc1,CuI,,NaH / Cs2CO3,THF / DCM / water,NH4Cl,,,0.9148074042510735
