Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent,Reaction_Type_V2,Reactant_A_Motifs,Reactant_B_Motifs,Is_V2_Mapped
Negishi,25.55,0.18,ArCl,ArCl,ArCl,,ArX*,,dtbpfPdCl2,dtbpf,,PhMe,,Potassium 2-ethylhexanoate,,negishi,Ar-Cl,,True
Negishi,76.84,2.06,ArCl,ArCl,ArCl,,ArX*,,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,,MeTHF,,Potassium 2-ethylhexanoate,,negishi,Ar-Cl,,True
C_N_Coupling,0.0,-0.36,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NHR,True
C_N_Coupling,39.71,4.37,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NHR,True
C_N_Coupling,0.0,-1.97,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,MeCN,,water,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,81.77,0.79,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,PhMe,water,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,78.35,0.67,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,NaBHT,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
Halogenation-Chlorination,7.48,-0.68,RCO2R,RCO2R,,,,,,No Ligand,,MeCN,water,,POCl3,Halogenation-Chlorination,,,True
Halogenation-Chlorination,23.61,0.24,RCO2R,RCO2R,,,,,,No Ligand,,xylenes,,NMM,POCl3,Halogenation-Chlorination,,,True
Cyclization,0.73,-0.55,RNHNH2,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,pyridine,DMI,,,pyBOP,Cyclization,,Any-CO2H,True
Cyclization,3.52,-0.41,RNHNH2,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,TMSOK,DMI,,,BOP-Cl,Cyclization,,Any-CO2H,True
C_N_Coupling,62.64,0.16,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,64.93,0.24,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,NaOtBu,Dioxane,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
Suzuki,92.71,0.76,ArCl,ArB(OH)2,ArCl,ArB(OH)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,K3PO4,PhMe,water,MeOH,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
Addition,0.0,-0.4,Alkyl-H acidic,RCN,,Alkyl-H-acidic,,Alkyl-C-H,,No Ligand,NMM,EtOAc,,,,Addition,,R-H-acidic,True
Negishi-in-situ,0.0,-0.37,ArCl,ArBr,"ArBr, ArCl",,ArX*,,cataCXiumA Pd G3,CataCXiumA,,Brij 35,PhMe,"Octanoic acid, TMSCl",,negishi,"Ar-Br,Ar-Cl",,False
Negishi-in-situ,6.83,-0.42,ArBr,ArBr,ArBr,,ArX*,,XPhos Pd(crotyl)Cl,XPhos,,Brij 35,PhMe,Sodium octanoate,,negishi,Ar-Br,,True
Negishi-in-situ,13.62,-0.09,ArBr,ArBr,ArBr,,ArX*,,AmPhos2PdCl2,AmPhos,,Brij 35,PhMe,Sodium octanoate,,negishi,Ar-Br,,True
Suzuki-in-situ,0.0,-0.69,ArBr,alkene-I,"alkene-I, ArBr",,"ArX*, VinylX*",,"CuI, XPhos Pd(crotyl)Cl",XPhos,,DMSO,,,,suzuki_miyaura,"Vinyl-I,Ar-Br",,False
Suzuki-in-situ,7.33,0.06,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,Na2CO3,Dioxane,water,,,suzuki_miyaura,Ar-Br,,True
Suzuki-in-situ,0.0,-0.5,ArCl,ArBr,"ArBr, ArCl",,ArX*,,AmPhos2PdCl2,AmPhos,,MeCN,,"TMEDA, water",,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki-in-situ,9.15,0.55,ArCl,ArBr,"ArBr, ArCl",,ArX*,,AmPhos2PdCl2,AmPhos,,MeCN,,,,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki,14.45,-1.86,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,XantPhosPdCl2,XantPhos,K3PO4,MeOH,PhMe,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
Hydrolysis,0.0,-0.32,ArCl,ArCl,ArCl,,ArX*,,Cu(MeCN)4BF4,BHMPO,Cs2CO3,tAmOH,,B(OH)3,,Hydrolysis,Ar-Cl,,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,meCgPPh Pd G3,meCgPPh,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,6.25,-0.43,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,KHMDS,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,Pd-PEPPSI-IHept Cl 3-chloropyridine,IHept Cl,NaOtBu,PhMe,,TBAB,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,rac-BINAP Pd G3,BINAP,DBU,PhMe,,Sodium trifluoroacetate,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,36.05,1.03,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KOtBu,PhMe,tAmOH,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,26.46,0.56,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,10.54,-0.22,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,12.5,-0.13,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,14.36,-0.03,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,13.34,-0.08,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.94,-0.69,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,1.08,-0.69,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,10.36,-0.23,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JackiePhos Pd G3,JackiePhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,TrixiePhos Pd G3,TrixiePhos,K3PO4,MeCN,water,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,AlPhosPd G6 Br,AlPhos,K3PO4,MeCN,water,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,[Pd(allyl)(Ad-BippyPhos)]OTf,Ad-BippyPhos,K3PO4,MeCN,water,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K3PO4,MeCN,water,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.74,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,K3PO4,MeCN,PhMe,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,35.12,0.99,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,meCgPPh Pd G3,meCgPPh,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,66.6,2.54,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,,tAmOH,THF,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,71.49,2.78,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,15.51,0.02,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,"Pd-PEPPSI-IPent Cl 3-chloropyridine, XantPhos Pd(allyl)Cl","IPENT Cl, XantPhos",NaOtBu,CPME,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,22.33,0.36,R2NH a-branch,ArBr,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,"Pd-PEPPSI-IPent Cl 3-chloropyridine, XantPhos Pd(allyl)Cl","IPENT Cl, XantPhos",NaOtBu,CPME,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,3.64,0.06,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,,No Ligand,pyridine,TPGS-750M,,ZnBr2,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,7.01,-0.61,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.46,ArOH,RNH2 a-branch,ArOH,"ArOH, RNH2-a-branch",ArOH,"Aliphatic-amine, ArOH",triisobutylphosphatrane Pd G6,triisobutylphosphatrane,DBU,MeTHF,,Sodium trifluoroacetate,PyBrOP,c_n_cross_coupling,Ar-OH,"Ar-OH,Any-NH2",False
C_N_Coupling,43.01,4.43,ArOH,RNH2 a-branch,ArOH,"ArOH, RNH2-a-branch",ArOH,"Aliphatic-amine, ArOH",GPhos Pd G6 TES,GPhos,DBU,PhMe,,Sodium trifluoroacetate,PyBrOP,c_n_cross_coupling,Ar-OH,"Ar-OH,Any-NH2",False
C_N_Coupling,1.86,-0.24,ArOH,RNH2 a-branch,ArOH,"ArOH, RNH2-a-branch",ArOH,"Aliphatic-amine, ArOH",,No Ligand,TMG,DMSO,,,PyBrOP,c_n_cross_coupling,Ar-OH,"Ar-OH,Any-NH2",False
C_N_Coupling,34.12,1.53,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,Me4tBuXPhos Pd G3,Me4tBuXPhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,10.43,-0.1,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,CuI,(R)-Binap,Cs2CO3,DMF,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
Suzuki-in-situ,24.18,1.59,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,Na2CO3,anisole,water,,,suzuki_miyaura,Ar-Br,,True
Suzuki-in-situ,12.93,-0.13,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,PhMe,,"Brij 35, Sodium octanoate",,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki-in-situ,0.26,-0.78,ArBr,ArCl,"ArBr, ArCl",,ArX*,,cBridP Pd(allyl)Cl,cBridP,,anisole,Brij 35,Sodium octanoate,,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki-in-situ,22.72,0.37,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,,"Brij 35, Octanoic acid",,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki-in-situ,14.6,-0.05,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,ethylene glycol,THF,"Brij 35, Octanoic acid",,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki-in-situ,26.8,0.58,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,,"Brij 35, water",,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki-in-situ,9.95,-0.28,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,,"Sodium octanoate, water",,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki-in-situ,0.0,-0.8,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,,Octanoic acid,,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
Suzuki-in-situ,54.98,2.03,ArBr,ArCl,ArBr,,ArX*,,,No Ligand,K3PO4,THF,,Brij 35,,suzuki_miyaura,Ar-Br,,True
Suzuki-in-situ,27.31,0.61,ArBr,ArCl,"ArBr, ArCl",,ArX*,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,,"AcOH, Brij 35",,suzuki_miyaura,"Ar-Br,Ar-Cl",,False
C_N_Coupling,0.0,-0.23,ArBr,R2NH a-branch,ArBr,R2NH-a-branch,ArX*,Aliphatic-amine,,No Ligand,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,94.01,1.09,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,rac-BINAP Pd G3,BINAP,DBU,PhMe,,Sodium trifluoroacetate,,c_n_cross_coupling,Ar-Cl,Any-NHR,True
C_N_Coupling,0.0,-0.52,ArI,R2NH,ArI,R2NH,ArX*,Aliphatic-amine,rac-BINAP Pd G3,BINAP,DBU,PhMe,,Sodium trifluoroacetate,,c_n_cross_coupling,Ar-I,Any-NHR,True
Suzuki-in-situ,0.0,-0.81,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,"Na2CO3, Potassium 2-ethylhexanoate",Dioxane,water,,,suzuki_miyaura,Ar-Br,,True
Alkylation,16.9,-0.7,Alkyl-OSO2R,arom. NH,Alkyl-OSO2R,arom-NH,Alkyl-X,Aniline-type,,No Ligand,KHMDS,DMF,,LiI,,Alkylation,R-OTf,AromN-H,True
C_N_Coupling,0.0,-0.41,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
C_N_Coupling,0.0,-0.41,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,LiHMDS,tAmOH,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
Suzuki,77.58,1.11,ArCl,alkeneB(OR)2,ArCl,alkeneB(OR)2,ArX*,RB*,dcypfPdCl2,dcypf,K3PO4,iPrOAc,water,Potassium 2-ethylhexanoate,,suzuki_miyaura,Ar-Cl,Vinyl-B(OR)2,True
C_N_Coupling,61.82,2.03,RNH2,ArBr,ArBr,RNH2,ArX*,Aliphatic-amine,GPhos Pd G6 TES,GPhos,DBU,PhMe,,Sodium trifluoroacetate,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Cyclization,27.82,0.59,Lactam,Alkyl-Cl,Alkyl-Cl,Lactam,Alkyl-X,Amide-type,,No Ligand,NaOtBu,DMI,,,,Cyclization,R-Cl,Any-Lactam,True
C_N_Coupling,29.46,0.12,ArCl,R2NH,ArCl,R2NH,ArX*,Aliphatic-amine,rac-BINAP Pd G3,BINAP,Cs2CO3,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NHR,True
C_N_Coupling,9.26,-0.69,ArCl,R2NH,ArCl,R2NH,ArX*,Aliphatic-amine,,No Ligand,K3PO4,MeCN,water,,,c_n_cross_coupling,Ar-Cl,Any-NHR,True
Borylation-Miyaura,78.39,0.71,ArBr,ArBr,ArBr,,ArX*,,dtbpfPdCl2,dtbpf,Potassium 2-ethylhexanoate,TBME,,,,miyaura_borylation,Ar-Br,,True
Borylation-Miyaura,87.19,0.99,ArBr,ArBr,ArBr,,ArX*,,XPhos Pd G2,XPhos,Potassium 2-ethylhexanoate,TBME,water,,,miyaura_borylation,Ar-Br,,True
C_N_Coupling,10.21,0.1,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,rac-BINAP Pd G3,BINAP,DBU,PhMe,,Sodium trifluoroacetate,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,0.0,-0.81,ArNH2,ArI,ArI,ArNH2,ArX*,Aniline-type,rac-BINAP Pd G3,BINAP,DBU,PhMe,,Sodium trifluoroacetate,,c_n_cross_coupling,Ar-I,Ar-NH2,True
Cyclization,0.0,-0.49,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,DBU,MeCN,,,T3P,Cyclization,,Any-CO2H,True
Cyclization,9.61,-0.1,RCO2H or M,RCO2H or M,,RCO2H,,Acyl-source,,No Ligand,DIPEA,MeCN,,,HATU,Cyclization,,Any-CO2H,True
C_N_Coupling,2.89,-0.22,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,rac-BINAP Pd G3,BINAP,DBU,PhMe,,Sodium trifluoroacetate,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,1.59,-0.34,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,K2CO3,PhMe,,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
amide_formation,9.44,-0.94,RNH2 a-branch,RCO2H or M,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NEt3,acetone,,TBAC,DIC,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,24.5,-0.19,RNH2 a-branch,RCO2H or M,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,NEt3,,,HOPO,DIC,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,43.72,0.76,RNH2 a-branch,RCO2H or M,,"RCO2H, RNH2-a-branch",,"Aliphatic-amine, Acyl-source",,No Ligand,K3PO4,tAmOH,water,HOSu,DIC,amide_coupling,,"Any-CO2H,Any-NH2",False
C_N_Coupling,0.0,-0.65,RNH2,ArBr,ArBr,RNH2,ArX*,Aliphatic-amine,(R)-BINAP Pd(allyl)Cl,BINAP,K3PO4,PhMe,water,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Reduction,18.79,-2.14,arene,arene,,,,,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,,THF,,"AcOH, Brij 35",,Reduction,,,True
CO-Coupling,0.0,-0.2,ArBr,ArBr,ArBr,,ArX*,,AdBrettPhosPd G6 Br,Ad-BrettPhos,K3PO4,Propionitrile,water,,,c_o_coupling,Ar-Br,,True
C_N_Coupling,5.69,-0.13,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,Cs2CO3,MeTHF,,water,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,11.0,0.29,ArCl,RNH2 a-branch,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,cBridP Pd(allyl)Cl,cBridP,K3PO4,PhMe,water,water,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
C_N_Coupling,42.14,0.81,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,THF,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,31.25,0.37,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K3PO4,tAmOH,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,15.27,-0.62,ArNHR,ArCl,ArCl,ArNHR,ArX*,Aniline-type,GPhos Pd G6 TES,GPhos,KHMDS,tAmOH,,,,c_n_cross_coupling,Ar-Cl,Ar-NHR,True
C_N_Coupling,50.22,-0.06,ArCl,ArNHR,ArCl,ArNHR,ArX*,Aniline-type,CataCXiumA Pd(allyl)Cl,CataCXiumA,LiHMDS,PhMe,,,,c_n_cross_coupling,Ar-Cl,Ar-NHR,True
C_N_Coupling,0.55,-0.67,ArCl,R2NH a-branch,ArCl,R2NH-a-branch,ArX*,Aliphatic-amine,CataCXiumA Pd(allyl)Cl,CataCXiumA,LiHMDS,PhMe,,,,c_n_cross_coupling,Ar-Cl,Any-NHR,True
C_N_Coupling,4.32,-0.38,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,BrettPhos Pd(crotyl)OTf,BrettPhos,KOH,DMAc,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,31.88,2.09,ArCl,ArNH2,ArCl,ArNH2,ArX*,Aniline-type,N-XantPhos Pd G3,N-XantPhos,KOH,MeCN,water,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,56.24,2.21,RNH2 a-branch,ArCl,ArCl,RNH2-a-branch,ArX*,Aliphatic-amine,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Cs2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Cl,Any-NH2,True
CO-Coupling,0.0,-0.58,ArBr,ArBr,ArBr,,ArX*,,triisobutylphosphatrane Pd G6,triisobutylphosphatrane,LiOH anh,DMAc,,,,c_o_coupling,Ar-Br,,True
Oxidation,8.58,-0.85,Alkyl-H acidic,Alkyl-H acidic,,Alkyl-H-acidic,,Alkyl-C-H,,No Ligand,,iPrOH,,,,Oxidation,,R-H-acidic,True
Oxidation,100.0,2.12,Alkyl-H acidic,Alkyl-H acidic,,Alkyl-H-acidic,,Alkyl-C-H,,No Ligand,K3PO4,THF,water,Brij 35,,Oxidation,,R-H-acidic,True
Oxidation,52.88,0.59,Alkyl-H acidic,Alkyl-H acidic,,Alkyl-H-acidic,,Alkyl-C-H,,No Ligand,Na2CO3,THF,water,Brij 35,,Oxidation,,R-H-acidic,True
CH-Activation,2.4,-0.28,Alkyl-H,Alkyl-H,,Alkyl-H,,Alkyl-C-H,DPEPhosPdCl2,DPEPhos,"Ag2CO3, K3PO4",o-Xylene,water,CsOPiv,,CH-Activation,,R-H,True
Cyclization,49.34,0.75,R2NH,R2NH,,R2NH,,Aliphatic-amine,,No Ligand,NEt3,TFE,,TBAC,,Cyclization,,Any-NHR,True
Cyclization,4.19,-0.91,R2NH,R2NH,,R2NH,,Aliphatic-amine,,No Ligand,NEt3,TFE,,Zinc acetate,,Cyclization,,Any-NHR,True
C_N_Coupling,0.0,-0.58,ArI,R2NH,ArI,R2NH,ArX*,Aliphatic-amine,CuI,(R)-Binap,Cs2CO3,DMF,,,,c_n_cross_coupling,Ar-I,Any-NHR,True
C_N_Coupling,55.15,1.03,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,MeCN,,water,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
C_N_Coupling,27.66,0.19,ArNH2,ArCl,ArCl,ArNH2,ArX*,Aniline-type,BrettPhos Pd(crotyl)OTf,BrettPhos,K3PO4,iPrOH,,,,c_n_cross_coupling,Ar-Cl,Ar-NH2,True
Suzuki,6.3,-1.4,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,K3PO4,iPrOAc,water,Potassium 2-ethylhexanoate,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,14.88,-1.07,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,dppfPdCl2,dppf,K3PO4,PhMe,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,0.78,-0.25,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,dtbpfPdCl2,dtbpf,NaHCO3,PhMe,water,MeOH,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Suzuki,9.4,1.68,ArCl,ArB(OR)2,ArCl,ArB(OR)2,ArX*,ArB*,RuPhos Pd(crotyl)Cl,RuPhos,Cs2CO3,TBME,,water,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
Negishi-in-situ,0.0,-0.48,ArBr,Alkyl-I,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,"Cu(MeCN)4BF4, Ni(OAc)2",Me4phen,,Brij 35,THF,Octanoic acid,,negishi,"R-I,Ar-Br",,False
C_N_Coupling,35.44,-0.33,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,BTMPO,K3PO4,DMSO,water,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
