Reaction_Type_Standardized,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-Br|Ar-NO2 -> Ar-NHR || None,Ar-Br,Ar-NO2,Ar-Br|Ar-NO2,76.0,Brc1cccc2ccccc12.O=[N+]([O-])c1ccccc1>>c1ccc(Nc2cccc3ccccc23)cc1,,,n-BuLi,THF / Hex / HOAc,Zn,,,-0.8444407432001193
Ar-Br|R3C-NO2 -> R3C-NHR || None,Ar-Br,R3C-NO2,Ar-Br|R3C-NO2,89.0,Brc1cccc2ccccc12.CC(C)(C)[N+](=O)[O-]>>CC(C)(C)Nc1cccc2ccccc12,,,n-BuLi,THF / Hex / HOAc,Zn,,,0.0
Ar-Br|Ar-NO2 -> Ar-NHR || None,Ar-Br,Ar-NO2,Ar-Br|Ar-NO2,86.0,Brc1cccc2ccoc12.O=[N+]([O-])c1ccccc1>>c1ccc(Nc2cccc3ccoc23)cc1,,,n-BuLi,THF / Hex / HOAc,Zn,,,1.1042686641847734
Ar-F|Ar-NO2 -> Ar-N3 || Ar-CHO,"Ar-F,Ar-CHO,Ar-NO2",,"Ar-F,Ar-CHO,Ar-NO2",70.0,O=Cc1cc(F)ccc1[N+](=O)[O-]>>[N-]=[N+]=Nc1ccc(N=[N+]=[N-])c(C=O)c1,,,,680-31-9,,,,-0.7071067811865475
Ar-F -> Ar-N3 || Ar-CHO|Ar-CN,"Ar-F,Ar-CHO,Ar-CN",,"Ar-F,Ar-CHO,Ar-CN",80.0,N#Cc1ccc(C=O)c(F)c1>>N#Cc1ccc(C=O)c(N=[N+]=[N-])c1,,,,680-31-9,,,,0.0
Ar-F -> Ar-N3 || Ar-CHO|Ar-NO2,"Ar-F,Ar-CHO,Ar-NO2",,"Ar-F,Ar-CHO,Ar-NO2",78.0,O=Cc1ccc([N+](=O)[O-])cc1F>>[N-]=[N+]=Nc1cc([N+](=O)[O-])ccc1C=O,,,,680-31-9,,,,0.7071067811865475
Ar-I|Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-R|R-H-acidic|RCH2-Ester,"Ar-Cl,Ar-I","R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester","Ar-Cl,Ar-I|R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester",77.0,Clc1ccc(I)cc1.COC(=O)Cc1cccc(N)c1>>COC(=O)Cc1cccc(Nc2ccc(Cl)cc2)c1,Pd(OAc)2,XPhos,Cs2CO3,PhMe,,,,0.0
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-R|R-H-acidic|RCH2-Ester,Ar-Br,"R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester","Ar-Br|R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester",72.0,Brc1ccccc1.COC(=O)Cc1ccc(N)cc1>>COC(=O)Cc1ccc(Nc2ccccc2)cc1,Pd(OAc)2,XPhos,Cs2CO3,PhMe,,,,0.0
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-R|R-H-acidic|RCH2-Ester,"Ar-Cl,Ar-Br","R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester","Ar-Cl,Ar-Br|R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester",91.0,Clc1cccc(Br)c1.COC(=O)Cc1ccc(N)cc1>>COC(=O)Cc1ccc(Nc2cccc(Cl)c2)cc1,Pd(OAc)2,XPhos,Cs2CO3,PhMe,,,,0.7071067811865475
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-R|R-H-acidic|RCH2-Ester,"Ar-R,Ar-Br","R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester","Ar-R,Ar-Br|R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester",86.0,Cc1ccc(Br)cc1.COC(=O)Cc1ccc(N)cc1>>COC(=O)Cc1ccc(Nc2ccc(C)cc2)cc1,Pd(OAc)2,XPhos,Cs2CO3,PhMe,,,,0.0
Ar-I|Ar-NH2 -> Ar-NHR || Ar-R|R-H-acidic|R3C-F|RCH2-Ester,"Ar-R,Ar-I,R3C-F","R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester","Ar-R,Ar-I,R3C-F|R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester",86.0,FC(F)(F)c1ccc(I)cc1.COC(=O)Cc1ccc(N)cc1>>COC(=O)Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,Pd(OAc)2,XPhos,Cs2CO3,PhMe,,,,0.0
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-R|R-H-acidic|RCH2-Ester|RCH2-OR,"Ar-Br,RCH2-OR","R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester","Ar-Br,RCH2-OR|R-H-acidic,Ar-R,Ar-NH2,RCH2-Ester",76.0,COc1ccc(Br)cc1.COC(=O)Cc1ccc(N)cc1>>COC(=O)Cc1ccc(Nc2ccc(OC)cc2)cc1,Pd(OAc)2,XPhos,Cs2CO3,PhMe,,,,0.0
Ar-I|AromN-H -> None || Ar-Ar,Ar-I,"Ar-Ar,AromN-H","Ar-Ar,AromN-H|Ar-I",85.0,Ic1ccccc1.c1ccc(-c2ccc3[nH]c4ccc(-c5ccccc5)cc4c3c2)cc1>>c1ccc(-c2ccc3c(c2)c2cc(-c4ccccc4)ccc2n3-c2ccccc2)cc1,Cu(0),,K2CO3,DMF,,,,1.2127683972508219
Ar-I|AromN-H -> Ar-H || None,AromN-H,Ar-I,Ar-I|AromN-H,91.0,c1ccc2c(c1)[nH]c1ccccc12.Ic1ccccc1>>c1ccc(-n2c3ccccc3c3ccccc32)cc1,Cu(0),,K2CO3,DMF,,,,0.7572062341455896
Ar-Br|Ar-NHR -> Ar-NR2 || Ar-Ar|Ar-CN|Ar-R|R3C-F,Ar-NHR,"Ar-Ar,Ar-R,Ar-Br,Ar-CN,R3C-F","Ar-Ar,Ar-R,Ar-Br,Ar-CN,R3C-F|Ar-NHR",94.0,c1ccc(Nc2ccccc2)cc1.N#Cc1c(-c2ccc(Br)cc2)c(C(F)(F)F)n2ccccc12>>N#Cc1c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(C(F)(F)F)n2ccccc12,Pd2(dba)3,Tri-tert-butylphosphine tetrafluoroborate,NaOtBu,PhMe,,,,0.0
Ar-F|AromN-H -> None || Ar-Br|Ar-R,"Ar-R,AromN-H","Ar-Br,Ar-F","Ar-Br,Ar-F|Ar-R,AromN-H",92.0,CC(C)(C)c1ccc2[nH]c3ccc(C(C)(C)C)cc3c2c1.Fc1cc(Br)c(Br)cc1F>>CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cc(Br)c(Br)cc1-n1c2ccc(C(C)(C)C)cc2c2cc(C(C)(C)C)ccc21,,,KOtBu,DMF,,,,0.7444004397398933
RCH2-NHR -> RCH2-NR2 || Ar-F|Ar-NO2|RCH2-OH,"Ar-F,Ar-NO2","RCH2-NHR,RCH2-OH","Ar-F,Ar-NO2|RCH2-NHR,RCH2-OH",85.0,O=[N+]([O-])c1ccc(F)c(F)c1.OCC1CCNCC1>>O=[N+]([O-])c1ccc(N2CCC(CO)CC2)c(F)c1,,,K2CO3,DMAc,,,,0.0
Ar-F|RCH2-NHR -> RCH2-NR2 || Ar-CHO|Ar-Cl,RCH2-NHR,"Ar-Cl,Ar-F,Ar-CHO","Ar-Cl,Ar-F,Ar-CHO|RCH2-NHR",100.0,C1CCNC1.O=Cc1cccc(Cl)c1F>>O=Cc1cccc(Cl)c1N1CCCC1,,,K2CO3,DMF / water,NH4Cl,,,0.8582608062888644
Ar-F|RCH2-NHR -> RCH2-NR2 || Ar-CHO,RCH2-NHR,"Ar-F,Ar-CHO","Ar-F,Ar-CHO|RCH2-NHR",100.0,C1CCNC1.O=Cc1ccccc1F>>O=Cc1ccccc1N1CCCC1,,,K2CO3,DMF / water,NH4Cl,,,1.360961699963843
Ar-F|RCH2-NHR -> RCH2-NR2 || Ar-CHO|RCH2-OR,RCH2-NHR,"Ar-F,Ar-CHO,RCH2-OR","Ar-F,Ar-CHO,RCH2-OR|RCH2-NHR",100.0,C1CCNC1.COc1ccc(C=O)c(F)c1>>COc1ccc(C=O)c(N2CCCC2)c1,,,K2CO3,DMF / water,NH4Cl,,,1.0173693681583136
Ar-F|RCH2-NHR -> RCH2-NR2 || Ar-CHO|RCH2-OR,"RCH2-NHR,RCH2-OR","Ar-F,Ar-CHO","Ar-F,Ar-CHO|RCH2-NHR,RCH2-OR",100.0,C1COCCN1.O=Cc1ccccc1F>>O=Cc1ccccc1N1CCOCC1,,,K2CO3,DMF / water,NH4Cl,,,1.6759873858651948
Ar-F|RCH2-NHR -> RCH2-NR2 || Ar-CHO|Ar-R,RCH2-NHR,"Ar-R,Ar-F,Ar-CHO","Ar-R,Ar-F,Ar-CHO|RCH2-NHR",100.0,C1CCNC1.Cc1ccc(C=O)c(F)c1>>Cc1ccc(C=O)c(N2CCCC2)c1,,,K2CO3,DMF / water,NH4Cl,,,0.8510284499549912
Ar-F|Bn-NHR -> Bn-NR2 || Ar-CHO|Ar-R,"Ar-R,Bn-NHR","Ar-F,Ar-CHO","Ar-F,Ar-CHO|Ar-R,Bn-NHR",100.0,c1ccc2c(c1)CCNC2.O=Cc1ccccc1F>>O=Cc1ccccc1N1CCc2ccccc2C1,,,K2CO3,DMF / water,NH4Cl,,,0.7071067811865475
Ar-F|AromN-H -> None || Ar-R|R3C-F,AromN-H,"Ar-R,Ar-F,R3C-F","Ar-R,Ar-F,R3C-F|AromN-H",96.0,c1c[nH]cn1.Fc1cc(C(F)(F)F)ccn1>>FC(F)(F)c1ccnc(-n2ccnc2)c1,,,NaH,DMF,,,,0.0
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester|RCH2-OR,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,RCH2-OR,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,RCH2-OR,R2CH-OR,R3C-Ester",85.0,Nc1ccc(Cl)c(Cl)c1F.CC(C)(C)C(=O)Oc1cc2c(Cl)ncnc2cc1O[C@H]1CCOC1>>CC(C)(C)C(=O)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1O[C@@H]1CCOC1,,,,"DMF / 1,4-Dioxane",,,,1.1338934190276817
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester|RCH2-OR,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,RCH2-OR,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,RCH2-OR,R2CH-OR,R3C-Ester",73.0,Nc1ccc(Cl)c(Cl)c1F.CC(C)(C)C(=O)Oc1cc2c(Cl)ncnc2cc1OC1CCOCC1>>CC(C)(C)C(=O)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC1CCOCC1,,,,"DMF / 1,4-Dioxane",,,,-0.3779644730092272
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-NR2|R3C-Ester|RCH2-NR2|RCH2-OR,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,RCH2-NR2,R2CH-NR2,RCH2-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,RCH2-NR2,R2CH-NR2,RCH2-OR,R3C-Ester",72.0,Nc1ccc(Cl)c(Cl)c1F.CN1CCC[C@H]1COc1cc2ncnc(Cl)c2cc1OC(=O)C(C)(C)C>>CN1CCC[C@H]1COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC(=O)C(C)(C)C,,,,"DMF / 1,4-Dioxane",,,,-0.7071067811865475
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-NR2|R3C-Ester|RCH2-NR2|RCH2-OR,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,RCH2-NR2,R2CH-NR2,RCH2-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,RCH2-NR2,R2CH-NR2,RCH2-OR,R3C-Ester",80.0,Nc1ccc(Cl)c(Cl)c1F.CN1CCC[C@@H]1COc1cc2ncnc(Cl)c2cc1OC(=O)C(C)(C)C>>CN1CCC[C@@H]1COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC(=O)C(C)(C)C,,,,"DMF / 1,4-Dioxane",,,,0.7071067811865475
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,R2CH-OR,R3C-Ester",72.0,Nc1ccc(Cl)c(Cl)c1F.CC[C@H](C)Oc1cc2ncnc(Cl)c2cc1OC(=O)C(C)(C)C>>CC[C@H](C)Oc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC(=O)C(C)(C)C,,,,"DMF / 1,4-Dioxane",,,,-0.5779451691611411
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,R2CH-OR,R3C-Ester",73.0,Nc1ccc(Cl)c(Cl)c1F.CC[C@@H](C)Oc1cc2ncnc(Cl)c2cc1OC(=O)C(C)(C)C>>CC[C@@H](C)Oc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC(=O)C(C)(C)C,,,,"DMF / 1,4-Dioxane",,,,-0.2568645196271733
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester|RCH2-NR2,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,RCH2-NR2,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,RCH2-NR2,R2CH-OR,R3C-Ester",79.0,Nc1ccc(Cl)c(Cl)c1F.CN1CC[C@@H](Oc2cc3ncnc(Cl)c3cc2OC(=O)C(C)(C)C)C1>>CN1CC[C@@H](Oc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4F)c3cc2OC(=O)C(C)(C)C)C1,,,,"DMF / 1,4-Dioxane",,,,0.0
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,R2CH-OR,R3C-Ester",79.0,Nc1ccc(Cl)c(Cl)c1F.CCCCCC[C@H](C)Oc1cc2ncnc(Cl)c2cc1OC(=O)C(C)(C)C>>CCCCCC[C@H](C)Oc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC(=O)C(C)(C)C,,,,"DMF / 1,4-Dioxane",,,,1.6696193775766335
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester|RCH2-OR,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,RCH2-OR,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,RCH2-OR,R2CH-OR,R3C-Ester",70.0,Nc1ccc(Cl)cc1F.CC(C)(C)C(=O)Oc1cc2c(Cl)ncnc2cc1O[C@H]1CCOC1>>CC(C)(C)C(=O)Oc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1O[C@H]1CCOC1,,,,"DMF / 1,4-Dioxane",,,,-0.7559289460184544
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,R2CH-OR,R3C-Ester",71.0,Nc1ccc(Cl)c(Cl)c1F.CC(C)C[C@H](C)Oc1cc2ncnc(Cl)c2cc1OC(=O)C(C)(C)C>>CC(C)C[C@H](C)Oc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC(=O)C(C)(C)C,,,,"DMF / 1,4-Dioxane",,,,-0.8990258186951089
Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|R2CH-OR|R3C-Ester,"Ar-Cl,Ar-F,Ar-NH2","Ar-Cl,R2CH-OR,R3C-Ester","Ar-Cl,Ar-F,Ar-NH2|Ar-Cl,R2CH-OR,R3C-Ester",74.0,Nc1ccc(Cl)c(Cl)c1F.CCCCCC[C@@H](C)Oc1cc2ncnc(Cl)c2cc1OC(=O)C(C)(C)C>>CCCCCC[C@@H](C)Oc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC(=O)C(C)(C)C,,,,"DMF / 1,4-Dioxane",,,,0.06421612990679447
Ar-F|Ar-NHR|R-CONHR -> R-CONR2 || Any-Ester|Ar-CN|Ar-Cl|Ar-Lactam|Ar-R|RCH2-NR2,"Ar-Cl,Ar-F,Ar-CN","Ar-R,Ar-NHR,Ar-Lactam,RCH2-NR2,Any-Ester,R-CONHR","Ar-Cl,Ar-F,Ar-CN|Ar-R,Ar-NHR,Ar-Lactam,RCH2-NR2,Any-Ester,R-CONHR",88.0,N#Cc1c(F)cccc1Cl.CC(C)(C)OC(=O)N1CCC(c2ccc3c(c2)NC(=O)C3(C)C)CC1>>CC(C)(C)OC(=O)N1CCC(c2ccc3c(c2)N(c2cccc(Cl)c2C#N)C(=O)C3(C)C)CC1,,,Cs2CO3,MeCN,,,,0.0
Ar-Cl|RCH2-NH2 -> RCH2-NHR || Ar-Ester,RCH2-NH2,"Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|RCH2-NH2",96.0,CCCN.COC(=O)c1ccc2cnc(Cl)nc2c1>>CCCNc1ncc2ccc(C(=O)OC)cc2n1,,,,DMSO,water,,,1.1952286093343936
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester,R2CH-NH2,"Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2",72.0,NC1CC1.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(NC3CC3)nc2c1,,,,DMSO,water,,,-1.189076693602566
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester,R2CH-NH2,"Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2",99.0,CC(C)N.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(NC(C)C)nc2c1,,,,DMSO,water,,,1.7921084453581522
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester,R2CH-NH2,"Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2",99.0,NC1CCC1.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(NC3CCC3)nc2c1,,,,DMSO,water,,,1.7921084453581522
Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-Ester,Bn-NH2,"Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|Bn-NH2",99.0,NCc1ccccc1.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(NCc3ccccc3)nc2c1,,,,DMSO,water,,,1.4393002511750568
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester|R3C-F,"R2CH-NH2,R3C-F","Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2,R3C-F",94.0,NC1CCC(F)(F)CC1.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(NC3CCC(F)(F)CC3)nc2c1,,,,DMSO,water,,,0.0
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester|RCH2-OH,"R2CH-NH2,RCH2-OH","Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2,RCH2-OH",98.0,C[C@@H](N)CO.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(N[C@H](C)CO)nc2c1,,,,DMSO,water,,,0.7071067811865475
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester|RCH2-OH,"R2CH-NH2,RCH2-OH","Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2,RCH2-OH",97.0,C[C@H](N)CO.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(N[C@@H](C)CO)nc2c1,,,,DMSO,water,,,-0.7071067811865475
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester|RCH2-OR,"R2CH-NH2,RCH2-OR","Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2,RCH2-OR",98.0,N[C@H]1CCOC1.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(N[C@H]3CCOC3)nc2c1,,,,DMSO,water,,,0.8320445980748017
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester|RCH2-OR,"R2CH-NH2,RCH2-OR","Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2,RCH2-OR",97.0,NC1CCOCC1.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(NC3CCOCC3)nc2c1,,,,DMSO,water,,,0.7535498246715185
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester|R2CH-OR|RCH2-OR,"R2CH-NH2,RCH2-OR,R2CH-OR","Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2,RCH2-OR,R2CH-OR",82.0,COC1CCC(N)CC1.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(NC3CCC(OC)CC3)nc2c1,,,,DMSO,water,,,0.0
Ar-Cl|R2CH-NH2 -> R2CH-NHR || Ar-Ester|RCH2-OR,"R2CH-NH2,RCH2-OR","Ar-Cl,Ar-Ester","Ar-Cl,Ar-Ester|R2CH-NH2,RCH2-OR",95.0,N[C@@H]1CCOC1.COC(=O)c1ccc2cnc(Cl)nc2c1>>COC(=O)c1ccc2cnc(N[C@@H]3CCOC3)nc2c1,,,,DMSO,water,,,0.596560277864952
Ar-CONR2|Ar-F|Ar-I|RCH2-NR2 -> Ar-H|R-H || None,"Ar-I,Ar-F,RCH2-NR2,Ar-CONR2",,"Ar-I,Ar-F,RCH2-NR2,Ar-CONR2",80.0,CN(C(=O)c1ccccc1F)c1ccccc1I>>Cn1c2ccccc2c(=O)c2ccccc21,,,Potassiumhydride,THF / water,NH4Cl,,,0.0
Ar-Cl|Ar-NH2 -> Ar-NHR || Ar-Br|Ar-Ester|RCH2-OR,"Ar-Br,Ar-NH2,Ar-Ester","Ar-Cl,RCH2-OR","Ar-Br,Ar-NH2,Ar-Ester|Ar-Cl,RCH2-OR",76.0,COC(=O)c1cc(N)ccc1Br.COCCOc1cc2ncnc(Cl)c2cc1OCCOC>>COCCOc1cc2ncnc(Nc3ccc(Br)c(C(=O)OC)c3)c2cc1OCCOC,,,Py,iPrOH,,,,0.0
Ar-Cl|Ar-NH2 -> Ar-NHR || Ar-R,"Ar-R,Ar-NH2",Ar-Cl,"Ar-Cl|Ar-R,Ar-NH2",85.0,Cc1cc(C)c(N)c(C)c1.Clc1ccc2ccc3ccc(Cl)nc3c2n1>>Cc1cc(C)c(Nc2ccc3ccc4ccc(Nc5c(C)cc(C)cc5C)nc4c3n2)c(C)c1,,,NaHCO3,DCM / water,,,,0.08960986583708631
Ar-F|Ar-NHR -> Ar-NR2 || Ar-R,"Ar-R,Ar-NHR",Ar-F,"Ar-F|Ar-R,Ar-NHR",86.0,Cc1cc(C)c(Nc2ccc3ccc4ccc(Nc5c(C)cc(C)cc5C)nc4c3n2)c(C)c1.Fc1ccccn1>>Cc1cc(C)c(N(c2ccccn2)c2ccc3ccc4ccc(N(c5ccccn5)c5c(C)cc(C)cc5C)nc4c3n2)c(C)c1,,,,THF,,,,0.0
Any-CONHR|Any-NHR|Ar-CONHR|Ar-NHR -> AromN-H || Any-OR|Ar-Cl|Ar-F|Ar-R|R-Si|R3C-F,"Ar-R,Ar-Cl,Ar-F,R-Si,Ar-NHR,Ar-CONHR,Any-NHR,Any-OR,R3C-F,Any-CONHR",,"Ar-R,Ar-Cl,Ar-F,R-Si,Ar-NHR,Ar-CONHR,Any-NHR,Any-OR,R3C-F,Any-CONHR",70.0,CC(C)c1nccc(CCC(F)(F)CO[Si](C)(C)C(C)(C)C)c1NC(=O)NC(=O)c1cc(F)c(Cl)nc1Cl>>CC(C)c1nccc(CCC(F)(F)CO[Si](C)(C)C(C)(C)C)c1-n1c(=O)[nH]c(=O)c2cc(F)c(Cl)nc21,,,KHMDS,THF / water,NH4Cl,,,0.0
Any-CONHR|Any-NHR|Ar-CONHR|Ar-NHR -> AromN-H || Any-OR|Ar-Cl|Ar-R|R-Si|RCH2-OR,"Ar-R,Ar-Cl,R-Si,Ar-NHR,Ar-CONHR,Any-NHR,RCH2-OR,Any-OR,Any-CONHR",,"Ar-R,Ar-Cl,R-Si,Ar-NHR,Ar-CONHR,Any-NHR,RCH2-OR,Any-OR,Any-CONHR",93.0,CC(C)c1nccc(OCCO[Si](C)(C)C(C)(C)C)c1NC(=O)NC(=O)c1cc(Cl)c(Cl)nc1Cl>>CC(C)c1nccc(OCCO[Si](C)(C)C(C)(C)C)c1-n1c(=O)[nH]c(=O)c2cc(Cl)c(Cl)nc21,,,K2CO3,DMAc / water,NH4Cl,,,0.0
Any-CONHR|Any-NHR|Ar-CONHR|Ar-NHR -> AromN-H || Any-OR|Ar-Cl|Ar-F|Ar-R|R-Si|RCH2-OR,"Ar-R,Ar-Cl,Ar-F,R-Si,Ar-NHR,Ar-CONHR,Any-NHR,RCH2-OR,Any-OR,Any-CONHR",,"Ar-R,Ar-Cl,Ar-F,R-Si,Ar-NHR,Ar-CONHR,Any-NHR,RCH2-OR,Any-OR,Any-CONHR",98.0,CC(C)c1nccc(OCCCO[Si](C)(C)C(C)(C)C)c1NC(=O)NC(=O)c1cc(F)c(Cl)nc1Cl>>CC(C)c1nccc(OCCCO[Si](C)(C)C(C)(C)C)c1-n1c(=O)[nH]c(=O)c2cc(F)c(Cl)nc21,,,KHMDS,THF / water,NH4Cl,,,0.7071067811865476
Any-CONHR|Any-NHR|Ar-CONHR|Ar-NHR -> AromN-H || Any-OR|Ar-Cl|Ar-F|Ar-R|R-Si|RCH2-OR,"Ar-R,Ar-Cl,Ar-F,R-Si,Ar-NHR,Ar-CONHR,Any-NHR,RCH2-OR,Any-OR,Any-CONHR",,"Ar-R,Ar-Cl,Ar-F,R-Si,Ar-NHR,Ar-CONHR,Any-NHR,RCH2-OR,Any-OR,Any-CONHR",81.0,CC(C)c1nccc(OCCO[Si](C)(C)C(C)(C)C)c1NC(=O)NC(=O)c1cc(F)c(Cl)nc1Cl>>CC(C)c1nccc(OCCO[Si](C)(C)C(C)(C)C)c1-n1c(=O)[nH]c(=O)c2cc(F)c(Cl)nc21,,,KHMDS,THF / water,Al(HCO3)3,,,-0.7071067811865476
