Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || R-H-acidic|R3C-NR2,False,"R-H-acidic,RCH2-CO2H","R2CH-NH2,R3C-NR2","R-H-acidic,RCH2-CO2H|R2CH-NH2,R3C-NR2",87.0,CC(=O)O.CC1(C)CC(N)CC(C)(C)N1[O]>>CC(=O)NC1CC(C)(C)N([O])C(C)(C)C1,DMAP,,,DCM,,DCC,,0.0
Ar-CO2H|Ar-NH2 -> Ar-CONHR|Ar-NHR || Ar-I|Ar-OR,False,"Ar-I,Ar-NH2","Ar-OR,Ar-CO2H","Ar-I,Ar-NH2|Ar-OR,Ar-CO2H",77.0,Nc1ccc(I)cc1.CCCCCCCCCCCCOc1cc(C(=O)O)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC>>CCCCCCCCCCCCOc1cc(C(=O)Nc2ccc(I)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,,,,DCM,DMAP,EDCI·HCl,,-0.37410477842097073
Ar-NH2|R2CH-CO2H -> Ar-NHR|R-CONHR || Alkenyl-I|Any-Ester|Quinoline|R-H-acidic|R2CH-NR2|RCH2-NR2,False,"Ar-NH2,Quinoline","R-H-acidic,Alkenyl-I,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester","Ar-NH2,Quinoline|R-H-acidic,Alkenyl-I,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester",92.0,Nc1cccc2cccnc12.COC(=O)N(CC(I)=C(C)C)[C@@H](C)C(=O)O>>COC(=O)N(CC(I)=C(C)C)[C@@H](C)C(=O)Nc1cccc2cccnc12,DMAP,,,DCM / water,SodiumChloride,EDCI·HCl,,0.0
Ar-NH2|R2CH-CO2H -> Ar-NHR|R-CONHR || Alkenyl-I|Any-Ester|Ar-Imino|R-H-acidic|R2CH-NR2|RCH2-NR2|RCH2-OR,False,"Ar-NH2,RCH2-OR,Ar-Imino","R-H-acidic,Alkenyl-I,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester","Ar-NH2,RCH2-OR,Ar-Imino|R-H-acidic,Alkenyl-I,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester",83.0,Nc1ccccc1C1=NCCO1.COC(=O)N(CC(I)=C(C)C)[C@@H](C)C(=O)O>>COC(=O)N(CC(I)=C(C)C)[C@@H](C)C(=O)Nc1ccccc1C1=NCCO1,DMAP,,,DCM / water,SodiumChloride,EDCI·HCl,,0.0
Bn-NH2|R2CH-CO2H -> Bn-NHR|R-CONHR || Alkenyl-I|Any-Ester|Pyridine|R-H-acidic|R2CH-NR2|RCH2-NR2,False,"Bn-NH2,Pyridine","R-H-acidic,Alkenyl-I,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester","Bn-NH2,Pyridine|R-H-acidic,Alkenyl-I,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester",75.0,NCc1ccccn1.COC(=O)N(CC(I)=C(C)C)[C@@H](C)C(=O)O>>COC(=O)N(CC(I)=C(C)C)[C@@H](C)C(=O)NCc1ccccn1,DMAP,,,DCM / water,SodiumChloride,EDCI·HCl,,0.0
Ar-NH2|R2CH-CO2H -> Ar-NHR|R-CONHR || Quinoline|R-H-acidic|R2CH-NHR,False,"Ar-NH2,Quinoline","R-H-acidic,R2CH-NHR,R2CH-CO2H","Ar-NH2,Quinoline|R-H-acidic,R2CH-NHR,R2CH-CO2H",96.0,Nc1cccc2cccnc12.C[C@H](NC(=O)OC(C)(C)C)C(=O)O>>C[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1cccc2cccnc12,,,DIPEA,DCM,HOBt,EDCI·HCl,,1.404040974480615
Ar-NH2|R2CH-CO2H|R2CH-NHR -> Ar-NHR|R-CONHR|R2CH-NH2 || Quinoline|R-H-acidic,False,"Ar-NH2,Quinoline","R-H-acidic,R2CH-NHR,R2CH-CO2H","Ar-NH2,Quinoline|R-H-acidic,R2CH-NHR,R2CH-CO2H",91.0,Nc1cccc2cccnc12.CC[C@H](NC(=O)OC(C)(C)C)C(=O)O>>CC[C@H](N)C(=O)Nc1cccc2cccnc12,,,DIPEA,DCM,HOBt / TFA,EDCI·HCl,,0.48032980705915707
Ar-NH2|R2CH-CO2H|R2CH-NHR -> Ar-NHR|R-CONHR|R2CH-NH2 || Quinoline|R-H-acidic|RCH2-Ester,False,"Ar-NH2,Quinoline","R-H-acidic,R2CH-NHR,R2CH-CO2H,RCH2-Ester","Ar-NH2,Quinoline|R-H-acidic,R2CH-NHR,R2CH-CO2H,RCH2-Ester",89.0,Nc1cccc2cccnc12.COC(=O)CC[C@H](NC(=O)OC(C)(C)C)C(=O)O>>COC(=O)CC[C@H](N)C(=O)Nc1cccc2cccnc12,,,DIPEA,DCM,HOBt / TFA,EDCI·HCl,,0.0
R2CH-CO2H|R2CH-NH2 -> R-CONHR|R2CH-NHR || Any-Ester|R-H-acidic|R2CH-Ester|R2CH-NR2|RCH2-NR2,False,"R-H-acidic,R2CH-NH2,R2CH-Ester","R-H-acidic,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester","R-H-acidic,R2CH-NH2,R2CH-Ester|R-H-acidic,R2CH-NR2,RCH2-NR2,R2CH-CO2H,Any-Ester",85.0,CC(C)C[C@H](N)C(=O)OC(C)(C)C.C/C=C1/CN(C(=O)OC(C)(C)C)[C@H](C(=O)O)[C@@H]1C>>C/C=C1/CN(C(=O)OC(C)(C)C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)OC(C)(C)C)[C@@H]1C,,,Et3N,DMF,HOBt,EDCI·HCl,,0.04885967564883422
R2CH-CO2H|RCH2-NH2 -> R-CONHR|RCH2-NHR || R-H-acidic|R2CH-NHR,False,RCH2-NH2,"R-H-acidic,R2CH-NHR,R2CH-CO2H","R-H-acidic,R2CH-NHR,R2CH-CO2H|RCH2-NH2",96.0,CCCCCCCCCCCCCCCCCCN.C[C@H](NC(=O)OC(C)(C)C)C(=O)O>>CCCCCCCCCCCCCCCCCCNC(=O)[C@H](C)NC(=O)OC(C)(C)C,,,,DCM,HOBt,EDCI·HCl,,0.9274183047804729
R2CH-CO2H|RCH2-NH2 -> R-CONHR|RCH2-NHR || R-H-acidic|R2CH-NHR,False,RCH2-NH2,"R-H-acidic,R2CH-NHR,R2CH-CO2H","R-H-acidic,R2CH-NHR,R2CH-CO2H|RCH2-NH2",96.0,CCCCCCCCCCCCN.C[C@H](NC(=O)OC(C)(C)C)C(=O)O>>CCCCCCCCCCCCNC(=O)[C@H](C)NC(=O)OC(C)(C)C,,,,DCM,HOBt,EDCI·HCl,,0.9274183047804729
Ar-NH2|R3C-CO2H -> Ar-NHR|R-CONHR || Any-Ester|Any-N3|Any-NH2|Ar-CONH2|Ar-NH2|R3C-NR2|RCH2-NR2,False,"R3C-NR2,RCH2-NR2,R3C-CO2H,Any-Ester,Any-N3","Ar-NH2,Ar-CONH2,Any-NH2","Ar-NH2,Ar-CONH2,Any-NH2|R3C-NR2,RCH2-NR2,R3C-CO2H,Any-Ester,Any-N3",76.0,CC(C)(C)OC(=O)N1CCCC1(CCCCCN=[N+]=[N-])C(=O)O.NC(=O)c1cccc(N)c1N>>CC(C)(C)OC(=O)N1CCCC1(CCCCCN=[N+]=[N-])C(=O)Nc1cccc(C(N)=O)c1N,,,,DMF / Py,,CDI,,0.0
R2CH-CO2H|RCH2-NH2 -> R-CONHR|RCH2-NHR || Any-CHCH2|Any-Ester|Any-NH2|Ar-CONH2|Ar-R|AromN-H|Benzimidazole|R-CHCH2|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R3C-NR2|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-R,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-CO2H,R-CONHR,R-CONR2","Ar-R,AromN-H,Ar-CONH2,RCH2-NH2,R3C-NR2,RCH2-NR2,Any-NH2,Any-Ester,Any-CHCH2,R-CHCH2,Benzimidazole","Ar-R,AromN-H,Ar-CONH2,RCH2-NH2,R3C-NR2,RCH2-NR2,Any-NH2,Any-Ester,Any-CHCH2,R-CHCH2,Benzimidazole|R-H-acidic,Ar-R,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-CO2H,R-CONHR,R-CONR2",93.0,CC(C)C[C@@H](/C=C/[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=O)OCc1ccccc1)C(=O)O)C(C)C)NC(=O)OC(C)(C)C.C=CCOC(=O)N1CCCC1(CCCCCN)c1nc2cccc(C(N)=O)c2[nH]1>>C=CCOC(=O)N1CCCC1(CCCCCNC(=O)[C@H](CCCNC(=O)OCc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](/C=C/[C@H](CC(C)C)NC(=O)OC(C)(C)C)Cc1ccccc1)C(C)C)c1nc2cccc(C(N)=O)c2[nH]1,,,,DCM / water,NH4Cl,,,0.0
Ar-NH2|R2CH-CO2H -> Ar-NHR|R-CONHR || Ar-R|Bn-OH|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|RCH2-NHR|RCH2-NR2,False,"Ar-NH2,Bn-OH","R-H-acidic,Ar-R,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-CO2H,R-CONHR,R-CONR2","Ar-NH2,Bn-OH|R-H-acidic,Ar-R,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-CO2H,R-CONHR,R-CONR2",92.0,Nc1ccc(CO)cc1.CC(C)C[C@@H](/C=C/[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=O)OCc1ccccc1)C(=O)O)C(C)C)NC(=O)OC(C)(C)C>>CC(C)C[C@@H](/C=C/[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=O)OCc1ccccc1)C(=O)Nc1ccc(CO)cc1)C(C)C)NC(=O)OC(C)(C)C,,,,DMF,HOAt,,,0.0
Any-SR|Ar-Alkenyl|R2CH-NH2|RCH2-CO2H|RCH2-NHR -> Ar-Ar|Ar-R|R-CONHR|R2CH-NHR|Thiazole || Ar-R|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|RCH2-NHR|RCH2-NR2|RCH2-OR,False,"R-H-acidic,RCH2-NHR,RCH2-OR,RCH2-CO2H","R-H-acidic,Ar-Alkenyl,Ar-R,R2CH-NH2,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2","R-H-acidic,Ar-Alkenyl,Ar-R,R2CH-NH2,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2|R-H-acidic,RCH2-NHR,RCH2-OR,RCH2-CO2H",90.0,CC(C)(C)OC(=O)NCCOCCC(=O)O.CC1=C(c2ccc([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N)C(C)(C)C)cc2)SCN1>>Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCNC(=O)OC(C)(C)C)C(C)(C)C)cc1,,,DIPEA,DMF,HOAt,HATU,,0.0
Any-SR|Ar-Alkenyl|R2CH-NH2|RCH2-CO2H|RCH2-NHR -> Ar-Ar|Ar-R|R-CONHR|R2CH-NHR|Thiazole || Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NR2|R2CH-OH|RCH2-NR2,False,"R-H-acidic,Ar-R,Bn-NHR,RCH2-CO2H","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2|R-H-acidic,Ar-R,Bn-NHR,RCH2-CO2H",90.0,CC(C)(C)OC(=O)NCc1ccccc1CCC(=O)O.CC1=C(c2ccc(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N)C(C)(C)C)cc2)SCN1>>Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCc2ccccc2CNC(=O)OC(C)(C)C)C(C)(C)C)cc1,,,DIPEA,DMF,HOAt,HATU,,0.0
Any-SR|Ar-Alkenyl|R2CH-NH2|RCH2-CO2H|RCH2-NHR -> Ar-Ar|Ar-R|R-CONHR|R2CH-NHR|Thiazole || Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NR2|R2CH-OH|RCH2-NHR|RCH2-NR2|RCH2-OR,False,"R-H-acidic,RCH2-NHR,RCH2-OR,RCH2-CO2H","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2|R-H-acidic,RCH2-NHR,RCH2-OR,RCH2-CO2H",90.0,CC(C)(C)OC(=O)NCCOCCC(=O)O.CC1=C(c2ccc(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N)C(C)(C)C)cc2)SCN1>>Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCNC(=O)OC(C)(C)C)C(C)(C)C)cc1,,,DIPEA,DMF,HOAt,HATU,,0.0
Any-SR|Ar-Alkenyl|Ar-CO2H|R2CH-NH2|RCH2-NHR -> Ar-Ar|Ar-CONHR|Ar-R|R2CH-NHR|Thiazole || Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NR2|R2CH-OH|RCH2-NR2,False,"Ar-CO2H,Bn-NHR","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2","Ar-CO2H,Bn-NHR|R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2",90.0,CC(C)(C)OC(=O)NCc1ccc(C(=O)O)cc1.CC1=C(c2ccc(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N)C(C)(C)C)cc2)SCN1>>Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2ccc(CNC(=O)OC(C)(C)C)cc2)C(C)(C)C)cc1,,,DIPEA,DMF,HOAt,HATU,,0.0
R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-OH|Ar-OR|Ar-R|R-H-acidic|R2CH-Ester,False,"R-H-acidic,Ar-R,Ar-OH,Ar-OR,RCH2-CO2H","R-H-acidic,Ar-R,R2CH-NH2,R2CH-Ester","R-H-acidic,Ar-R,Ar-OH,Ar-OR,RCH2-CO2H|R-H-acidic,Ar-R,R2CH-NH2,R2CH-Ester",81.0,COc1cc(CC(=O)O)ccc1O.COC(=O)[C@@H](N)Cc1ccccc1>>COC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1ccc(O)c(OC)c1,,,,DMF,HOAt,HBTU / HATU,,0.0
Any-SR|Ar-Alkenyl|R2CH-NH2|RCH2-CO2H|RCH2-NHR -> Ar-Ar|Ar-R|R-CONHR|R2CH-NHR|Thiazole || Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NR2|R2CH-OH|RCH2-NR2,False,"R-H-acidic,Ar-R,Bn-NHR,RCH2-CO2H","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2|R-H-acidic,Ar-R,Bn-NHR,RCH2-CO2H",90.0,CC(C)(C)OC(=O)NCc1cccc(CC(=O)O)c1.CC1=C(c2ccc(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N)C(C)(C)C)cc2)SCN1>>Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)Cc2cccc(CNC(=O)OC(C)(C)C)c2)C(C)(C)C)cc1,,,DIPEA,DMF,HOAt,HATU,,0.0
Any-SR|Ar-Alkenyl|R2CH-NH2|RCH2-CO2H|RCH2-NHR -> Ar-Ar|Ar-R|R-CONHR|R2CH-NHR|Thiazole || Any-Ester|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NR2|R2CH-OH|RCH2-NR2,False,"R-H-acidic,RCH2-NR2,RCH2-CO2H,Any-Ester","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2","R-H-acidic,Ar-Alkenyl,Bn-NHR,R2CH-NH2,RCH2-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2|R-H-acidic,RCH2-NR2,RCH2-CO2H,Any-Ester",90.0,CC(C)(C)OC(=O)N1CCN(CCC(=O)O)CC1.CC1=C(c2ccc(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N)C(C)(C)C)cc2)SCN1>>Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCN2CCN(C(=O)OC(C)(C)C)CC2)C(C)(C)C)cc1,,,DIPEA,DMF,HOAt,HATU,,0.0
Any-SR|Ar-Alkenyl|R2CH-NH2|RCH2-CO2H|RCH2-NHR -> Ar-Ar|Ar-R|R-CONHR|R2CH-NHR|Thiazole || Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|RCH2-NR2,False,"R-H-acidic,Ar-R,Bn-NHR,RCH2-CO2H","R-H-acidic,Ar-Alkenyl,Ar-R,R2CH-NH2,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2","R-H-acidic,Ar-Alkenyl,Ar-R,R2CH-NH2,RCH2-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,Any-SR,R2CH-OH,R-CONHR,R-CONR2|R-H-acidic,Ar-R,Bn-NHR,RCH2-CO2H",90.0,CC(C)(C)OC(=O)NCc1cccc(CC(=O)O)c1.CC1=C(c2ccc([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](N)C(C)(C)C)cc2)SCN1>>Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)Cc2cccc(CNC(=O)OC(C)(C)C)c2)C(C)(C)C)cc1,,,DIPEA,DMF,HOAt,HATU,,0.0
R2CH-CO2H|RCH2-NH2|Thiazole -> R-CONHR|RCH2-NHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc(CNC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)CCCCN)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCCCCC(=O)N[C@@H](C(=O)N2C[C@@H](O)C[C@@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
R2CH-CO2H|RCH2-NH2|Thiazole -> R-CONHR|RCH2-NHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc(CNC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCN)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCCCCCCCC(=O)N[C@@H](C(=O)N2C[C@@H](O)C[C@@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
R2CH-CO2H|RCH2-NH2|Thiazole -> R-CONHR|RCH2-NHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc(CNC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCN)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCCCCCCC(=O)N[C@@H](C(=O)N2C[C@@H](O)C[C@@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
Bn-NH2|R2CH-CO2H|Thiazole -> Bn-NHR|R-CONHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NH2,Bn-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-Ar,Ar-R,Bn-NH2,Bn-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O.Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)Cc2cccc(CN)c2)C(C)(C)C)cc1>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCc2cccc(CC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)c2)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
