Compound,CAS,smiles,source
Oxalylindigo,2533-00-8,C1=CC=C2N/C(=C/3\N(C4=CC=CC=C4C3=O)C(=O)C(=O)N5/C(=C/6\NC7=CC=CC=C7C6=O)/C(=O)C8=CC=CC=C58)/C(=O)C2=C1,pubchem_name
"Oxine Blue (8-hydroxy-5-p-diethylaminophenylimino-5,8-dihydroquinoline)",3733-85-5,,unresolved
"Patulin [hydroxyl-4H-furo(3.2-c)pyran-2(6H)-one, Clavatin]",149-29-1,O=C1C=C2C(=CCOC2O)O1,registry
Pentachloropyridine,2176-62-7,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,registry
Pentafluoropyridine,700-16-3,Fc1nc(F)c(F)c(F)c1F,registry
The N-acetyl derivative,1432-43-5,CC(=O)N1CCOC1=O,registry_or_pubchem_previous
"3,3,6,9,9-Pentamethyl-2,10-diazabicyclo[4.4.0]dec-1-ene (PMDBD, 1,2,3,4,4a,5,6,7-octahydro-2,2,4a,7,7- pentamethylnaphthyridine)",69340-58-5,CC1(C)CCC2(C)CCC(C)(C)NC2=N1,registry
"Pentaquine monophosphate (1,4-pentanediamine, n-[6-methoxy-8-quinolinyl)-N��-[1-methylethyl) (1:1) phosphate]",5428-64-8,CC(C)NCCCCCNC1=C2C(=CC(=C1)OC)C=CC=N2.OP(=O)(O)O,registry_or_pubchem_previous
"Phenanthridine (benzo[c]quinoline, 3,4-benzoquinoline)",229-87-8,C1=CC=C2C(=C1)C=NC3=CC=CC=C23,registry_or_pubchem_previous
"2-Phenyl-1-azaindolizine (-phenylimidazo[1,2-a]pyridine)",4105-21-9,C1=CC=C(C=C1)C2=CN3C=CC=CC3=N2,registry_or_pubchem_previous
"4,7-Phenanthroline-5,6-dione",84-12-8,C1=CC2=C(C(=O)C(=O)C3=C2C=CC=N3)N=C1,registry_or_pubchem_previous
"Phenazine (dibenzo[b,e]pyrazine)",92-82-0,C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,registry
"Phenosafranine (3,7-diamino-5-phenylphenazinium chloride, CI 50200)",81-93-6,C1=CC=C(C=C1)[N+]2=C3C=C(C=CC3=NC4=C2C=C(C=C4)N)N.[Cl-],registry_or_pubchem_previous
Phenothiazine,92-84-2,c1ccc2c(c1)Nc1ccccc1S2,registry
Phenoxazine,135-67-1,c1ccc2c(c1)Nc1ccccc1O2,registry
1-Phenyl-5-mercaptotetrazole,86-93-1,S=c1[nH]nnn1-c1ccccc1,registry
"2-Phenyl-1,3-diazahexahydroazulene",2161-31-1,,unresolved
2-Phenylindolizine,25379-20-8,c1ccc(-c2cc3ccccn3c2)cc1,registry
"2-Phenylquinoline-4-carboxylic acid (Cinchophen, Atophen)",132-60-5,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,registry
4-Phenylpyridine-2-carbonitrile,18714-16-4,N#Cc1cc(-c2ccccc2)ccn1,registry
6-Phenylquinoline,612-95-3,c1ccc(-c2ccc3ncccc3c2)cc1,registry
"9-Phenyl-3-fluorone (2,6,7-trihydroxy-9-phenylxanthen-3-one)",975-17-7,O=C1C=C2Oc3cc(O)c(O)cc3C(c3ccccc3)=C2CC1=O,registry
"C14H15N, M 197.3, b 150-152o/5- 6mm, 322o/atm, d 1.03, n D 20 1.563, pKEst ~6.0",103-63-9,BrCCc1ccccc1,registry
Phenyl 2-pyridyl ketoxime,1826-28-4,ON=C(c1ccccc1)c1ccccn1,registry
The sodium salt,15052-19-4,S=c1[n-]nnn1-c1ccccc1,registry
1-Phenyl-5-sulfanilamidopyrazole,526-08-9,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,registry
2-Picoline-N-oxide (2-methylpyridine-1-oxide),931-19-1,Cc1cccc[n+]1[O-],registry
"4-Phenyl-1,2,4-triazole-3,5-dione (PTAD)",4233-33-4,O=C1N=NC(=O)N1c1ccccc1,registry
"4-Phenyl-1,2,4-triazolidine-3,5-diol (4-phenylurazole)",15988-11-1,O=c1[nH][nH]c(=O)n1-c1ccccc1,registry
Phthalazine,253-52-1,c1ccc2cnncc2c1,registry
"Phthalazine-1,4-dione (phthalhydrazide)",1445-69-8,O=c1[nH][nH]c(=O)c2ccccc12,registry
Phthalazone (1-hydroxyphthalazine),119-39-1,O=c1[nH]ncc2ccccc12,registry
"��Phosphine�� [dye CI 793, Chrysaniline mononitrate, 3-amino-9-(4-aminophenyl)-acridinium mononitrate)",10181-37-0,Nc1ccc(-c2c3ccccc3nc3cc(N)ccc23)cc1,registry
4-Picoline-N-oxide (4-methylpyridine-1-oxide),1003-67-4,Cc1cc[n+]([O-])cc1,registry
N-4-Picolinoylbenzimidazole,100312-29-6,,unresolved
Picolinic acid (pyridine-2-carboxylic acid),98-98-6,O=C(O)c1ccccn1,registry
"Picrolic acid [3-methyl-4-nitro-1-(4-nitrophenyl)-2-pyrazolin-5-one, picrolonic acid]",550-74-3,CC1=NN(C(=O)C1[N+](=O)[O-])C2=CC=C(C=C2)[N+](=O)[O-],registry
Pinacyanol chloride (Quinaldine Blue),2768-90-3,CCN1/C(=C/C=C/C2=[N+](C3=CC=CC=C3C=C2)CC)/C=CC4=CC=CC=C41.[Cl-],registry_or_pubchem_previous
Piperazine,110-85-0,C1CNCCN1,registry_or_pubchem_previous
Piperazine phosphate (H2O),18534-18-4,C1CNCCN1,registry
The iodide,605-91-4,CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,registry
dl-Pipecolinic acid (piperidine-2-carboxylic acid),"535-75-1, 4043-87-2",O=C(O)C1CCCCN1,registry
", M 203.2, has m 49-50o and b 158-160o/0.2mm, and the oxime",79858-41-6,C1CNCCC1=NO,registry_or_pubchem_previous
"4-Piperidone [piperidin-4(1H)-one, ��-]",41661-47-6,O=C1CCNCC1,registry
"Piperidine-2,6-dione (glutarimide)",1121-89-7,O=C1CCCC(=O)N1,registry
Piperidinium chloride,6091-44-7,C1CCNCC1,registry
Piperidinium nitrate,6091-45-8,C1CCNCC1.[N+](=O)(O)[O-],registry_or_pubchem_previous
Piperine (1-piperoylpiperidine),94-62-2,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,registry_or_pubchem_previous
in ��Aliphatic Compounds�� in this Chapter). The disodium salt,76836-02-7,O=S(=O)([O-])CCN1CCN(CCS(=O)(=O)[O-])CC1,registry
"Proclavine (3,6-diaminoacridine)",92-62-6,C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N,registry_or_pubchem_previous
"Propidium iodide (3,8-diamino-5-(3-diethylaminopropyl)-6-phenylphenantridinium iodide methiodide)",25535-16-4,CC[N+](C)(CC)CCC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,registry
Pteridine,91-18-9,c1cnc2ncncc2n1,registry
"(-)-Pterocarpin {(6aR-cis)-6a,12a-dihydro-3-methoxy-6H-[1,3]dioxolo[5,6]benzofuro[3,2c][1]-benzopyran}",524-97-0,COC1=CC2=C(C=C1)[C@H]3[C@@H](CO2)C4=CC5=C(C=C4O3)OCO5,registry_or_pubchem_previous
"2,4-(1H,3H)-Pteridinedione H2O (lumazine)",487-21-8,O=c1[nH]c(=O)c2nccnc2[nH]1,registry
Purine,120-73-0,c1ncc2[nH]cnc2n1,registry
Pyocyanine (1-hydroxy-5-methylphenazinium zwitterion),85-66-5,CN1C2=CC=CC=C2N=C3C1=CC=CC3=O,registry_or_pubchem_previous
Pyrazine,290-37-9,c1cnccn1,registry
"Pyrazine-1,4-dioxide",2433-84-9,,unresolved
Pyrazine-1-oxide,2423-65-6,C1=C[N+](=CC=N1)[O-],registry_or_pubchem_previous
Pyrazinecarboxamide,98-96-4,NC(=O)c1cnccn1,registry
Pyrazinecarboxylic acid,98-97-5,O=C(O)c1cnccn1,registry
1H-Pyrazole-3-carboxylic acid,1621-91-6,C(CF)NC(=O)NCCF,registry
1H-Pyrazole-4-carboxylic acid,37718-11-9,C1=C(C=NN1)C(=O)O,registry
"Pyrazine-2,3-dicarboxylic acid",89-01-0,O=C(O)c1nccnc1C(=O)O,registry
Pyrazole,288-13-1,c1cn[nH]c1,registry
"Pyrazole-3,5-dicarboxylic acid",3112-31-0,O=C(O)c1cc(C(=O)O)[nH]n1,registry
"Pyrazole-N-1-carboximidine hydrochloride (Praxadine, 1-amidinopyrazole hydrochloride, 1H-pyrazole- 1-carboxamidine hydrochloride)",4023-02-3,C1=CN(N=C1)C(=N)N.Cl,registry_or_pubchem_previous
"Pyridazin-3,6-diol (pyridazine-(1H,2H-3,6-dione, maleic hydrazide)",123-33-1,O=c1ccc(=O)[nH][nH]1,registry
Pyridine,110-86-1,c1ccncc1,registry
Pyridine hydrobromide perbromide (pyridinium bromide perbromide),39416-48-3,BrBr.c1ccncc1,registry
"2,6-Pyridinedialdoxime",2851-68-5,ON=Cc1cccc(C=NO)n1,registry
"C7H9N2O. I, M 266.1, has m 225-226o(dec) (from EtOH), Pyridine-3-aldoxime",1193-92-6,ON=Cc1cccnc1,registry
Pyridine N-oxide,694-59-7,[O-][n+]1ccccc1,registry
Pyridine hydrochloride,628-13-7,c1ccncc1,registry
"Pyridine-2,5-dicarboxylic acid (isocinchomeronic acid)",100-26-5,O=C(O)c1ccc(C(=O)O)nc1,registry
Pyridine-2-aldoxime (pyridine-2-carboxaldoxime),873-69-8,ON=Cc1ccccn1,registry
"Pyridine-3,4-dicarboxylic acid (cinchomeronic acid)",490-11-9,O=C(O)c1ccncc1C(=O)O,registry
Pyridine-4-aldoxime,696-54-8,ON=Cc1ccncc1,registry
1-(2-Pyridylazo)-2-naphthol (PAN),85-85-8,Oc1ccc2ccccc2c1N=Nc1ccccn1,registry
"3-(2-Pyridyl)-5,6-diphenyl-1,2,4-triazine",1046-56-6,c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccccc2)cc1,registry
4-(2-Pyridylazo)-resorcinol (PAR),1141-59-9,Oc1ccc(N=Nc2ccccn2)c(O)c1,registry
4-Pyridinethiol (4-mercaptopyridine),4556-23-4,S=c1cc[nH]cc1,registry
Pyridine 3-sulfonic acid,636-73-7,O=S(=O)(O)c1cccnc1,registry
1H-Pyrrole-1-propanoic acid (3-[pyrrol-1-yl]propionic acid),89059-06-3,O=C(O)CCn1cccc1,registry
Pyrrolidine (tetrahydropyrrole),123-75-1,C1CCNC1,registry
Quinaldic (quinoline-2-carboxylic) acid,93-10-7,C1=CC=C2C(=C1)C=CC(=N2)C(=O)O,registry
Quinazoline,253-82-7,c1ccc2ncncc2c1,registry
Quinoline,91-22-5,c1ccc2ncccc2c1,registry
2-Quinolinealdehyde,5470-96-2,O=Cc1ccc2ccccc2n1,registry
8-Quinolinecarboxylic acid,86-59-9,O=C(O)c1cccc2cccnc12,registry
"C28H31ClN2O3, M 479.0, m 210-211o(dec), CI 45170, ��max 543nm, {Free base",509-34-2,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,registry
Quinoline ethiodide (1- ethylquinolinium iodide),634-35-5,CC[n+]1cccc2ccccc21,registry
Quinoxaline,91-19-0,C1=CC=C2C(=C1)N=CC=N2,registry
Quinuclidine (1-azabicyclo[2.2.2]octane),100-76-5,C1CN2CCC1CC2,registry
"Rhamnetin (3,3'-4',5-tetrahydroxy-7-methoxy flavone, 7-methyl quercitin)",90-19-7,COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC(=C(C=C3)O)O)O,registry_or_pubchem_previous
"2-Sulfobenzoic cyclic anhydride (2,1-benzoxathiazol-3-one-1,1-dioxide)",81-08-3,C1=CC=C2C(=C1)C(=O)OS2(=O)=O,registry
"Rhodamine 6G [Basic Red 1, 3,5-bis-(ethylamino)-9-(2-ethoxycarbonylphenyl)-2,7-dimethylxanthylium chloride]",989-38-8,CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,registry
Rhodanine (2-mercaptothiazolidin-4-one),141-84-4,Oc1csc(=S)[nH]1,registry
"Saccharin (1,2-benzisothiazol-3(2H)-one 1,1-dioxide, o-benzoic acid sulfimide)",81-07-2,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,registry
"Safrole (5-allyl-1,3-benzodioxole, 4-allyl-1,2-methylenedioxybenzene)",94-59-7,C=CCc1ccc2c(c1)OCO2,registry
Scopoletin (7-hydroxy-6-methoxycoumarin),92-61-5,COc1cc2ccc(=O)oc2cc1O,registry
"1,4,8,11-Tetraazacyclotetradecane (cyclam)",295-37-4,C1CCC(CC1)NS(=O)(=O)O,registry
"2,2':6',2""-Terpyridyl",1148-79-4,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,registry
"2,4,5,6-Tetraaminopyrimidine sulfate",5392-28-9,C1(=C(N=C(N=C1N)N)N)N.OS(=O)(=O)O,registry_or_pubchem_previous
"Terthiophene (2,5-di[thienyl]thiophene; ��?terthienyl)",1081-34-1,C1=CSC(=C1)C2=CC=C(S2)C3=CC=CS3,registry
"2,3,4,6-Tetrachloropyridine",14121-36-9,C1=C(C(=C(N=C1Cl)Cl)Cl)Cl,registry_or_pubchem_previous
"l-Tetrahydropalmatine (2,3,9,10-tetramethoxy-6H-dibenzo[a,g]quinolizidine)",10097-84-4,COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC,registry_or_pubchem_previous
"1,3,5,5-Tetranitrohexahydropyrimidine",81360-42-1,C1C(CN(CN1[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],registry_or_pubchem_previous
"1,3,7,9-Tetramethyl uric acid",2309-49-1,Cn1c(=O)c2c(n(C)c1=O)n(C)c(=O)n2C,registry
"1,7,10,16-Tetraoxa-4,13-diazacyclooctadecane (4,13-diaza-18-crown-6)",23978-55-4,C1COCCOCCNCCOCCOCCN1,registry
"2,2,6,6-Tetramethyl-4-piperidone hydrochloride (triacetoneamine HCl)",33973-59-0,CC1(C)CC(=O)CC(C)(C)N1,registry
Tetrahydro-4H-thiopyran-4-one,1072-72-6,O=C1CCSCC1,registry
"1,2,3,4-(1H)Tetrazole",288-94-8,c1nn[nH]n1,registry
"2-Thenoyltrifluoroacetone [1-(2-thienyl)-4,4,4-trifluorobutan-1,3-dione]",326-91-0,O=C(CC(=O)C(F)(F)F)c1cccs1,registry
"5,10,15,20-Tetra-4'-pyridinylporphyrin",16834-13-2,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,registry
"5,10,15,20-Tetraphenylporphyrin (TPP)",917-23-7,C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,registry
"Tetrathiafulvalene (TTF, 2,2��-bi-1,3-dithiole)",31366-25-3,C1=CSC(=C2SC=CS2)S1,registry
Thianthrene,92-85-3,c1ccc2c(c1)Sc1ccccc1S2,registry
"1,1'-Thiocarbonyldiimidazole",6160-65-2,S=C(n1ccnc1)n1ccnc1,registry
2-Thiobarbituric acid (TBA),504-17-6,O=c1cc(O)[nH]c(=S)[nH]1,registry
2-Thiocytosine (4-amino-2-mercaptopyrimidine),333-49-3,Nc1cc[nH]c(=S)n1,registry
Thiazoline-2-thiol,96-53-7,S=C1NCCS1,registry
"Thiochrome {2,7-dimethyl-5H-thiachromine-8-ethanol; 3,8-dimethyl-2-hydroxyethyl-5H-thiazolo [2,3: 1',2'] pyrimido[4',5'-d]pyrimidine}",92-35-3,CC1=C(CCO)SC2=Nc3nc(C)ncc3CN21,registry
1-Thioflavone (2-phenylthiochromen-4-one),784-62-3,O=c1cc(-c2ccccc2)sc2ccccc12,registry
6-Thioguanine,154-42-7,Nc1nc(=S)c2[nH]cnc2[nH]1,registry
The hydrochloride,5967-90-8,C1CSCCN1.Cl,registry_or_pubchem_previous
"Thioflavine T [2-(4-dimethylaminophenyl)-3,6-dimethylbenzothiazolium chloride]",2390-54-7,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,registry
Thioindigo,522-75-8,C1=CC=C2C(=C1)C(=O)/C(=C/3\C(=O)C4=CC=CC=C4S3)/S2,registry_or_pubchem_previous
"Thiophene-2,5-dicarbonyl dichloride [2,5-bis(chlorocarbonyl)thiophene]",3857-36-1,C1=C(SC(=C1)C(=O)Cl)C(=O)Cl,registry_or_pubchem_previous
"Thiophene-2,5-dicarboxylic acid (2,5-dicarboxythiophene)",4282-31-9,O=C(O)c1ccc(C(=O)O)s1,registry
Thiophene-2-acetic acid,1918-77-0,O=C(O)Cc1cccs1,registry
Thiophene-2-carboxylic acid,527-72-0,O=C(O)c1cccs1,registry
Thiophene-3-acetic acid,6964-21-2,O=C(O)Cc1ccsc1,registry
Thiophene-3-carboxylic acid,88-31-1,C1=CSC=C1C(=O)O,pubchem_name
"Thiopyronine (2,7-dimethylaminothiaxanthene chloride hydrochloride)",2412-14-8,CN(C)C1=CC2=C(C=C1)C=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],registry_or_pubchem_previous
2-Thiouracil,141-90-2,O=c1cc[nH]c(=S)[nH]1,registry
"Thiothienoyltrifluoroacetone [1-(2-thienyl)-4,4,4-trifluorobutan-3-one-1-thione]",4552-64-1,C1=CSC(=C1)/C(=C/C(=O)C(F)(F)F)/S,registry_or_pubchem_previous
"Thymine (5-methylpyrimidin-2,4-dione, 5-methyluracil)",65-71-4,CC1=CNC(=O)NC1=O,registry_or_pubchem_previous
Tinuvin P (2-[2H-benzotriazol-2-yl]-p-cresol),"2440-22-4, 50936-05-5",CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,pubchem_cas
Toluidine Blue O,93-31-9,CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-],pubchem_name
"1,2,4(1H)-Triazole",288-88-0,C1=NC=NN1,registry
"4',5,7-Trihydroxyflavone (apigenin)",520-36-5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,registry
The hydrochloride,6138-41-6,C[N+]1=CC=CC(=C1)C(=O)O.[Cl-],registry_or_pubchem_previous
Tricycloquinazoline,195-84-6,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4C5=NC6=CC=CC=C6C(=N2)N35,registry_or_pubchem_previous
Trifluoperazine dihydrochloride (10-[3-{4-methyl-1-piperazinyl}propyl]-2-trifluoro-methyl-phenothiazine 2HCl),440-17-5,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,registry_or_pubchem_previous
Trigonelline (1-methylnicotinic acid zwitterion),535-83-1,C[N+]1=CC=CC(=C1)C(=O)[O-],registry_or_pubchem_previous
"1',3',3'-Trimethyl-6-nitrospiro(2H-benzopyran-2,2'-indoline)",1498-88-0,CN1c2ccccc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,registry
"1,3,7-Trimethyluric acid",5415-44-1,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,registry
"1,3,9-Trimethyluric acid",7464-93-9,Cn1c(=O)c2[nH]c(=O)n(C)c2n(C)c1=O,registry
"1,7,9-Trimethyluric acid",55441-82-2,CN1C2=C(NC(=O)N(C2=O)C)N(C1=O)C,pubchem_name
"2,2,4-Trimethyl-6-phenyl-1,2-dihydroquinoline",3562-69-4,CC1=CC(C)(C)Nc2ccc(-c3ccccc3)cc21,registry
"2,4,6-Trimethylpyridine (sym-collidine)",108-75-8,Cc1cc(C)nc(C)c1,registry
"1,3,5-Trioxane (metaformaldehyde)",110-88-3,C1OCOCO1,registry
"2,3,5-Triphenyltetrazolium chloride (TTC, TTZ)",298-96-4,c1ccc(-c2nn(-c3ccccc3)[n+](-c3ccccc3)n2)cc1,registry
"3,7,9-Trimethyluric acid",55441-72-0,CN1C2=C(N(C(=O)NC2=O)C)N(C1=O)C,registry_or_pubchem_previous
"Trioxsalen (2,5,9-trimethyl-7H-furo[3,2-g]benzopyran-7-one)",3902-71-4,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C,registry_or_pubchem_previous
"Tripyridyl triazine [TPTZ, 2,4,6-tri(2-pyridyl)-s-triazine]",3682-35-7,C1=CC=NC(=C1)C2=NC(=NC(=N2)C3=CC=CC=N3)C4=CC=CC=N4,registry
"1,3,5-Trithiane (thioformaldehyde trimer)",291-21-4,C1SCSCS1,registry_or_pubchem_previous
3-Tropanol (Tropine),120-29-6,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,registry
Tryptamine [3-(2-aminoethyl)indole)],61-54-1,C1=CC=C2C(=C1)C(=CN2)CCN,registry
Tryptamine hydrochloride,343-94-2,NCCc1c[nH]c2ccccc12,registry
Tryptophol [3-(2-hydroxyethyl)indole],526-55-6,OCCc1c[nH]c2ccccc12,registry
Umbelliferone (7-hydroxycoumarin),93-35-6,O=c1ccc2ccc(O)cc2o1,registry
"Uracil (pyrimidine-2,4(1H)-dione)",66-22-8,C1=CNC(=O)NC1=O,registry_or_pubchem_previous
Uramil (5-aminobarbituric acid),118-78-5,C1(C(=O)NC(=O)NC1=O)N,registry_or_pubchem_previous
"Uric acid (2,6,8-trihydroxypurine)",69-93-2,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,registry
Urocanic acid (4-imidazolylacrylic acid),104-98-3,C1=C(NC=N1)/C=C/C(=O)O,registry_or_pubchem_previous
��-Uridine (uracil-1-��-D-ribofuranoside),58-96-8,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,registry
"(��)-Vinclozolin [3-(3,5-dichlorophenyl)-5-methyl-5-vinyloxazolidine-2,4-dione]",50471-44-8,CC1(C(=O)N(C(=O)O1)C2=CC(=CC(=C2)Cl)Cl)C=C,registry_or_pubchem_previous
N-Vinylcarbazole,1484-13-5,C=CN1C2=CC=CC=C2C3=CC=CC=C31,registry
"is a water soluble hygroscopic liquid with b 115o/14mm, and the N-methyl hydrochloride",87243-73-0,,unresolved
9-Xanthone (9-xanthenone),90-47-1,O=c1c2ccccc2oc2ccccc12,registry
9-Xanthydrol (9-hydroxyxanthenone),90-46-0,OC1c2ccccc2Oc2ccccc21,registry
9H-Xanthene (dibenzopyran),92-83-1,c1ccc2c(c1)Cc1ccccc1O2,registry
"Viologen (4,4'-dipyridyl dihydrochloride)",27926-72-3,c1cc(-c2ccncc2)ccn1,registry
"Visnagin (4-methoxy-7-methyl-5H-furo[3,2-g][1]benzopyran-5-one)",82-57-5,COc1c2ccoc2cc2oc(C)cc(=O)c12,registry
"Xanthosine (2H2O) [9-(��-D-ribosyl)purin-2,6(1H,3H)-dione]",5968-90-1,O=c1[nH]c(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,registry
Yohimbine (Rauwolscine),146-48-5,COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,registry
"3R,4R,1'R-4-Acetoxy-3-[1-(tert-butylmethylsilyloxy)ethyl]-2-azetinone",76855-69-1,CC(=O)OC1NC(=O)C1C(C)O[Si](C)(C)C(C)(C)C,registry
Acetonyltriphenylphosphonium chloride,1235-21-8,CC(=O)C=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,registry
"N-Acetyl-4-hydroxy-m-arsanilic acid (Acetarsol, Stovarsol, 3-acetamido-4-hydroxyphenylarsonic acid)",97-44-9,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O,registry_or_pubchem_previous
When shaken with a 10% aqueous solution of Na2CO3 (8 hours) it gives acetylmethylene triphenyl phosphorane,1439-36-7,CC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,registry
4-Amino-2-sulfobenzoic acid,527-76-4,Nc1ccc(C(=O)O)c(S(=O)(=O)O)c1,registry
9-Anthraceneboronic acid,100622-34-2,OB(O)c1c2ccccc2cc2ccccc12,registry
Ammonium dodecylsulfate (ammonium laurylsulfate),2235-54-3,CCCCCCCCCCCCOS(=O)(=O)O,registry
Ammonium tetraphenylborate,14637-34-4,c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,registry
"which is soluble in H2O but crytallises from a small volume of it as short prisms of the hydrate, m 130-131o. It forms Ba, Cu, Ka, Ca and Mg salts readily. The potassium 2-nitro-4- sulfobenzoate",5344-48-9,C1=CC(=C(C=C1[N+](=O)[O-])S(=O)(=O)[O-])C(=O)[O-].[K+].[K+],registry_or_pubchem_previous
"9,10-Anthraquinone-2,6-disulfonic acid (disodium salt)",853-68-9,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)[O-].[Na+].[Na+],registry_or_pubchem_previous
Benzaldehyde-2-sulfonic acid sodium salt,1008-72-6,O=Cc1ccccc1S(=O)(=O)[O-],registry
Benzeneselenenyl bromide (phenylselenenyl bromide),34837-55-3,Br[Se]c1ccccc1,registry
"Benzeneselenenyl chloride (benzeneselenyl chloride, phenylselenenyl chloride)",5707-04-0,Cl[Se]c1ccccc1,registry
o-Arsanilic acid,2045-00-3,Nc1ccccc1[As](=O)(O)O,registry
p-Arsanilic acid,98-50-0,Nc1ccc([As](=O)(O)O)cc1,registry
Benzeneseleninic anhydride,17697-12-0,O=[Se](O[Se](=O)c1ccccc1)c1ccccc1,registry
Benzenestibonic acid,535-46-6,C1=CC=C(C=C1)[Sb](=O)(O)O,registry_or_pubchem_previous
m-Benzenedisulfonic acid,98-48-6,C1=CC(=CC(=C1)S(=O)(=O)O)S(=O)(=O)O,registry_or_pubchem_previous
"Benzenesulfonyl hydrazide (Porofor, BSH)",98-09-9,C1=CC=C(C=C1)S(=O)(=O)Cl,registry
With concentrated aqueous NH3 it is converted into benzenesulfonamide,98-10-2,C1=CC=C(C=C1)S(=O)(=O)N,registry
m-Benzenedisulfonyl chloride,585-47-7,C1=CC(=CC(=C1)S(=O)(=O)Cl)S(=O)(=O)Cl,registry
Benzenesulfonic anhydride,512-35-6,C1=CC=C(C=C1)S(=O)(=O)OS(=O)(=O)C2=CC=CC=C2,registry_or_pubchem_previous
"Benzopurpurin 4B {3,3'-[(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis(azo)]bis[4-amino-1-naphthalene- sulfonic acid] di-Na salt, Direct red 2}",992-59-6,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)[O-])N)C)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N.[Na+].[Na+],registry_or_pubchem_previous
"Benzotriazol-1-yloxytris(dimethylamino)phosphonium hexafluorophosphate (BOP, Castro��s Reagent)",56602-33-6,CCOC(=O)C(=O)C,registry
Benzyl mercaptan,100-53-8,SCc1ccccc1,registry
Benzyltriphenylphosphonium chloride,1100-88-5,c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,registry
S-Benzylisothiuronium chloride,538-28-3,C1=CC=C(C=C1)CSC(=N)N.Cl,registry
"2,4-Bis(methylthio)-1,3,2��5,4��5-dithiadiphosphetane-2,4-dithione (Davy's reagent methyl)",82737-61-9,CSP1(=S)SP(=S)(S1)SC,registry_or_pubchem_previous
Bis-(4-fluoro-3-nitrophenyl) sulfone,312-30-1,C1=CC(=C(C=C1S(=O)(=O)C2=CC(=C(C=C2)F)[N+](=O)[O-])[N+](=O)[O-])F,registry
Bis-(phenylsulfonyl)imide (dibenzenedisulfimide),2618-96-4,O=S(=O)(NS(=O)(=O)c1ccccc1)c1ccccc1,registry
